GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALKVE001,ALKVE002,ALKVE003,ALKVE004,ALKVE005,ALKVE006,ALKVE007,ALKVE008,ALKVE009,ALKVE010,ALKVE011,ALKVE012,ALKVE013,ALKVE014,ALKVE015,ALKVE016,ALKVE017,ALKVE018,ALKVE019,ALKVE020,ALKVE021,ALKVE022,ALKVE023,ALKVE024,ALKVE025,ALKVE026,ALKVE027,NAME_M,ALKVM001,ALKVM002,ALKVM003,ALKVM004,ALKVM005,ALKVM006,ALKVM007,ALKVM008,ALKVM009,ALKVM010,ALKVM011,ALKVM012,ALKVM013,ALKVM014,ALKVM015,ALKVM016,ALKVM017,ALKVM018,ALKVM019,ALKVM020,ALKVM021,ALKVM022,ALKVM023,ALKVM024,ALKVM025,ALKVM026,ALKVM027
"G4800910","2019","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comal County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800990","2019","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",9165,8616,19,212,0,0,306,11,409,920,408,400,731,639,1057,220,119,491,278,1967,137,169,68,55,0,0,549,"Coryell County, Texas",1355,1304,38,175,234,234,413,16,354,574,355,332,632,356,583,245,150,378,323,585,116,223,62,118,234,234,418
"G4801130","2019","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",470772,461102,2657,2378,3347,3942,1781,2686,2930,2120,3168,5889,4456,9293,16719,20350,24534,61393,51039,108051,58850,52141,14116,4120,2814,2328,9670,"Dallas County, Texas",9048,8857,943,848,1269,1083,813,881,1320,915,942,1697,1266,1966,2634,2904,3251,4572,4156,6505,4781,3746,2025,1068,906,859,1760
"G4801210","2019","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",103537,102088,63,0,145,129,305,72,276,527,150,756,1281,1100,2422,2584,4298,12767,11765,21402,17035,17540,5401,1520,104,446,1449,"Denton County, Texas",4023,4023,104,234,178,212,499,93,407,364,188,467,914,456,908,946,1331,2206,2502,2364,2732,2395,1631,759,126,376,565
"G4801350","2019","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",20523,19032,0,111,240,0,242,141,155,126,180,334,683,1110,659,646,685,2561,1947,4827,2729,1104,552,0,0,0,1491,"Ector County, Texas",2401,2375,234,190,295,234,306,177,264,209,290,326,614,814,606,548,615,1402,1181,1741,1211,559,528,234,234,234,735
"G4801390","2019","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",13660,12795,89,0,326,144,0,114,118,355,15,0,698,381,140,725,536,1907,1052,3402,1115,1510,168,0,0,0,865,"Ellis County, Texas",1905,1908,143,234,320,180,234,192,195,289,27,234,547,348,151,547,465,810,735,1065,492,660,150,234,234,234,460
"G4801410","2019","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",106409,102228,1179,758,1435,2038,1786,2406,2098,3541,3854,5154,6444,7488,9173,9177,6539,11967,7700,12150,3158,3638,38,362,145,0,4181,"El Paso County, Texas",4521,4496,653,511,483,974,702,878,851,1079,1089,1422,1760,1619,1922,2238,1681,2141,1545,2196,1179,1018,60,499,232,234,1171
"G4801570","2019","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fort Bend County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801670","2019","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",41044,39368,0,183,728,24,125,1508,214,568,541,616,642,1829,1742,2187,1668,2943,4799,9134,3879,3894,1443,119,300,282,1676,"Galveston County, Texas",3018,2925,234,185,523,42,127,851,246,409,443,608,559,733,947,843,597,1097,1695,2361,1238,1368,1112,202,330,356,914
"G4801810","2019","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",15098,14085,96,223,26,156,22,679,377,274,371,301,511,1577,1341,1274,1449,1847,406,1256,1233,666,0,0,0,0,1013,"Grayson County, Texas",1801,1782,109,213,48,173,39,415,486,182,390,208,360,738,564,718,828,713,311,563,781,524,234,234,234,234,537
"G4801830","2019","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",17853,17465,0,90,185,122,105,828,243,369,161,1824,790,2173,1556,1766,986,2103,941,2025,471,489,134,0,104,0,388,"Gregg County, Texas",1986,2006,234,155,233,103,136,758,267,316,179,816,452,760,674,978,694,904,521,862,285,378,127,234,172,234,263
"G4801870","2019","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802010","2019","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",769168,749365,4207,3725,4437,4477,2926,4071,4465,4435,7127,12929,14941,30469,32125,48575,48161,97286,82008,150082,92816,72771,14133,7621,3961,1617,19803,"Harris County, Texas",11965,12136,1706,1525,1076,1294,993,1604,1365,1321,1834,2765,2798,3209,3463,4526,5621,6008,6981,9286,7223,6211,2356,1776,1301,636,2533
"G4802030","2019","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802090","2019","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",28363,27844,69,0,235,87,0,102,456,40,132,689,572,1937,984,985,1621,1726,3121,8269,3191,3046,157,381,0,44,519,"Hays County, Texas",2852,2853,122,234,285,154,234,186,521,71,163,529,465,1049,525,590,1053,847,1013,2040,1199,1045,134,515,234,71,384
"G4802130","2019","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802150","2019","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",78818,70913,505,1760,1560,1442,1736,3474,3225,3342,3061,7379,7665,4216,5327,4170,4851,6512,2438,5201,1997,945,107,0,0,0,7905,"Hidalgo County, Texas",4690,4455,399,880,705,696,894,1247,1153,1256,1185,1501,1764,1419,2031,1327,1642,1536,1245,1805,953,705,177,234,234,234,1650
"G4802310","2019","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunt County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802450","2019","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",35455,33057,563,249,1171,413,582,1669,310,1143,207,1057,2228,2469,2415,2772,1340,4429,2808,4085,1984,1065,11,0,0,87,2398,"Jefferson County, Texas",2577,2614,442,247,581,334,455,763,254,642,151,708,827,844,904,898,680,1256,1122,1230,821,745,18,234,234,144,1038
"G4802510","2019","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",16474,15247,0,118,94,324,92,841,0,72,225,594,520,856,342,584,1394,1735,2307,2400,1086,1444,219,0,0,0,1227,"Johnson County, Texas",2171,1970,234,181,135,377,158,633,234,122,297,411,482,593,326,445,606,755,985,1113,537,641,174,234,234,234,763
"G4802570","2019","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kaufman County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802910","2019","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803030","2019","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",51166,48939,123,55,644,765,208,231,1175,1301,1695,2515,2671,3386,5028,2585,3919,6460,4939,6463,2570,1683,468,55,0,0,2227,"Lubbock County, Texas",2864,2901,139,86,510,524,173,217,763,560,553,979,1107,1200,1474,894,1395,1565,1503,1512,1037,943,350,95,234,234,870
"G4803090","2019","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",36018,33915,385,334,987,300,269,320,669,1007,1259,1862,2332,2295,3115,3501,2947,3847,2030,3940,1424,759,238,0,95,0,2103,"McLennan County, Texas",2709,2578,371,348,584,252,311,230,458,522,562,913,884,697,1195,1163,1098,999,875,1293,577,487,246,234,157,234,904
"G4803290","2019","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803390","2019","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",59714,55888,33,494,684,188,209,505,303,175,132,1381,589,1415,880,1544,1244,5532,8864,13006,7014,8729,1259,1276,395,37,3826,"Montgomery County, Texas",4835,4799,56,543,617,161,221,396,411,210,170,1086,674,1215,724,789,838,1716,2698,3206,2318,2141,862,1093,361,63,1329
"G4803470","2019","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nacogdoches County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803550","2019","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",52206,51022,340,46,1810,447,480,730,730,1036,777,1690,1530,2337,2437,3165,2647,7583,7208,8051,4231,2786,437,381,0,143,1184,"Nueces County, Texas",3660,3684,342,80,1044,323,395,431,506,817,723,759,693,925,963,1066,1097,1731,1905,1573,1441,1122,350,433,234,236,562
"G4803610","2019","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803670","2019","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parker County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803750","2019","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",20651,19713,0,0,535,80,134,376,491,1657,1282,1881,1059,1720,2789,924,1252,1967,1860,1195,156,28,56,238,33,0,938,"Potter County, Texas",2023,2094,234,234,329,83,184,307,368,932,713,809,464,768,1032,552,658,877,885,632,115,49,95,245,59,234,589
"G4803810","2019","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",13485,12947,0,0,77,93,211,57,126,320,274,609,637,787,1074,1630,482,1693,1517,1870,528,779,135,0,0,48,538,"Randall County, Texas",1306,1280,234,234,102,157,326,98,134,291,320,348,353,421,521,787,386,711,714,738,373,568,168,234,234,81,273
"G4803970","2019","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804090","2019","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Patricio County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804230","2019","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",26085,23812,0,67,0,100,228,657,302,621,918,961,896,1910,1503,1907,963,3844,2672,3035,2006,769,385,0,0,68,2273,"Smith County, Texas",2232,2235,234,85,234,125,253,581,293,397,614,636,471,807,692,949,588,1198,1044,927,801,469,433,234,234,108,926
"G4804390","2019","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",289654,284309,1483,2110,1825,2478,1608,2123,730,1114,2071,4237,3610,7307,8508,15756,19618,44404,29704,57363,38754,30137,5065,2833,866,605,5345,"Tarrant County, Texas",6800,6641,917,1001,736,937,850,907,334,513,1014,1342,1159,1676,1836,2351,2559,4022,3619,4548,3911,3575,1259,1620,449,507,1242
"G4804410","2019","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",21968,21173,109,198,404,377,79,716,278,933,851,1421,1480,1746,1742,928,998,2837,1161,2796,1060,680,0,0,379,0,795,"Taylor County, Texas",1745,1729,177,209,385,270,102,573,252,628,467,778,709,709,883,583,673,1018,538,962,663,435,234,234,309,234,387
"G4804510","2019","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",14651,13250,54,0,137,383,0,159,0,801,273,233,937,555,1234,829,1009,1538,1530,2390,924,264,0,0,0,0,1401,"Tom Green County, Texas",1760,1757,85,234,167,339,234,222,234,530,273,256,606,425,649,776,654,712,1050,883,832,240,234,234,234,234,753
"G4804530","2019","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",242251,238827,1361,1394,967,2297,1192,1355,1015,982,790,1989,1376,2018,2063,3732,5251,19267,26769,57403,41663,41635,12991,6833,2421,2063,3424,"Travis County, Texas",7386,7466,761,907,798,1085,668,891,546,688,438,1090,895,816,1005,1193,1313,3058,3521,4547,4094,4251,2482,1845,1040,920,1258
"G4804690","2019","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Victoria County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804710","2019","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804790","2019","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",30600,28154,112,691,223,501,544,527,991,531,1453,1993,1638,4176,1814,2298,1690,2932,1890,2576,1207,367,0,0,0,0,2446,"Webb County, Texas",2352,2305,144,628,182,297,367,318,570,402,625,699,737,1277,565,758,933,990,841,1030,902,435,234,234,234,234,751
"G4804850","2019","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",18947,18207,110,0,95,818,286,887,923,749,894,2381,1198,1861,1107,806,1371,1630,673,915,820,496,38,149,0,0,740,"Wichita County, Texas",2268,2254,144,234,95,795,274,538,661,589,470,1210,573,857,561,433,695,936,429,324,384,350,67,151,234,234,323
"G4804910","2019","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",65884,64249,131,94,170,643,54,256,143,358,0,244,889,344,498,1549,1255,3550,6145,18558,12499,14381,2021,107,217,143,1635,"Williamson County, Texas",4069,4112,150,133,200,566,91,288,108,436,234,226,1000,378,303,1093,717,1321,1660,2350,2211,2385,975,121,275,237,713
"G4804970","2019","TX",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,"05000US48497","Wise County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wise County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4900050","2019","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",14754,14263,0,293,0,63,298,418,500,162,502,569,1618,670,2094,672,169,1885,613,2314,656,631,136,0,0,0,491,"Cache County, Utah",1488,1492,198,342,198,105,325,411,322,168,392,355,755,362,811,451,164,773,266,727,458,451,244,198,198,198,334
"G4900110","2019","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",26605,25816,97,0,267,104,232,202,97,0,569,398,0,434,599,1285,1067,2136,2935,6398,4867,3438,452,126,0,113,789,"Davis County, Utah",2538,2559,159,198,326,117,216,327,117,198,530,234,198,399,407,631,629,859,1033,1568,1531,930,364,134,198,103,430
"G4900350","2019","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",125920,123248,90,289,713,1437,693,820,1105,623,966,1783,1211,2180,3811,4086,4898,11664,13359,33221,19432,16220,2652,1074,830,91,2672,"Salt Lake County, Utah",5239,5343,150,313,455,795,476,325,878,494,395,834,588,737,1217,1040,1187,2126,1994,3206,2593,2226,762,620,438,105,941
"G4900450","2019","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,"05000US49045","Tooele County, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tooele County, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4900490","2019","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",57420,55955,12,88,53,79,378,554,1246,1128,536,958,601,1502,1441,2383,3369,7111,5532,12786,6641,8238,929,275,115,0,1465,"Utah County, Utah",2588,2482,20,99,88,140,267,345,581,513,332,515,334,528,590,795,929,1423,1186,1884,1351,1820,374,299,153,198,469
"G4900530","2019","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4900570","2019","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",21632,20746,0,43,221,136,410,146,109,60,739,381,506,679,1234,2419,1536,2935,2522,2907,2616,782,365,0,0,0,886,"Weber County, Utah",1770,1810,198,72,251,225,369,121,147,76,477,203,258,319,599,850,708,931,819,762,868,499,269,198,198,198,424
"G5000070","2019","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",25730,25560,41,127,246,398,227,112,327,189,379,712,828,0,638,747,596,1764,2273,5323,5525,3572,742,278,113,403,170,"Chittenden County, Vermont",1858,1851,69,201,209,369,194,135,223,291,537,511,582,161,381,485,518,855,843,1183,1200,726,418,262,202,431,187
"G5100030","2019","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albemarle County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100130","2019","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100150","2019","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Augusta County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100190","2019","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bedford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100410","2019","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",29294,27802,181,0,0,228,64,98,25,161,81,761,376,651,763,327,1297,1799,4014,7698,6127,1648,681,350,366,106,1492,"Chesterfield County, Virginia",2534,2527,278,208,208,213,107,168,40,167,79,563,290,535,623,216,845,634,1424,1458,1432,689,569,275,260,127,625
"G5100590","2019","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",130501,127653,296,127,318,1281,634,356,107,569,416,1275,613,318,190,165,59,932,1072,6320,15761,54779,24149,11151,4743,2022,2848,"Fairfax County, Virginia",4454,4611,289,123,303,603,429,273,137,349,264,761,467,215,247,135,96,640,600,1321,2261,3833,2907,2058,1136,640,936
"G5100610","2019","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fauquier County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100690","2019","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frederick County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100850","2019","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanover County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100870","2019","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",50968,49937,425,377,0,36,153,440,211,262,496,181,513,769,832,1696,2870,4843,8098,14005,9669,3048,500,297,0,216,1031,"Henrico County, Virginia",3500,3551,397,603,208,58,154,371,207,362,462,155,527,536,684,713,1237,1510,1807,2318,1849,791,365,302,208,341,538
"G5100950","2019","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"James City County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101070","2019","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loudoun County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101210","2019","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",16889,16154,117,0,201,405,149,0,253,596,308,966,586,1175,1124,1027,142,2291,834,2785,1364,1133,440,127,0,131,735,"Montgomery County, Virginia",1976,1946,189,208,152,450,175,208,225,509,224,620,581,793,713,542,184,938,587,1086,777,544,318,200,208,198,491
"G5101530","2019","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prince William County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101610","2019","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roanoke County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101650","2019","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",8007,7116,0,37,52,54,61,65,0,68,185,493,428,191,538,316,606,1092,543,945,410,478,554,0,0,0,891,"Rockingham County, Virginia",1245,1153,208,63,87,70,76,82,208,86,152,377,248,150,293,254,395,480,478,540,297,421,536,208,208,208,515
"G5101770","2019","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spotsylvania County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101790","2019","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stafford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5101990","2019","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5105100","2019","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5105500","2019","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chesapeake city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5106500","2019","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",27157,26045,167,184,322,329,364,703,0,311,197,365,349,1146,1172,1456,1105,3739,3236,5037,3323,2119,244,101,76,0,1112,"Hampton city, Virginia",2158,2197,220,251,357,348,247,556,208,301,224,289,384,596,512,694,621,1037,1168,1339,1221,971,187,160,44,208,604
"G5106800","2019","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",15207,14896,0,0,107,86,109,355,402,601,782,794,650,1185,1409,1478,1472,1886,1434,1346,342,243,0,45,97,73,311,"Lynchburg city, Virginia",1617,1615,208,208,87,102,158,281,352,463,553,503,478,564,689,732,747,706,867,723,311,284,208,85,124,92,289
"G5107000","2019","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",36340,35829,496,220,712,400,336,564,291,546,707,616,1294,851,1215,2479,2135,4264,4695,6730,3705,2614,255,309,236,159,511,"Newport News city, Virginia",2325,2343,362,187,380,248,239,451,295,372,555,493,616,420,691,943,914,1235,1330,1484,1097,875,241,446,218,179,360
"G5107100","2019","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",49486,48901,792,363,415,1201,1151,119,469,158,562,1361,1384,1856,3248,4208,3490,6956,5464,6264,3884,4464,454,454,82,102,585,"Norfolk city, Virginia",2110,2123,553,295,355,544,565,106,396,184,328,654,697,671,1096,1112,1022,1356,1108,1321,912,1143,296,264,63,117,265
