GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,O34E001,O34E002,O34E003,O34E004,O34E005,O34E006,O34E007,O34E008,O34E009,O34E010,O34E011,O34E012,O34E013,O34E014,O34E015,O34E016,O34E017,NAME_M,O34M001,O34M002,O34M003,O34M004,O34M005,O34M006,O34M007,O34M008,O34M009,O34M010,O34M011,O34M012,O34M013,O34M014,O34M015,O34M016,O34M017
"G16052120","2012","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",26174,1095,626,731,714,1265,886,1232,1996,1284,2020,3775,3736,3755,946,1379,734,"Meridian city, Idaho",1330,688,389,466,494,667,575,836,1201,612,799,1150,1390,1357,718,952,589
"G16056260","2012","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",27680,2293,1364,2956,2538,2247,2094,1648,1720,1282,3524,2873,1417,977,587,124,36,"Nampa city, Idaho",1451,984,489,973,900,721,790,633,856,920,884,897,465,536,425,151,60
"G17002154","2012","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",30711,984,828,970,1580,1010,1187,1679,1067,1047,2697,3208,4863,2747,2296,2472,2076,"Arlington Heights village, Illinois",1650,484,401,575,661,413,439,781,441,583,643,911,901,713,599,562,656
"G17003012","2012","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",63858,2965,2506,3240,2795,3088,3321,2914,2478,3502,5720,6472,9256,5887,3709,3083,2922,"Aurora city, Illinois",2112,943,814,1110,991,769,776,827,779,916,1110,1297,1417,1091,1000,790,811
"G17006613","2012","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",32244,2024,1738,1588,1550,1589,1442,1196,1334,1356,2016,4398,4358,2537,2068,1781,1269,"Bloomington city, Illinois",1062,640,720,567,522,691,542,507,459,539,644,833,812,831,624,495,403
"G17007133","2012","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",22039,540,570,1067,611,804,612,827,896,844,1591,2383,3974,2738,2178,1721,683,"Bolingbrook village, Illinois",1224,253,309,532,464,382,323,453,453,456,603,713,822,828,800,616,331
"G17012385","2012","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",33123,3909,2385,2671,1371,1617,1223,1535,1544,1292,2494,2720,4314,2530,1348,1050,1120,"Champaign city, Illinois",1889,1051,834,867,559,545,524,607,547,423,790,843,973,831,498,491,497
"G17014000","2012","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",1032074,124498,67215,61354,60893,53613,53904,46121,46571,41059,70371,90795,106812,73172,37412,44931,53353,"Chicago city, Illinois",6757,4963,4057,3772,4094,3541,2992,2857,3553,3253,3850,4535,4549,3591,2526,3249,3456
"G17014351","2012","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",20267,1525,887,1248,1470,1320,1953,1828,819,1329,1318,2174,2274,1316,294,315,197,"Cicero town, Illinois",1279,576,507,491,529,511,626,607,377,519,432,750,800,421,241,227,218
"G17018823","2012","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",32737,4657,2067,2848,2240,1946,1924,1375,1925,1818,2531,3031,2891,1636,979,557,312,"Decatur city, Illinois",1181,956,680,662,619,529,466,438,542,551,583,760,679,494,480,290,243
"G17023074","2012","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",33548,2671,964,1317,1641,2335,1334,1894,1480,1520,2379,3799,5012,2674,1756,1543,1229,"Elgin city, Illinois",2142,880,416,452,673,1142,542,702,551,568,697,919,1078,842,637,486,474
"G17024582","2012","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",27527,2128,743,1346,1056,1093,662,1306,1004,1498,1473,3010,2862,1991,2297,1677,3381,"Evanston city, Illinois",1703,734,380,556,532,567,370,507,328,643,519,695,728,539,797,513,657
"G17038570","2012","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",47376,2596,1315,2266,2119,2025,1432,1956,2744,2003,4357,6144,7893,3798,2611,2960,1157,"Joliet city, Illinois",2105,560,560,571,607,651,643,552,1085,640,1120,1182,1195,790,709,998,589
"G17051622","2012","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",49444,2125,556,1519,674,924,1102,1313,1433,1327,1823,3526,5700,7550,4100,7799,7973,"Naperville city, Illinois",1568,626,324,635,326,335,499,538,520,566,550,746,916,1239,868,1458,1127
"G17057225","2012","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",26369,1047,1085,381,1295,963,635,880,942,915,2625,2827,3883,2916,1479,2156,2340,"Palatine village, Illinois",1375,505,670,256,582,497,355,484,408,525,973,858,861,751,565,635,645
"G17059000","2012","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",47852,5964,2960,2479,3553,2755,3439,2240,2605,1707,2555,4504,4841,3656,2193,982,1419,"Peoria city, Illinois",1780,1054,703,728,989,765,849,746,832,490,654,1081,1139,1150,754,452,501
"G17065000","2012","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",58817,7275,4624,4389,4285,3041,2659,4445,2819,2041,4983,5849,6139,2335,1339,1313,1281,"Rockford city, Illinois",1790,1170,995,915,960,705,850,1053,918,583,1059,1067,1154,672,581,479,375
"G17068003","2012","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",29500,1222,401,898,830,528,938,401,1713,1376,2764,4801,5176,3970,1978,1475,1029,"Schaumburg village, Illinois",1875,527,264,526,496,290,572,243,601,700,657,1196,946,1051,604,496,401
"G17070122","2012","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",23208,1468,1113,748,878,1381,950,2176,519,917,1822,2175,2583,2245,571,1755,1907,"Skokie village, Illinois",1501,691,570,355,465,597,421,854,351,474,658,666,766,565,284,552,597
"G17072000","2012","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",49776,4236,3588,2909,2045,3329,2374,2038,2897,2039,3733,6451,5727,2878,2240,1624,1668,"Springfield city, Illinois",1588,1050,1017,708,550,847,643,678,870,699,818,1055,947,702,681,548,482
"G17079293","2012","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",28115,2979,1757,1460,1918,1985,2664,1262,1204,1179,2895,2541,2899,1188,812,1003,369,"Waukegan city, Illinois",1547,913,492,467,681,615,860,467,670,635,849,745,864,544,512,514,233
"G18005860","2012","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",28890,5706,2849,1708,2789,2003,1703,1736,1011,1120,1202,1686,2144,1220,473,651,889,"Bloomington city, Indiana",1647,1034,944,618,819,719,656,758,603,477,540,663,674,434,293,335,464
"G18010342","2012","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",31169,182,121,934,419,751,936,767,435,1761,1152,3087,4116,3854,3428,3375,5851,"Carmel city, Indiana",1375,185,128,484,270,341,357,404,305,783,490,817,927,954,872,722,1031
"G18022000","2012","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",51135,5513,3652,3785,4014,4256,4933,2967,3391,1782,4469,4483,3804,2246,639,671,530,"Evansville city, Indiana",1805,946,927,871,969,1049,1147,796,1010,578,1017,878,961,707,281,316,324
"G18023278","2012","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",28840,366,381,587,575,761,705,846,1081,485,1565,2900,5682,4672,2396,3761,2077,"Fishers town, Indiana",1545,324,446,510,418,777,476,525,593,423,681,783,1748,1309,772,1239,759
"G18025000","2012","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",100724,8876,5152,6052,6747,6730,6264,6485,6127,3760,10503,10192,10718,6950,2263,2119,1786,"Fort Wayne city, Indiana",2012,1451,836,1121,826,1076,930,1238,978,804,1596,1526,1377,1128,729,534,492
"G18027000","2012","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",28420,5742,3550,2404,2543,1921,1266,1496,1187,812,1907,1729,1627,845,545,517,329,"Gary city, Indiana",1859,1144,778,733,711,593,412,488,479,278,673,603,527,489,373,341,259
"G18031000","2012","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",27471,1989,2297,2703,2042,1966,1868,1840,2086,850,1759,2604,3354,1121,456,364,172,"Hammond city, Indiana",1369,611,678,711,669,637,595,597,679,351,494,645,746,420,275,264,171
"G18036003","2012","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",330478,35756,24368,21934,20429,20095,21672,18126,14515,15983,24139,33442,35016,18314,9953,9117,7619,"Indianapolis city (balance), Indiana",3663,2937,2231,2323,2156,2337,2033,1970,1891,2207,2386,2527,2688,2288,1364,1354,1145
"G18040788","2012","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",28673,2436,2507,2187,1510,2181,1569,1775,2193,1413,2966,3080,2894,1124,482,223,133,"Lafayette city, Indiana",1348,789,872,784,636,664,620,675,891,583,855,958,859,435,304,239,141
"G18051876","2012","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",28058,4988,3046,2919,1359,1611,2396,1708,1693,739,1829,2056,1936,944,377,193,264,"Muncie city, Indiana",1328,912,884,744,529,589,680,547,533,345,582,595,617,331,309,153,225
"G18071000","2012","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",39614,4781,3656,3706,2858,2966,3059,2599,1769,2081,2597,3379,2926,1617,801,316,503,"South Bend city, Indiana",1631,1011,695,857,622,605,642,639,555,580,563,589,628,536,300,223,288
"G19012000","2012","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",50824,3197,2788,2608,3047,2710,2481,2589,2217,2523,4635,5503,7425,3232,2823,1624,1422,"Cedar Rapids city, Iowa",1717,810,811,707,809,754,711,896,584,622,1037,1010,1097,620,857,551,416
"G19019000","2012","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",40610,3038,2727,2635,2077,3114,1929,1938,2483,2211,3078,3667,5234,2992,1802,811,874,"Davenport city, Iowa",1338,834,821,719,659,814,621,563,748,766,722,862,885,583,557,368,343
"G19021000","2012","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",81387,6753,5622,4538,5325,4762,4529,3936,5228,3815,7664,8592,9633,6029,2234,1441,1286,"Des Moines city, Iowa",2390,1222,1097,950,993,1145,996,986,1020,809,1153,1266,1107,1089,586,542,419
"G19038595","2012","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",28398,3950,1964,2108,2129,1568,987,1148,1729,844,1709,2760,2502,2069,1186,1077,668,"Iowa City city, Iowa",1381,1073,846,703,682,548,403,562,639,404,608,702,717,669,441,434,303
"G19073335","2012","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",30608,2894,2123,1468,2900,2028,2442,1494,2245,1197,2877,2474,3775,1349,550,284,508,"Sioux City city, Iowa",1171,866,541,494,852,726,766,619,786,498,885,745,804,621,298,175,373
"G19082425","2012","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",28698,2464,1630,1322,1148,2538,1619,1867,1500,1515,3287,4115,3134,1520,592,274,173,"Waterloo city, Iowa",1071,624,548,692,338,615,623,631,521,535,918,766,692,439,329,164,124
"G20036000","2012","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",54053,6756,4144,4001,3317,3669,4589,2912,3024,2795,3902,5198,5174,2253,1345,687,287,"Kansas City city, Kansas",1581,936,842,699,620,778,785,654,611,695,884,952,875,511,360,279,171
"G20038900","2012","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",34317,3098,3232,1991,2214,1329,1674,1280,1770,751,3997,3509,2706,3105,998,1129,1534,"Lawrence city, Kansas",1690,734,912,768,838,575,657,587,665,389,871,973,775,1015,524,500,572
"G20052575","2012","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",46069,1432,1033,1276,2166,2288,1729,1632,1570,1628,2910,4426,8305,7297,3229,3388,1760,"Olathe city, Kansas",1609,524,539,435,754,673,592,549,590,597,749,1000,1280,1195,805,804,495
"G20053775","2012","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",74396,2531,1636,2205,2706,2280,2410,3405,3308,3361,7415,8804,9451,8192,4704,5791,6197,"Overland Park city, Kansas",1744,786,606,764,683,664,823,944,840,873,1313,1405,961,1232,979,958,973
"G20071000","2012","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",52180,4369,3557,4400,2788,4036,3012,3612,2396,2937,5133,4750,5645,2527,1310,798,910,"Topeka city, Kansas",1628,983,986,1056,596,920,773,992,677,841,1081,940,1045,569,465,307,402
"G20079000","2012","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",151253,11719,9623,10058,10246,9746,8778,9133,8139,6175,13843,13985,16519,9569,5910,3586,4224,"Wichita city, Kansas",2683,1483,1490,1545,1545,1427,1500,1649,1217,1144,1652,1456,1741,1228,1098,851,822
"G21046027","2012","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",122920,11185,7461,6292,7165,6961,8104,6198,6708,4845,8374,11113,13853,8499,5269,5236,5657,"Lexington-Fayette urban county, Kentucky",2069,1376,1114,1016,1256,1366,1517,1167,1043,1172,1101,1417,1692,1226,975,1156,974
"G21048006","2012","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",245530,26274,16514,14898,15900,13679,14876,12890,11927,10908,20452,23113,26508,15621,8807,6697,6466,"Louisville/Jefferson County metro government (balance), Kentucky",3260,2697,2236,1754,1906,1804,1814,1656,1833,1561,2134,2160,2243,1595,1232,992,994
"G22005000","2012","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",88336,11909,7547,5404,5392,5280,5349,4155,4078,4829,5372,7998,7469,4140,3007,2688,3719,"Baton Rouge city, Louisiana",3332,1819,1344,1176,1001,1186,1296,1025,1140,1350,1142,1576,1217,1114,865,686,1049
"G22039475","2012","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",25283,1888,969,1439,1962,1246,1901,965,2115,967,1666,3012,3604,1078,885,701,885,"Kenner city, Louisiana",1536,667,415,618,805,493,753,435,750,552,589,773,834,390,501,370,356
"G22040735","2012","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",48363,4728,4555,2466,4766,2091,2316,3051,1958,2381,3109,3556,3791,3820,1711,1959,2105,"Lafayette city, Louisiana",1913,995,1289,805,1080,675,933,801,734,744,1081,881,981,1033,546,691,602
"G22041155","2012","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",30188,3338,3679,2188,2689,2066,1521,1005,1316,1461,2211,2672,1969,1963,689,411,1010,"Lake Charles city, Louisiana",1423,956,969,809,872,685,638,562,547,530,870,929,732,799,403,277,538
"G22050115","2012","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",56718,4420,3060,3576,3234,3290,2658,3026,2323,2932,3928,5827,6800,4066,2080,3018,2480,"Metairie CDP, Louisiana",2175,997,941,970,835,925,829,854,697,850,947,987,1173,787,632,673,483
"G22055000","2012","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",151735,27500,12979,11313,8450,8661,7817,6556,6760,6212,9019,10162,12240,8333,4100,4536,7097,"New Orleans city, Louisiana",2526,2182,1434,1405,1097,1155,1140,1053,1189,1141,1329,1232,1361,1132,719,726,785
"G22070000","2012","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",77988,7384,6336,5812,5118,4531,5323,4416,4259,3629,4505,6556,6271,5981,2935,2683,2249,"Shreveport city, Louisiana",2046,1348,1313,1118,1196,1297,1121,998,994,871,903,1252,1088,1286,940,860,583
"G23060545","2012","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",30920,3876,1787,1836,1645,1938,1300,2272,1169,1580,2600,3199,3524,1361,1296,875,662,"Portland city, Maine",1533,1029,669,569,478,675,497,679,575,482,741,796,782,478,435,423,281
"G24004000","2012","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",244397,33292,21565,16264,15675,12609,12558,12101,12064,12508,17036,21734,19893,13486,8079,8171,7362,"Baltimore city, Maryland",3814,2313,2274,1822,1727,1413,1499,1490,1642,2058,1728,2261,2121,1539,1094,1292,1021
"G24019125","2012","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",40244,1803,1023,647,459,797,678,317,704,1305,1936,4006,6006,6008,3933,4909,5713,"Columbia CDP, Maryland",1858,785,560,493,321,330,424,247,381,594,713,992,1257,1077,885,829,948
"G24026000","2012","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",24997,308,388,314,473,540,331,530,529,377,931,1654,3472,3771,2604,3859,4916,"Ellicott City CDP, Maryland",1198,228,355,245,359,416,210,261,287,233,419,607,799,933,650,815,952
"G24030325","2012","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",26526,1058,1230,942,877,794,910,1747,1111,875,2782,3734,3288,2764,1728,1913,773,"Frederick city, Maryland",1576,477,751,621,436,466,402,761,597,465,724,841,780,823,605,544,339
"G24032025","2012","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",31262,1247,613,590,674,573,1443,357,828,748,2448,4461,4785,3625,2853,3604,2413,"Germantown CDP, Maryland",1954,586,419,393,442,290,709,213,451,502,984,1119,1013,989,686,1130,636
"G24032650","2012","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",27118,1197,1231,1077,1698,1261,1310,845,1610,1207,2476,2236,3491,3094,1798,1896,691,"Glen Burnie CDP, Maryland",1813,581,624,530,679,557,587,458,606,487,853,835,808,894,666,718,453
"G24072450","2012","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",29884,1554,676,534,1465,933,1062,1145,1431,936,2048,3616,4910,2640,1656,2594,2684,"Silver Spring CDP, Maryland",1680,758,349,283,596,528,451,688,611,494,644,894,1168,643,582,834,641
"G24081175","2012","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",25351,1765,465,446,438,916,486,520,1112,369,1415,3109,3329,4018,1984,3024,1955,"Waldorf CDP, Maryland",1468,797,261,261,455,467,311,376,504,262,581,845,971,1020,664,859,611
"G25007000","2012","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",247254,35448,14835,14748,10960,7652,9073,9113,9517,8230,17554,19411,26276,21277,12794,13006,17360,"Boston city, Massachusetts",3859,3014,1662,1681,1655,1158,1528,1712,1519,1480,1911,2384,2062,1926,1441,1488,1993
"G25009000","2012","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",32592,3042,2226,1614,1967,944,1583,1914,1876,1328,1882,4674,3594,2565,1585,1420,378,"Brockton city, Massachusetts",1682,797,769,613,735,403,671,729,575,448,696,1009,897,703,544,665,277
"G25011000","2012","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",43506,3264,2794,1168,1259,1261,960,1029,1209,1657,2627,3914,6567,3981,2547,2828,6441,"Cambridge city, Massachusetts",1992,846,752,414,407,565,446,367,431,579,754,708,945,778,630,659,867
"G25023000","2012","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",39000,5920,4271,4200,2089,2419,1747,1870,1527,2043,2843,3776,3314,1419,435,907,220,"Fall River city, Massachusetts",1521,1413,1001,1030,680,692,637,572,567,819,785,1002,732,496,189,511,175
"G25024960","2012","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",28060,1996,1365,1238,1083,1520,681,1067,713,777,2508,2073,3017,5004,1363,2037,1618,"Framingham CDP, Massachusetts",1651,815,551,585,626,831,324,579,421,365,716,699,864,1186,441,666,639
"G25034550","2012","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",25489,4288,2600,2739,1894,1054,1387,1171,1122,1057,1038,2886,2282,973,261,416,321,"Lawrence city, Massachusetts",1280,787,589,782,527,493,490,445,534,480,413,781,648,390,195,307,214
"G25037000","2012","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",40270,4255,2508,2481,2492,2533,1764,2686,1314,1434,3490,3824,4135,3351,2029,1385,589,"Lowell city, Massachusetts",1810,1018,869,713,683,966,627,840,514,608,936,928,698,966,718,482,302
"G25037490","2012","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",32266,4324,3059,1902,1710,1584,1695,1389,1626,963,2008,2837,3267,2393,1213,1525,771,"Lynn city, Massachusetts",1561,982,836,628,532,599,553,451,619,520,662,832,684,693,512,595,506
"G25045000","2012","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",39719,4946,3740,3012,2465,2100,3299,2389,1685,2179,3278,3157,3663,1824,845,759,378,"New Bedford city, Massachusetts",1677,895,917,787,707,583,908,664,458,692,823,661,702,513,415,308,297
"G25045560","2012","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",30224,798,751,561,640,1128,876,662,637,606,1074,2036,2937,2280,2638,4100,8500,"Newton city, Massachusetts",1469,344,351,270,307,550,311,309,301,333,376,788,743,467,725,768,897
"G25055745","2012","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",39587,2945,2136,1244,1485,2510,2202,1489,1597,1788,3015,4547,4653,3793,2096,2422,1665,"Quincy city, Massachusetts",2117,840,859,500,569,1031,801,607,593,737,925,1228,1036,859,709,828,627
"G25062535","2012","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",31516,2127,1526,1582,1078,1737,983,673,1697,1457,1824,3358,4086,3893,2133,2060,1302,"Somerville city, Massachusetts",1583,655,742,541,662,735,500,316,697,626,600,887,992,992,721,775,489
"G25067000","2012","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",56742,9994,5932,4415,3647,3184,3625,2593,3292,1806,3250,5452,4378,2448,819,987,920,"Springfield city, Massachusetts",1808,1523,1122,1006,856,788,944,845,934,597,810,1192,881,706,484,440,415
"G25082000","2012","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",67017,7257,6859,3646,4096,3058,3775,3006,2276,3105,5124,6344,6506,4659,3032,2539,1735,"Worcester city, Massachusetts",2565,1465,1358,870,929,827,802,773,698,1011,992,1158,1191,1002,869,792,756
"G26003000","2012","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",46735,5490,2171,2412,2858,2191,2730,1141,2558,1517,3296,3995,5125,3757,2249,2391,2854,"Ann Arbor city, Michigan",2116,1038,752,774,948,581,865,414,776,505,818,953,862,751,633,555,588
"G26021000","2012","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",31605,3432,1963,2774,1809,1576,1493,1869,1020,1373,2807,2602,4132,2591,597,1117,450,"Dearborn city, Michigan",1707,706,674,719,658,484,484,520,370,534,733,649,821,632,324,370,231
"G26022000","2012","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",253073,57622,29301,24228,19640,15152,14292,11979,10767,9370,16030,17236,13855,7034,2663,2438,1466,"Detroit city, Michigan",4212,3589,2224,2086,1642,1627,1605,1419,1447,1266,1700,1785,1584,1167,643,715,466
