GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJCTE001,AJCTE002,AJCTE003,AJCTE004,AJCTE005,AJCTE006,AJCTE007,AJCTE008,AJCTE009,AJCTE010,AJCTE011,AJCTE012,AJCTE013,AJCTE014,AJCTE015,AJCTE016,AJCTE017,NAME_M,AJCTM001,AJCTM002,AJCTM003,AJCTM004,AJCTM005,AJCTM006,AJCTM007,AJCTM008,AJCTM009,AJCTM010,AJCTM011,AJCTM012,AJCTM013,AJCTM014,AJCTM015,AJCTM016,AJCTM017
"G41005800","2018","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",41160,1584,1824,1882,2195,1953,1610,1960,1428,1056,3162,3925,4979,3269,2846,3057,4430,"Bend city, Oregon",2062,924,727,863,923,934,692,819,768,708,1123,1112,1243,1248,996,975,1097
"G41023850","2018","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",73458,6377,3498,3712,3719,3599,4622,4162,2723,2406,6015,8175,9224,5376,3451,3366,3033,"Eugene city, Oregon",1989,1326,1073,1069,1076,1107,1272,1054,802,651,1342,1317,1403,1054,881,964,764
"G41031250","2018","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",40253,2192,1469,2259,3416,1013,2104,1763,1961,1564,4280,3995,6025,3720,1532,1940,1020,"Gresham city, Oregon",2012,894,647,956,1170,395,1014,600,787,511,1041,1064,1304,783,600,694,486
"G41034100","2018","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",40812,1033,1247,1114,1151,590,1947,1941,1574,1701,2869,4589,4822,6430,3083,4394,2327,"Hillsboro city, Oregon",2051,570,642,619,546,421,868,790,590,788,807,1045,1111,1344,852,1037,719
"G41047000","2018","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",33388,2232,1269,1547,2408,1643,1498,1376,1907,2188,2958,4150,3557,2677,1511,1579,888,"Medford city, Oregon",1546,692,536,803,856,731,501,554,874,923,897,937,1026,888,753,643,447
"G41059000","2018","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",273607,16475,10519,10267,10415,10431,10248,10301,10724,8720,16099,25066,34810,29955,19943,21732,27902,"Portland city, Oregon",3339,2042,1656,2039,1888,1824,1642,1540,1843,1508,2200,2291,3041,2726,1919,2004,2427
"G41064900","2018","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",64191,3821,3591,3559,2710,3072,3728,3610,2781,3670,5087,6730,7674,5622,3908,2577,2051,"Salem city, Oregon",2455,1144,1195,1019,843,1352,1114,992,779,1195,1091,1486,1610,1128,1068,628,667
"G42002000","2018","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",42538,3842,2167,2690,3055,3187,2705,1814,2415,2131,4164,4454,3968,1931,874,1924,1217,"Allentown city, Pennsylvania",1992,1164,795,841,958,955,1161,732,893,676,1288,1240,899,627,549,880,571
"G42006088","2018","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",29635,1759,2061,2042,1421,1631,1545,1648,1298,822,2307,3368,3153,2546,741,1377,1916,"Bethlehem city, Pennsylvania",1536,666,804,771,545,674,574,748,579,435,705,767,883,776,347,680,575
"G42024000","2018","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",40446,4086,3463,3112,4268,2200,3227,2240,2256,2234,2971,4028,3294,1620,649,455,343,"Erie city, Pennsylvania",1675,886,873,758,1031,637,891,872,716,806,711,1016,785,526,393,262,207
"G42060000","2018","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",608233,79444,37086,38565,33338,31466,29953,25845,22661,22481,45422,55366,60873,41887,24838,29592,29416,"Philadelphia city, Pennsylvania",5554,4602,3904,3607,3243,2629,3256,2757,2187,3239,3859,3910,4343,3678,3020,2978,2397
"G42061000","2018","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",141881,16791,10372,7688,8319,7344,7470,5929,4463,4821,9325,13190,15869,10036,5306,6912,8046,"Pittsburgh city, Pennsylvania",3396,1759,1832,1144,1234,1364,1631,1039,831,1094,1285,1803,1417,1149,1016,1199,967
"G42063624","2018","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",28755,4664,2464,2177,2107,1918,1600,1782,1293,818,2108,2579,2352,1786,488,456,163,"Reading city, Pennsylvania",1652,1166,870,625,793,630,665,539,598,444,716,803,823,631,322,358,117
"G42069000","2018","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",30273,2715,2504,2528,2122,1827,1537,1507,1041,1259,2509,3935,3253,2443,419,288,386,"Scranton city, Pennsylvania",1474,749,829,727,632,556,519,507,403,517,628,843,854,601,257,177,257
"G44019180","2018","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",31993,1949,931,1179,981,1468,1846,930,1493,1516,2643,2248,4852,4214,1788,2092,1863,"Cranston city, Rhode Island",1885,999,629,582,447,812,785,626,697,868,875,737,1156,1173,594,790,631
"G44054640","2018","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",29051,2254,1664,2121,2353,1158,1645,1270,2195,705,1829,3086,4129,2310,990,438,904,"Pawtucket city, Rhode Island",1751,814,755,892,966,542,808,554,700,305,585,607,859,648,405,263,445
"G44059000","2018","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",60883,7885,6504,3278,3043,1722,3969,2588,2220,1770,5017,5455,6918,4201,1613,2332,2368,"Providence city, Rhode Island",2934,1518,1605,1212,965,817,1163,1061,843,714,1461,1467,1280,1198,593,845,710
"G44074300","2018","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",35628,1545,1017,1670,1133,1720,1167,2319,2032,692,3173,4836,3676,4357,2539,1805,1947,"Warwick city, Rhode Island",1463,776,501,621,469,947,579,899,799,385,976,1157,927,1070,752,592,528
"G45013330","2018","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",57915,3894,1747,1929,1876,2448,1597,1967,2123,1319,5222,6315,8073,5665,3921,3802,6017,"Charleston city, South Carolina",2326,1121,745,828,874,992,705,785,736,614,1587,1390,1524,1084,1057,912,943
"G45016000","2018","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",46888,6886,2189,2744,3112,2779,1995,1372,1758,2040,3964,3752,4716,2715,1657,1941,3268,"Columbia city, South Carolina",2525,1367,718,804,784,810,657,562,734,708,912,897,952,772,593,528,802
"G45030850","2018","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"16000US4530850","Greenville city, South Carolina",29962,2564,1565,1233,1538,1275,1018,1100,927,679,2566,4361,4511,1832,958,1276,2559,"Greenville city, South Carolina",1557,700,649,488,537,571,491,441,505,348,671,1211,814,538,283,386,521
"G45048535","2018","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",36049,994,412,688,908,298,692,1607,774,1219,2171,3026,4455,4203,3231,3954,7417,"Mount Pleasant town, South Carolina",1509,639,511,505,638,268,537,963,544,742,922,1061,1327,1318,1084,1211,1881
"G45050875","2018","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",44405,2937,1243,3362,3808,3384,2060,2904,1723,1678,3739,4624,6543,1903,1627,1953,917,"North Charleston city, South Carolina",2134,928,550,1006,913,1072,742,815,704,729,907,1308,1238,645,653,805,464
"G45061405","2018","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",26768,2117,1299,1362,1210,1824,2199,1512,738,1972,1904,2943,2486,2346,766,1571,519,"Rock Hill city, South Carolina",1916,771,569,561,482,702,832,583,367,840,752,844,696,627,399,743,318
"G46052980","2018","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",30364,1606,1591,1216,1775,2145,2251,1391,1380,1759,2084,3838,2991,2821,945,1482,1089,"Rapid City city, South Dakota",1435,694,642,470,767,786,707,447,474,698,865,992,678,767,496,564,431
"G46059020","2018","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",71068,3099,3254,2952,2418,3567,4818,3129,4166,3345,6705,6903,10702,7462,3245,2917,2386,"Sioux Falls city, South Dakota",1754,742,1076,755,877,1158,1179,969,995,894,1279,1485,1427,1334,798,966,691
"G47014000","2018","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",76021,6058,4226,4279,5110,4154,4916,3454,4189,4015,5346,6082,9498,5608,2816,2126,4144,"Chattanooga city, Tennessee",2610,1520,1201,1299,1206,936,1027,1060,1047,1005,1265,1163,1467,1167,871,732,938
"G47015160","2018","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",56546,4294,1859,2545,2745,4186,3863,2268,2849,2845,4814,6541,6576,6353,1612,2000,1196,"Clarksville city, Tennessee",2110,1129,838,770,1014,1102,1263,948,920,1090,1184,1606,1341,1398,615,859,621
"G47027740","2018","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",30291,670,327,872,528,502,877,616,1069,1219,2602,3225,3067,3974,3077,3312,4354,"Franklin city, Tennessee",1064,338,268,466,397,341,630,396,605,656,826,1008,823,980,852,810,927
"G47037640","2018","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",26267,3341,1869,2273,1443,1771,1480,1254,2039,1209,1332,1076,2750,1414,661,1367,988,"Jackson city, Tennessee",1404,998,646,769,624,715,678,610,1047,602,547,469,735,599,398,458,371
"G47038320","2018","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",30507,3525,1900,2386,2043,1801,1371,1203,934,1619,2023,2835,3316,1443,970,973,2165,"Johnson City city, Tennessee",1891,912,634,1047,838,827,599,501,423,744,791,1026,1021,507,397,526,759
"G47040000","2018","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",81925,8352,5081,6388,6376,4183,5906,4148,4194,3640,7570,7829,7294,4240,2170,1732,2822,"Knoxville city, Tennessee",2120,1540,1108,1294,1179,988,1322,880,1133,867,1256,1367,989,1120,746,478,696
"G47048000","2018","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",252517,31784,20734,19098,15693,15460,15369,14596,12165,8991,20311,19457,21538,14592,6582,6661,9486,"Memphis city, Tennessee",4720,3058,2556,2437,2233,2276,2767,2509,1994,1522,2691,2287,2435,2357,1616,1446,1129
"G47051560","2018","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",53894,2086,1662,2207,2190,2028,2797,4108,2080,3500,5581,4968,8581,4483,3281,2429,1913,"Murfreesboro city, Tennessee",1867,754,951,800,1165,863,1302,1393,1199,1143,1581,1487,2095,1223,995,727,770
"G47052006","2018","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",272826,16151,10194,11589,11328,13106,12808,13506,12755,11701,22559,26614,37368,25145,15376,15139,17487,"Nashville-Davidson metropolitan government (balance), Tennessee",3790,2108,1835,2037,1651,1987,2218,2119,1944,1408,2243,2618,3002,2035,1798,1895,1709
"G48001000","2018","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",42752,2781,2957,1219,2866,2637,2923,2426,2577,2668,3205,3434,5028,3538,1512,1685,1296,"Abilene city, Texas",1623,765,796,448,944,687,1010,807,808,913,825,1099,1025,876,581,542,500
"G48001924","2018","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",35783,1650,563,1531,260,816,475,801,423,1169,1655,3134,4987,3544,3207,3807,7761,"Allen city, Texas",1906,1079,596,1045,194,461,321,559,343,787,745,1238,1327,1218,1211,1386,2109
"G48003000","2018","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",77403,5550,4138,2657,5712,4522,5449,2959,3589,3867,6509,9159,8556,6432,2840,2552,2912,"Amarillo city, Texas",2009,1275,859,768,1193,990,1230,748,966,1001,1245,1567,1340,1220,763,665,803
"G48004000","2018","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",135867,5711,4481,5352,5565,6619,7704,5234,6969,5032,11338,17032,16501,12655,8971,10534,6169,"Arlington city, Texas",3781,1204,1104,1179,1311,1542,1739,1431,1742,1382,2179,2252,2211,1726,1691,1723,961
"G48004462","2018","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",25094,423,529,402,601,398,355,316,1225,546,1534,1740,3978,4431,2773,2450,3393,"Atascocita CDP, Texas",2500,478,700,223,353,329,341,318,1283,332,585,766,1223,1330,1062,1122,1612
"G48005000","2018","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",390395,22279,11987,12526,13540,14050,13543,16124,15066,15271,29699,38491,44343,39308,27011,31288,45869,"Austin city, Texas",6082,2563,1766,2273,1960,2274,2281,2157,2663,2097,3424,4112,3019,3218,3112,3087,3448
"G48006128","2018","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",27351,2518,1385,924,1760,1227,1479,984,1118,904,2932,2168,3165,2493,2145,931,1218,"Baytown city, Texas",2054,892,792,460,986,634,701,610,679,478,1042,838,952,919,880,551,592
"G48007000","2018","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",44288,5048,3149,2059,3602,2671,2126,2398,1576,1386,3736,3280,4674,3111,1334,1919,2219,"Beaumont city, Texas",2201,1185,1065,1004,1211,858,829,952,585,580,1121,983,1209,950,609,828,727
"G48010768","2018","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",51334,6510,4270,3857,3706,3353,2685,2588,1990,1577,5108,4925,4968,2379,1432,1003,983,"Brownsville city, Texas",2268,1286,1009,1068,1105,866,882,793,637,704,1362,1214,1131,928,602,636,494
"G48010912","2018","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",29701,3039,1139,1400,1766,1633,1795,1609,1332,2548,2570,2948,2666,2489,876,872,1019,"Bryan city, Texas",1773,947,568,580,739,531,789,666,686,911,806,832,797,839,530,459,480
"G48013024","2018","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",49232,1908,1069,907,1056,2038,2257,1471,2042,1777,4067,6456,7376,4661,4398,3827,3922,"Carrollton city, Texas",2115,897,606,510,513,912,804,687,828,694,966,1386,1362,1111,1077,917,878
"G48013552","2018","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",24767,446,407,496,771,796,566,563,402,449,1871,1494,2975,3300,3161,3335,3735,"Cedar Park city, Texas",1609,343,385,339,513,369,453,370,331,279,773,653,1044,1167,922,830,883
"G48015976","2018","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",41868,5839,2933,1442,3144,2241,2168,801,1342,917,2184,4424,4224,2936,3065,1905,2303,"College Station city, Texas",2284,1448,1111,722,1007,904,1034,427,656,615,917,1152,1031,913,880,691,694
"G48016432","2018","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",33852,1964,1338,1312,2446,1620,1548,1436,1614,1663,4418,3301,3435,2813,796,1505,2643,"Conroe city, Texas",2440,1055,771,661,1110,656,702,731,804,803,1369,1090,1030,779,465,761,1015
"G48017000","2018","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",116456,7406,6432,5328,5748,4787,6009,6508,6043,4672,6723,12765,16894,11523,5057,5043,5518,"Corpus Christi city, Texas",2582,1257,1710,1336,1295,1197,1287,1555,1571,1150,1178,1939,2391,1834,962,1110,1153
"G48019000","2018","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",521198,37601,22891,26168,26690,27936,28255,28478,27110,21979,46435,51016,53909,34623,23137,23086,41884,"Dallas city, Texas",6967,3448,2665,2805,2719,3037,3012,3699,3118,2637,3689,3416,3374,3032,2432,2431,2893
"G48019972","2018","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",48769,2961,1529,1646,1955,2194,2713,2667,1932,2125,2978,5128,7662,4964,2822,2884,2609,"Denton city, Texas",2360,951,684,821,760,901,890,915,752,688,972,1251,1328,1473,802,923,801
"G48022660","2018","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",28003,3380,2447,1131,1543,973,1768,992,1652,421,2169,2285,3930,2561,1310,766,675,"Edinburg city, Texas",2007,1325,1201,669,754,476,818,481,909,481,858,863,1110,937,721,565,472
"G48024000","2018","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",227506,21493,13402,18063,14450,13716,12028,11433,9101,11291,19717,19595,22635,16367,8727,8682,6806,"El Paso city, Texas",3697,2412,1749,2680,2456,2030,2001,1849,1802,1989,2782,2737,3153,2413,1657,1893,1210
"G48026232","2018","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",25256,460,240,403,326,372,220,539,446,737,788,1463,2173,2925,2517,4146,7501,"Flower Mound town, Texas",1280,333,309,317,252,260,183,379,249,393,380,427,620,761,691,876,1009
"G48027000","2018","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",308188,19935,14120,12981,15280,16581,14202,14050,13468,12016,24807,29099,42006,26643,16857,18558,17585,"Fort Worth city, Texas",5602,2362,2494,2103,2690,2671,2285,2325,2601,1797,2858,2779,3494,3957,2654,2261,2222
"G48027684","2018","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",63562,1290,423,939,928,660,609,1337,1443,1936,3082,3990,6621,6584,7363,11177,15180,"Frisco city, Texas",2011,578,277,641,575,373,392,631,855,746,660,1022,1381,1150,1278,1672,1506
"G48029000","2018","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",74489,3605,1928,2792,2892,3209,4668,5395,2612,3119,6814,8251,10229,7716,3944,4049,3266,"Garland city, Texas",2313,978,751,984,863,944,1072,1379,717,985,1317,1639,1550,1336,937,1002,954
"G48029336","2018","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",28062,609,904,229,555,1089,1699,982,1537,953,3267,2557,4120,2280,2449,2444,2388,"Georgetown city, Texas",1962,347,481,260,364,709,789,514,692,717,1096,760,1048,820,712,789,741
"G48030464","2018","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",62349,2614,2464,1797,2718,2534,4534,2458,2499,3391,5015,6179,9394,6729,4267,3667,2089,"Grand Prairie city, Texas",2567,983,1050,756,1268,859,1220,769,994,1258,1238,1369,1785,1447,1031,1258,705
"G48032372","2018","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",21504,2615,1072,1204,1677,1089,1900,910,1547,1102,1998,2036,1786,1117,333,836,282,"Harlingen city, Texas",1452,947,549,464,772,540,827,474,619,498,800,787,618,605,267,505,190
"G48035000","2018","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",849105,66739,43031,44534,51596,46170,45547,42421,38382,35598,62372,78988,90085,57758,37169,41448,67267,"Houston city, Texas",8526,4694,3864,4406,4358,4080,4401,3691,3472,3392,4300,4360,5376,4212,2794,3754,3396
"G48037000","2018","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",85295,2935,1732,2291,3170,2985,4369,4204,4076,3980,7331,10576,13707,9149,3975,5395,5420,"Irving city, Texas",2627,761,594,945,861,727,1080,1162,1042,1006,1516,1958,1707,1674,986,1403,1035
"G48039148","2018","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",52186,3273,2322,1666,3491,1415,2310,3511,3838,3700,4791,6546,7171,4604,1623,1530,395,"Killeen city, Texas",2577,969,847,695,1124,592,760,1216,1279,1156,1353,1482,1518,1390,693,749,250
"G48041464","2018","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",71160,6893,4903,3823,4876,3162,4365,3084,2889,3465,5882,6958,7602,5058,3403,2568,2229,"Laredo city, Texas",1595,1335,1137,1172,1209,952,1068,921,785,1019,1216,1550,1327,1031,905,919,871
"G48041980","2018","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",37234,2671,706,648,304,862,277,651,1036,335,2507,4098,4842,5576,4094,3441,5186,"League City city, Texas",1816,1701,700,454,297,808,262,538,680,281,1055,1499,1291,1657,1332,1040,1328
"G48042508","2018","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",38738,1242,541,1028,1518,1388,1629,1639,1842,2071,3517,4781,7150,3996,2171,2563,1662,"Lewisville city, Texas",1679,434,269,494,641,705,810,616,657,816,845,1004,1129,994,795,593,419
"G48043888","2018","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",30554,2023,1884,1409,1554,1149,2411,1634,993,1840,2982,2813,2878,3002,1431,1506,1045,"Longview city, Texas",1847,861,809,658,775,582,957,716,505,734,829,814,728,1115,787,672,457
"G48045000","2018","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",97457,9861,6089,5903,5852,4040,5306,5324,3542,4703,5615,9219,12352,7788,5018,3766,3079,"Lubbock city, Texas",2624,1865,1384,1332,1289,1091,1235,1626,921,1058,1138,1836,1761,1781,1028,1054,852
"G48045384","2018","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",43937,4371,2950,2919,2341,2545,1709,2186,2725,1886,2700,3637,5253,2766,2128,2228,1593,"McAllen city, Texas",2097,1160,1062,1115,943,841,666,827,788,751,928,1104,1582,912,762,731,728
"G48045744","2018","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",63889,2463,1020,876,1501,1605,2444,2147,2109,1338,3615,6658,8115,7120,6867,7773,8238,"McKinney city, Texas",2572,1046,515,425,750,792,1185,776,676,576,1043,1482,1585,1233,1402,1234,1323
"G48046452","2018","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",22719,161,107,171,102,504,661,372,1333,863,1638,1168,4057,2898,3192,3131,2361,"Mansfield city, Texas",1270,168,107,150,120,319,648,338,565,634,727,507,999,879,856,978,706
"G48047892","2018","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",47591,2263,1624,968,2047,2563,3403,3403,1638,2250,5395,6400,6054,4346,2408,2351,478,"Mesquite city, Texas",2577,847,797,331,723,944,1147,1138,893,750,1477,1322,1233,1268,786,889,274
"G48048072","2018","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",47827,2046,1590,1478,909,1597,761,1391,2040,1527,3376,4115,8316,4581,4528,4260,5312,"Midland city, Texas",1876,821,811,794,590,713,347,714,996,790,887,1253,1870,1266,1466,1267,1203
"G48048768","2018","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",24385,3642,1916,1868,887,1165,1496,1252,1321,1065,1653,1386,2391,1837,574,831,1101,"Mission city, Texas",1887,1211,741,941,623,591,758,761,791,576,817,694,923,714,486,597,543
"G48048804","2018","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",24522,216,382,587,44,714,720,1022,536,906,1530,2697,5059,3041,1866,2447,2755,"Missouri City city, Texas",1677,199,305,416,74,388,392,609,348,577,650,1194,1478,998,726,929,801
"G48050820","2018","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",29781,700,1351,549,1171,1067,748,1332,1711,1155,3110,2882,4877,1991,3313,1867,1957,"New Braunfels city, Texas",1797,354,630,408,700,448,432,802,685,535,982,835,1140,641,1207,764,665
"G48052356","2018","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",26130,1233,1005,613,795,1454,716,1067,1271,406,2318,3111,3112,2693,2465,2099,1772,"North Richland Hills city, Texas",1920,707,731,525,496,639,393,504,694,264,744,850,829,789,877,644,519
