GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RNGE001,RNGE002,RNGE003,RNGE004,RNGE005,RNGE006,RNGE007,RNGE008,RNGE009,RNGE010,RNGE011,RNGE012,RNGE013,RNGE014,RNGE015,RNGE016,RNGE017,NAME_M,RNGM001,RNGM002,RNGM003,RNGM004,RNGM005,RNGM006,RNGM007,RNGM008,RNGM009,RNGM010,RNGM011,RNGM012,RNGM013,RNGM014,RNGM015,RNGM016,RNGM017
"G5101470","2005-2009","VA",,,"Virginia","51","Prince Edward County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51147","Prince Edward County, Virginia",6642,835,466,443,320,802,377,328,254,447,554,623,637,189,203,47,117,"Prince Edward County, Virginia",402,199,171,139,128,216,157,127,100,142,167,194,189,80,88,37,90
"G5101490","2005-2009","VA",,,"Virginia","51","Prince George County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51149","Prince George County, Virginia",10875,323,159,388,410,340,637,485,676,445,958,1503,1946,1278,608,437,282,"Prince George County, Virginia",501,107,60,140,145,110,205,158,190,153,239,295,291,253,154,111,105
"G5101530","2005-2009","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",123757,2758,1875,2098,3008,2553,3632,3634,4425,4264,9044,13053,20401,15480,11368,15207,10957,"Prince William County, Virginia",837,410,378,383,434,356,478,506,593,498,648,782,981,724,622,790,601
"G5101550","2005-2009","VA",,,"Virginia","51","Pulaski County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51155","Pulaski County, Virginia",14698,1387,1209,1087,1074,950,1089,808,680,911,1457,1359,1384,751,317,178,57,"Pulaski County, Virginia",377,303,243,229,201,232,220,168,178,186,242,220,204,177,124,83,35
"G5101570","2005-2009","VA",,,"Virginia","51","Rappahannock County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51157","Rappahannock County, Virginia",3076,74,180,162,87,195,137,146,231,162,194,316,376,233,166,272,145,"Rappahannock County, Virginia",185,44,91,76,58,93,95,60,121,80,88,113,162,109,74,113,61
"G5101590","2005-2009","VA",,,"Virginia","51","Richmond County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51159","Richmond County, Virginia",2989,308,236,173,132,126,272,136,279,139,263,299,311,160,81,43,31,"Richmond County, Virginia",218,105,89,64,72,65,112,81,133,63,87,100,115,74,48,40,28
"G5101610","2005-2009","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",37329,1593,1440,1450,1549,1900,1844,1798,2078,1831,3735,3935,5952,3602,1869,1576,1177,"Roanoke County, Virginia",645,313,261,216,243,299,295,230,335,281,407,380,479,356,234,238,192
"G5101630","2005-2009","VA",,,"Virginia","51","Rockbridge County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51163","Rockbridge County, Virginia",9277,668,562,723,655,521,714,511,452,636,586,1180,1224,293,174,212,166,"Rockbridge County, Virginia",290,193,145,193,178,135,153,157,147,182,173,239,226,100,75,107,83
"G5101650","2005-2009","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",28912,1731,1450,1187,1364,1788,1695,1737,1595,1557,3297,3430,3850,2128,719,709,675,"Rockingham County, Virginia",525,312,230,187,221,246,284,255,257,230,282,356,280,233,138,183,124
"G5101670","2005-2009","VA",,,"Virginia","51","Russell County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51167","Russell County, Virginia",12148,1311,1556,958,928,1023,723,757,415,769,1053,1276,675,442,177,43,42,"Russell County, Virginia",286,275,265,204,230,251,201,206,133,212,227,221,189,158,99,52,39
"G5101690","2005-2009","VA",,,"Virginia","51","Scott County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51169","Scott County, Virginia",10056,1340,930,950,616,864,519,695,470,508,839,937,762,395,139,41,51,"Scott County, Virginia",243,227,202,257,180,221,158,228,137,183,208,225,164,158,93,41,43
"G5101710","2005-2009","VA",,,"Virginia","51","Shenandoah County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51171","Shenandoah County, Virginia",16745,1053,1064,1030,587,953,918,1034,836,827,1709,2159,2220,1184,586,300,285,"Shenandoah County, Virginia",336,208,222,207,125,220,213,220,212,177,207,296,276,238,134,109,109
"G5101730","2005-2009","VA",,,"Virginia","51","Smyth County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51173","Smyth County, Virginia",13171,1413,1191,964,1135,888,830,763,789,818,1147,1237,1223,359,104,141,169,"Smyth County, Virginia",367,302,235,212,198,179,183,159,202,216,238,232,229,111,50,76,78
"G5101750","2005-2009","VA",,,"Virginia","51","Southampton County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51175","Southampton County, Virginia",6729,681,416,393,416,263,237,411,404,321,652,877,765,537,130,179,47,"Southampton County, Virginia",203,133,151,114,130,99,84,133,111,99,154,260,180,138,59,75,39
"G5101770","2005-2009","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",40690,1461,1156,891,1388,1251,986,1541,1583,1558,3148,4768,7410,4711,3899,3191,1748,"Spotsylvania County, Virginia",710,281,269,207,299,265,239,296,319,277,400,530,597,381,484,311,340
"G5101790","2005-2009","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",39577,688,729,700,622,967,991,1152,1516,1284,2900,4084,6607,5420,4551,4499,2867,"Stafford County, Virginia",810,151,176,245,114,206,200,222,295,232,358,351,459,424,340,368,293
"G5101810","2005-2009","VA",,,"Virginia","51","Surry County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51181","Surry County, Virginia",2632,119,163,119,206,136,119,135,166,63,235,451,266,282,127,12,33,"Surry County, Virginia",192,55,72,60,84,61,67,67,86,41,81,114,78,77,70,14,30
"G5101830","2005-2009","VA",,,"Virginia","51","Sussex County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51183","Sussex County, Virginia",4033,529,313,318,160,199,345,343,231,249,315,338,506,88,36,43,20,"Sussex County, Virginia",225,125,91,103,66,85,139,111,95,90,106,98,118,46,24,28,24
"G5101850","2005-2009","VA",,,"Virginia","51","Tazewell County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51185","Tazewell County, Virginia",18049,2058,1515,1763,1315,1139,1120,927,1005,963,1377,1836,1438,660,488,259,186,"Tazewell County, Virginia",391,312,282,339,230,212,221,214,213,225,257,285,259,155,144,97,82
"G5101870","2005-2009","VA",,,"Virginia","51","Warren County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51187","Warren County, Virginia",13638,764,986,408,645,562,503,719,770,471,1042,1222,2390,1354,693,727,382,"Warren County, Virginia",334,268,251,131,170,146,154,196,183,117,208,235,293,226,171,167,128
"G5101910","2005-2009","VA",,,"Virginia","51","Washington County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51191","Washington County, Virginia",22477,1848,1765,1656,1419,1531,1446,1447,1383,974,2162,2372,2002,1204,554,409,305,"Washington County, Virginia",454,264,309,252,277,226,247,278,276,210,278,323,244,242,106,135,96
"G5101930","2005-2009","VA",,,"Virginia","51","Westmoreland County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51193","Westmoreland County, Virginia",7357,563,406,285,326,341,468,472,486,316,874,752,817,596,305,241,109,"Westmoreland County, Virginia",332,154,137,99,148,128,164,172,147,142,204,165,217,164,117,97,61
"G5101950","2005-2009","VA",,,"Virginia","51","Wise County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51195","Wise County, Virginia",16170,2003,1671,1164,1375,1330,1284,799,802,617,1054,1417,1420,731,281,129,93,"Wise County, Virginia",346,287,270,207,235,267,245,174,162,164,192,242,284,180,134,74,49
"G5101970","2005-2009","VA",,,"Virginia","51","Wythe County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51197","Wythe County, Virginia",11507,1169,930,816,675,800,767,794,688,416,899,1526,1163,408,313,48,95,"Wythe County, Virginia",334,251,214,201,177,201,203,228,175,141,216,269,212,135,138,52,55
"G5101990","2005-2009","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",22745,569,493,502,675,571,927,868,853,703,1982,2648,3903,2840,1871,2140,1200,"York County, Virginia",859,168,172,129,206,136,217,200,205,196,330,349,438,268,230,239,205
"G5105100","2005-2009","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",62860,2554,1876,1382,1647,1761,1971,1881,2512,2465,5224,6467,8587,7548,4806,5281,6898,"Alexandria city, Virginia",770,370,351,266,304,332,290,310,337,353,592,472,632,641,495,415,401
"G5105150","2005-2009","VA",,,"Virginia","51","Bedford city","515",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51515","Bedford city, Virginia",2811,426,239,263,186,206,225,153,178,103,209,177,214,84,55,70,23,"Bedford city, Virginia",196,171,126,124,103,132,160,100,103,64,85,99,102,63,52,56,28
"G5105200","2005-2009","VA",,,"Virginia","51","Bristol city","520",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51520","Bristol city, Virginia",8044,1072,1134,638,548,515,442,666,295,407,579,622,598,257,81,144,46,"Bristol city, Virginia",235,238,257,135,151,166,146,207,98,134,166,148,146,101,52,75,43
"G5105300","2005-2009","VA",,,"Virginia","51","Buena Vista city","530",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51530","Buena Vista city, Virginia",2692,179,443,174,123,131,109,118,226,119,186,283,456,84,40,12,9,"Buena Vista city, Virginia",117,94,145,101,80,81,74,77,112,72,76,106,127,46,33,21,16
"G5105400","2005-2009","VA",,,"Virginia","51","Charlottesville city","540",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51540","Charlottesville city, Virginia",17037,2661,1047,1063,1549,807,948,752,867,733,1271,1505,1578,851,337,594,474,"Charlottesville city, Virginia",379,290,220,195,308,159,192,166,170,174,193,238,219,141,95,133,132
"G5105500","2005-2009","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",78925,3316,2415,2700,3168,3320,3312,3139,3552,3297,6719,9131,13628,8930,5138,4449,2711,"Chesapeake city, Virginia",618,407,378,374,411,398,373,408,358,383,632,587,686,538,533,446,315
"G5105700","2005-2009","VA",,,"Virginia","51","Colonial Heights city","570",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51570","Colonial Heights city, Virginia",7219,311,309,356,444,325,399,381,748,353,763,910,892,485,261,230,52,"Colonial Heights city, Virginia",149,86,108,130,107,91,93,109,180,107,137,149,126,127,85,80,39
"G5105800","2005-2009","VA",,,"Virginia","51","Covington city","580",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51580","Covington city, Virginia",2734,188,240,360,137,235,177,148,75,219,172,361,321,80,8,0,13,"Covington city, Virginia",154,85,103,99,64,91,88,67,54,97,84,117,111,49,13,127,17
"G5105900","2005-2009","VA",,,"Virginia","51","Danville city","590",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51590","Danville city, Virginia",20210,3074,2273,1887,1522,1485,1327,1183,852,988,1193,1447,1447,797,362,202,171,"Danville city, Virginia",532,272,359,314,239,283,234,249,202,201,188,243,206,169,90,76,85
"G5105950","2005-2009","VA",,,"Virginia","51","Emporia city","595",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51595","Emporia city, Virginia",2463,485,167,163,76,180,238,119,149,93,153,208,221,70,60,46,35,"Emporia city, Virginia",188,153,88,76,46,89,95,68,103,75,91,92,89,42,40,43,40
"G5106000","2005-2009","VA",,,"Virginia","51","Fairfax city","600",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51600","Fairfax city, Virginia",8433,163,195,112,141,148,143,181,407,182,533,759,1494,1298,759,992,926,"Fairfax city, Virginia",165,65,102,56,65,69,79,82,131,86,118,186,241,217,154,196,138
"G5106100","2005-2009","VA",,,"Virginia","51","Falls Church city","610",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51610","Falls Church city, Virginia",4130,99,99,43,66,143,57,114,146,149,163,368,367,464,494,609,749,"Falls Church city, Virginia",151,61,63,35,45,70,38,51,67,77,66,100,91,147,132,115,109
"G5106200","2005-2009","VA",,,"Virginia","51","Franklin city","620",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51620","Franklin city, Virginia",3595,551,341,271,357,205,186,143,69,118,200,219,445,328,64,65,33,"Franklin city, Virginia",160,134,130,127,119,95,97,71,41,63,79,101,120,106,39,48,32
"G5106300","2005-2009","VA",,,"Virginia","51","Fredericksburg city","630",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51630","Fredericksburg city, Virginia",8903,713,511,626,663,724,469,477,411,443,514,916,907,617,348,255,309,"Fredericksburg city, Virginia",406,184,158,158,156,210,191,148,136,161,141,226,188,143,118,98,126
"G5106400","2005-2009","VA",,,"Virginia","51","Galax city","640",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51640","Galax city, Virginia",3378,806,555,248,135,344,37,320,76,85,145,154,318,71,48,13,23,"Galax city, Virginia",650,246,234,136,92,163,52,151,54,70,97,84,147,72,51,21,27
"G5106500","2005-2009","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",54561,3499,2951,2596,3342,3090,3424,3162,3281,3196,4875,6751,7073,3888,1579,1148,706,"Hampton city, Virginia",614,398,357,368,446,431,486,450,466,444,454,558,515,367,286,213,151
"G5106600","2005-2009","VA",,,"Virginia","51","Harrisonburg city","660",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51660","Harrisonburg city, Virginia",14359,1791,1194,1257,1226,1015,918,686,778,618,903,1178,1310,494,498,309,184,"Harrisonburg city, Virginia",801,392,268,247,261,299,215,191,186,203,207,258,245,181,166,115,68
"G5106700","2005-2009","VA",,,"Virginia","51","Hopewell city","670",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51670","Hopewell city, Virginia",9022,1088,484,456,723,473,846,546,684,261,915,905,1093,315,98,59,76,"Hopewell city, Virginia",261,210,151,121,194,153,174,149,210,124,215,183,204,124,69,41,55
"G5106780","2005-2009","VA",,,"Virginia","51","Lexington city","678",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51678","Lexington city, Virginia",2027,488,180,61,84,148,68,26,49,129,31,112,275,149,110,90,27,"Lexington city, Virginia",409,183,78,48,67,113,50,28,39,73,33,72,109,70,72,64,30
"G5106800","2005-2009","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",26617,3336,1689,1907,2131,1776,1695,1523,1265,1147,2227,2276,2433,1221,638,692,661,"Lynchburg city, Virginia",576,378,290,294,306,253,293,208,223,202,308,237,300,205,143,167,141
"G5106830","2005-2009","VA",,,"Virginia","51","Manassas city","683",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51683","Manassas city, Virginia",11643,407,387,238,209,462,478,569,300,594,904,1517,1617,1663,826,835,637,"Manassas city, Virginia",383,131,167,135,98,191,163,193,118,169,193,283,269,286,215,168,177
"G5106850","2005-2009","VA",,,"Virginia","51","Manassas Park city","685",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51685","Manassas Park city, Virginia",3786,72,68,82,61,83,139,220,158,266,418,585,479,393,292,336,134,"Manassas Park city, Virginia",169,45,50,70,38,69,69,93,72,103,133,176,124,119,99,88,66
"G5106900","2005-2009","VA",,,"Virginia","51","Martinsville city","690",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51690","Martinsville city, Virginia",5957,756,841,426,402,337,545,367,349,175,466,510,320,218,153,30,62,"Martinsville city, Virginia",255,187,171,126,128,110,161,122,104,71,123,115,86,75,87,28,44
"G5107000","2005-2009","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",74229,5597,4284,4046,4208,3894,4047,4239,4456,3785,7324,8455,9546,4839,2192,2112,1205,"Newport News city, Virginia",1143,565,486,417,386,428,445,455,477,428,576,640,690,446,291,330,204
"G5107100","2005-2009","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",85327,8508,5401,5769,4849,5152,5555,5629,5063,4159,6883,8184,9452,4111,2623,2155,1834,"Norfolk city, Virginia",1584,633,491,464,477,533,489,540,521,402,586,566,613,413,283,286,244
"G5107200","2005-2009","VA",,,"Virginia","51","Norton city","720",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51720","Norton city, Virginia",1742,248,206,175,87,142,38,58,94,54,236,141,85,113,32,19,14,"Norton city, Virginia",151,102,92,99,47,80,33,42,63,38,96,65,65,88,50,19,22
"G5107300","2005-2009","VA",,,"Virginia","51","Petersburg city","730",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51730","Petersburg city, Virginia",12386,1100,987,973,982,996,1012,755,700,605,1069,1134,1236,433,154,146,104,"Petersburg city, Virginia",398,222,165,188,192,191,187,152,190,174,231,203,221,133,74,73,49
"G5107350","2005-2009","VA",,,"Virginia","51","Poquoson city","735",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51735","Poquoson city, Virginia",4444,231,79,115,137,84,192,155,119,202,213,467,765,636,411,330,308,"Poquoson city, Virginia",104,92,41,56,58,50,86,76,63,73,66,110,136,121,115,97,88
"G5107400","2005-2009","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",39094,3200,2378,2207,2282,2650,2189,2415,2570,1850,4080,4169,4473,2275,1008,884,464,"Portsmouth city, Virginia",949,337,376,322,350,324,360,358,383,349,448,375,475,343,178,209,132
"G5107500","2005-2009","VA",,,"Virginia","51","Radford city","750",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51750","Radford city, Virginia",5583,1014,587,690,167,360,195,317,190,216,429,510,356,350,100,46,56,"Radford city, Virginia",378,282,181,233,90,130,112,144,105,113,159,156,102,127,64,35,49
"G5107600","2005-2009","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",81230,9988,6830,5074,6104,5330,4566,4411,4386,3456,6598,7119,6649,3545,2070,2209,2895,"Richmond city, Virginia",1030,652,544,510,555,550,521,441,467,395,579,597,493,355,246,249,291
"G5107700","2005-2009","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",42187,4824,3410,2952,3003,3144,3371,2550,2183,1991,3619,3943,3522,1617,825,510,723,"Roanoke city, Virginia",595,439,390,374,426,441,468,355,322,316,445,435,367,287,142,137,130
"G5107750","2005-2009","VA",,,"Virginia","51","Salem city","775",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51775","Salem city, Virginia",9812,485,431,419,697,797,664,527,509,579,830,1056,1326,598,272,297,325,"Salem city, Virginia",303,169,121,125,155,187,168,135,154,173,205,209,227,142,98,110,108
"G5107900","2005-2009","VA",,,"Virginia","51","Staunton city","790",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51790","Staunton city, Virginia",9909,771,853,827,530,542,636,520,506,566,999,1202,1041,523,128,161,104,"Staunton city, Virginia",619,202,232,203,136,163,177,132,146,173,192,237,193,153,71,82,64
"G5108000","2005-2009","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",29993,2066,1268,1586,938,1177,1430,982,1368,1223,2219,2868,5453,3188,1952,1433,842,"Suffolk city, Virginia",367,323,236,259,194,230,226,247,241,248,328,317,399,300,290,277,235
"G5108100","2005-2009","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",162519,5984,4117,4763,5696,7197,7800,7568,9165,8006,16265,21303,25204,16331,9084,7909,6127,"Virginia Beach city, Virginia",1624,570,458,498,512,626,678,581,638,645,987,1022,1143,843,613,575,463
"G5108200","2005-2009","VA",,,"Virginia","51","Waynesboro city","820",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51820","Waynesboro city, Virginia",8729,861,608,685,628,661,399,429,463,502,829,801,981,390,138,181,173,"Waynesboro city, Virginia",320,225,161,211,171,190,135,125,162,128,181,210,186,114,59,84,78
"G5108300","2005-2009","VA",,,"Virginia","51","Williamsburg city","830",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51830","Williamsburg city, Virginia",3830,507,275,79,263,207,218,321,135,154,227,403,345,248,105,138,205,"Williamsburg city, Virginia",404,168,137,52,102,104,89,152,76,67,96,118,105,81,60,65,82
"G5108400","2005-2009","VA",,,"Virginia","51","Winchester city","840",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51840","Winchester city, Virginia",10012,708,603,515,562,828,487,657,688,355,847,998,1181,596,299,393,295,"Winchester city, Virginia",901,220,150,150,164,202,163,183,210,150,197,224,256,144,113,133,96
"G5300010","2005-2009","WA",,,"Washington","53","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53001","Adams County, Washington",5423,431,214,451,446,321,525,348,336,300,428,579,549,254,103,70,68,"Adams County, Washington",200,122,102,127,131,93,175,112,109,80,127,127,144,71,51,40,37
"G5300030","2005-2009","WA",,,"Washington","53","Asotin County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53003","Asotin County, Washington",8661,569,481,793,695,709,600,421,447,358,907,920,980,364,168,61,188,"Asotin County, Washington",203,146,117,163,167,145,145,101,128,109,162,186,175,109,64,45,92
"G5300050","2005-2009","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",58394,3734,2553,2652,3010,2805,3281,2969,2761,2527,4925,5719,7908,5900,3011,2975,1664,"Benton County, Washington",629,400,318,356,334,361,355,368,312,392,451,452,460,469,314,348,188
"G5300070","2005-2009","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",25981,1676,1620,1468,1570,1630,1182,1830,1460,1343,2688,2768,2724,1790,775,906,551,"Chelan County, Washington",596,279,243,316,261,323,237,322,283,271,311,365,363,256,170,178,143
"G5300090","2005-2009","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",30260,2510,1805,1990,1704,1861,1990,1749,1738,1441,2945,3328,3531,1656,897,625,490,"Clallam County, Washington",568,320,259,270,256,241,286,247,255,225,310,334,334,262,170,140,108
"G5300110","2005-2009","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",151312,7856,5587,6184,6902,7375,7433,7751,7328,7283,14487,18299,21917,14148,7860,6135,4767,"Clark County, Washington",1267,614,487,618,602,582,529,591,545,574,832,821,1030,797,572,494,389
"G5300130","2005-2009","WA",,,"Washington","53","Columbia County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53013","Columbia County, Washington",1788,134,163,143,143,126,71,101,70,70,99,171,307,95,25,22,48,"Columbia County, Washington",98,49,59,66,61,57,38,44,42,42,38,51,81,42,18,23,31
"G5300150","2005-2009","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",38497,2566,2546,2544,1772,2237,2771,2224,1995,2185,3313,4312,4809,2603,1327,875,418,"Cowlitz County, Washington",804,353,358,348,246,337,437,315,277,276,320,385,457,261,242,167,120
"G5300170","2005-2009","WA",,,"Washington","53","Douglas County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53017","Douglas County, Washington",13252,588,676,833,975,804,805,766,840,660,1202,1515,1828,805,409,331,215,"Douglas County, Washington",198,147,148,192,239,148,158,156,181,146,189,206,228,140,87,97,78
"G5300190","2005-2009","WA",,,"Washington","53","Ferry County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53019","Ferry County, Washington",2492,264,169,226,200,136,201,211,130,184,156,229,199,118,31,22,16,"Ferry County, Washington",186,80,53,78,87,62,72,72,50,91,53,70,66,41,27,22,13
"G5300210","2005-2009","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",20217,1682,1091,991,1334,1461,1265,956,1269,855,1850,2480,2018,1297,828,357,483,"Franklin County, Washington",305,289,249,176,263,309,225,167,242,215,278,322,262,195,192,104,123
"G5300230","2005-2009","WA",,,"Washington","53","Garfield County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53023","Garfield County, Washington",920,48,96,70,80,40,54,70,62,53,116,51,112,28,14,22,4,"Garfield County, Washington",59,28,36,28,39,25,27,27,28,31,40,26,39,18,11,22,6
"G5300250","2005-2009","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",27963,2053,1760,1993,2126,2091,2017,1369,1397,1346,2398,3264,2896,1617,566,545,525,"Grant County, Washington",475,284,277,315,303,341,297,253,258,282,285,407,358,278,124,125,151
"G5300270","2005-2009","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",28009,2297,1983,1966,1816,1699,1716,1938,1725,1330,2747,2646,3251,1612,426,563,294,"Grays Harbor County, Washington",558,319,338,283,293,286,289,307,296,242,344,270,334,232,125,140,106
"G5300290","2005-2009","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",31092,1569,1122,1314,1725,1576,1707,1670,1544,1457,2961,4028,4701,2464,1381,1152,721,"Island County, Washington",838,265,212,226,329,239,246,228,228,206,328,336,404,290,197,196,139
"G5300310","2005-2009","WA",,,"Washington","53","Jefferson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53031","Jefferson County, Washington",13215,1234,639,887,662,759,818,794,610,766,1173,1417,1524,802,486,372,272,"Jefferson County, Washington",400,225,147,223,163,142,166,135,156,138,225,251,217,160,123,130,83
"G5300330","2005-2009","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",767486,42030,27666,26258,30099,31209,32922,31029,34404,29279,59559,77174,108175,80640,49546,53084,54412,"King County, Washington",2486,1645,1111,1076,1145,1302,1458,1202,1228,1362,1969,2005,2217,1944,1498,1529,1333
