GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAACE001,AAACE002,AAACE003,AAACE004,AAACE005,AAACE006,AAACE007,AAACE008,AAACE009,AAACE010,AAACE011,AAACE012,AAACE013,AAACE014,AAACE015,AAACE016,AAACE017,AAACE018,AAACE019,AAACE020,AAACE021,AAACE022,AAACE023,AAACE024,AAACE025,AAACE026,AAACE027,AAACE028,AAACE029,AAACE030,AAACE031,AAACE032,AAACE033,AAACE034,AAACE035,AAACE036,AAACE037,AAACE038,AAACE039,AAACE040,AAACE041,AAACE042,AAACE043,AAACE044,AAACE045,AAACE046,AAACE047,AAACE048,AAACE049,NAME_M,AAACM001,AAACM002,AAACM003,AAACM004,AAACM005,AAACM006,AAACM007,AAACM008,AAACM009,AAACM010,AAACM011,AAACM012,AAACM013,AAACM014,AAACM015,AAACM016,AAACM017,AAACM018,AAACM019,AAACM020,AAACM021,AAACM022,AAACM023,AAACM024,AAACM025,AAACM026,AAACM027,AAACM028,AAACM029,AAACM030,AAACM031,AAACM032,AAACM033,AAACM034,AAACM035,AAACM036,AAACM037,AAACM038,AAACM039,AAACM040,AAACM041,AAACM042,AAACM043,AAACM044,AAACM045,AAACM046,AAACM047,AAACM048,AAACM049
"G40055000","2014","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",620553,304143,23737,22541,20930,11650,7343,3281,5111,13387,25170,25120,22641,18620,17572,21101,18797,6239,7991,4893,7096,9054,5308,3351,3210,316410,22124,23815,20934,11692,6053,4123,4996,13616,23859,26071,20434,20861,18590,19366,20856,6141,10673,6060,8497,9001,7082,5373,6193,"Oklahoma City city, Oklahoma",88,3132,1694,1759,1934,1280,755,843,1092,1378,1736,1353,1853,2010,1405,1358,1721,954,1139,737,990,980,884,566,624,3144,1618,2111,2234,1144,1075,1148,1260,1517,1391,1540,1873,1750,1018,1108,1673,1071,1120,925,1092,984,964,901,863
"G40075000","2014","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",399274,192046,13485,14850,13275,7704,4572,2711,2550,8861,16726,14234,12287,11454,12024,12797,11564,5649,5858,3755,3664,5357,3120,3029,2520,207228,13778,14034,13026,7091,4933,2705,3670,9566,16084,13548,12698,12608,12174,13213,12976,5192,7952,3886,5757,6992,4918,5022,5405,"Tulsa city, Oklahoma",892,1886,901,1076,1087,669,586,547,574,982,972,763,1166,884,652,864,1011,845,747,691,522,682,551,481,545,1930,955,1055,1160,672,715,554,723,955,815,788,1166,1082,842,883,965,690,927,677,854,866,712,710,800
"G41005350","2014","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",95113,48459,3140,3431,3253,1243,1122,290,1176,2430,4322,4328,3521,3203,2468,2785,4147,1317,1804,1192,776,1292,262,436,521,46654,2529,2426,2355,1413,1428,675,285,2107,3585,4717,3654,3381,3537,2890,3241,1230,1505,556,1409,1465,623,737,906,"Beaverton city, Oregon",40,2359,908,1012,1359,480,769,308,757,815,1384,1148,1158,875,953,703,923,505,553,555,303,476,204,299,387,2357,836,903,1084,548,526,544,335,671,996,989,963,927,1110,768,772,493,570,301,669,607,408,356,435
"G41005800","2014","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",84075,41130,2122,2739,2717,1343,1120,251,373,1440,3548,3216,3444,3499,2729,2183,2199,1735,1139,942,966,1345,832,520,728,42945,2335,2017,3177,1107,416,283,138,3013,3222,3627,1816,3342,3229,2663,3199,1207,1333,982,905,1577,1051,1020,1286,"Bend city, Oregon",25,1999,891,971,939,474,274,226,293,718,1129,726,1088,1129,579,666,712,1026,479,430,496,496,358,261,450,1998,880,801,792,460,367,255,154,995,1237,980,717,853,745,675,1077,506,598,421,560,560,576,409,510
"G41023850","2014","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",160552,77753,3393,4696,4505,2125,4264,2155,3400,5630,6020,5635,5218,4926,3953,4218,3740,1824,2523,1487,2472,2008,1117,1051,1393,82799,4128,4312,4812,2524,4466,2332,2638,6015,4889,5865,4651,4736,4416,4055,5289,2172,3060,2077,1542,2753,1487,1906,2674,"Eugene city, Oregon",44,2192,639,1027,994,607,908,877,1175,1283,987,884,1075,977,873,853,737,592,546,506,554,544,457,354,350,2192,867,892,1014,597,903,1078,890,1265,858,953,914,927,801,666,851,687,748,595,486,754,505,629,709
"G41031250","2014","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",109877,55146,4663,3880,3843,2189,1515,723,791,2779,4220,4171,5317,3333,1850,3606,3266,1251,1829,1332,1185,1470,755,378,800,54731,4803,3158,2945,1530,1611,937,1099,1414,5189,4079,2849,2879,3325,3595,2903,1511,1856,1427,1696,1951,1742,837,1395,"Gresham city, Oregon",64,2200,1000,865,985,738,630,546,498,880,992,843,1098,922,690,1047,760,479,691,500,388,512,378,228,506,2199,878,672,926,659,633,575,619,570,981,931,848,749,893,858,766,585,591,584,676,645,609,418,600
"G41034100","2014","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",99374,48874,3677,3325,4172,2201,802,503,474,1859,3362,5395,5473,2826,3401,2376,2347,1047,1276,900,843,1023,644,331,617,50500,3278,3781,2563,2168,833,600,451,1401,5074,4597,3950,3906,3704,2732,3091,1219,1062,1290,1307,1401,719,821,552,"Hillsboro city, Oregon",71,1685,1014,1031,1022,713,453,332,335,732,821,1068,1142,801,817,609,746,600,626,428,366,453,311,241,281,1694,781,1041,655,540,441,404,355,580,1039,1009,976,998,857,654,912,490,625,545,600,502,385,360,317
"G41047000","2014","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",78560,38187,2997,1793,3276,1229,563,244,196,1687,3118,3082,1610,2458,2217,2768,2082,989,1409,977,1234,1769,1137,686,666,40373,2617,2101,2322,1176,902,374,630,1573,2723,2319,1862,3099,2873,2934,2089,1090,1958,851,1348,1524,1229,1210,1569,"Medford city, Oregon",28,1630,711,667,1071,560,406,233,243,616,867,833,629,739,760,719,574,440,525,414,481,631,487,307,332,1627,669,747,907,520,423,300,569,615,800,628,613,848,659,649,729,508,650,353,526,522,448,408,507
"G41059000","2014","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",619445,304728,16691,15174,16684,8956,6241,4140,2705,13343,28487,29585,27588,24729,23311,19119,18949,6563,11410,5812,6905,7135,4740,2642,3819,314717,16096,17420,14063,9260,6975,4318,3832,12594,28969,29967,27376,24863,20615,19533,20256,7737,10823,5928,7022,9458,5801,5340,6471,"Portland city, Oregon",1277,2765,1010,1474,1955,891,1061,1421,780,1772,1188,1054,2210,2022,843,1261,1332,948,1165,765,1083,894,849,705,792,2619,1089,1719,1493,799,716,1440,938,1777,1160,1213,2134,2055,1104,934,1605,1091,1026,904,981,1089,972,1022,1098
"G41064900","2014","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",161648,82584,5255,6159,5036,3631,1609,1926,1745,3249,7476,6802,5287,5113,4647,5305,4686,2179,2534,1774,2004,2124,2110,553,1380,79064,5299,4549,4590,3559,1992,1346,1311,2863,5761,6363,4014,4392,4272,5851,4836,2307,3289,1964,1581,3346,1942,1443,2194,"Salem city, Oregon",58,2465,918,1254,1265,768,556,895,594,1005,1287,1029,1146,1100,960,908,939,676,824,596,579,616,598,296,609,2464,989,1024,1020,890,796,516,634,1014,1083,1017,907,1044,732,786,1010,766,778,557,567,827,602,502,704
"G42002000","2014","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",119105,57379,4319,4016,5597,2023,2115,1163,1279,2567,3980,4376,4156,3655,3814,3041,3025,1056,1239,948,1277,1188,1170,634,741,61726,4218,4803,4029,2848,2682,1294,964,3270,4753,4463,3965,3437,3724,2688,2786,1399,1906,1448,1080,1406,1634,807,2122,"Allentown city, Pennsylvania",26,1730,885,836,1156,505,560,516,610,749,878,726,1007,990,823,673,678,433,474,367,481,563,402,312,374,1732,620,857,949,548,526,595,426,754,904,796,811,681,685,465,687,592,685,556,489,396,485,360,591
"G42006088","2014","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",78759,38453,2177,1619,2173,1216,2303,1226,983,2308,3598,2615,1611,2279,1958,2918,2236,914,1408,958,533,1138,1083,419,780,40306,1899,2393,1645,1019,1795,1387,886,2219,3195,2912,1481,3238,2031,2853,2083,715,1706,675,1026,1601,993,1096,1458,"Bethlehem city, Pennsylvania",3231,2396,753,647,890,427,729,535,447,667,910,728,670,751,679,788,781,377,493,456,254,461,419,251,344,2052,699,775,554,394,573,487,385,633,784,772,593,1050,606,718,636,339,578,420,430,575,371,429,458
"G42024000","2014","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",99466,48855,3405,3178,3404,1925,1729,972,748,2747,4455,3930,2433,2444,2985,3692,3118,868,1608,933,592,997,1336,499,857,50611,2380,3526,3104,1744,1859,1496,738,2013,4400,3084,2038,2935,3313,3051,3664,1416,1257,972,1350,1580,1607,1579,1505,"Erie city, Pennsylvania",51,1483,635,807,539,472,506,476,354,657,838,787,708,726,538,719,699,333,446,408,281,429,389,212,379,1483,730,746,751,492,589,1037,620,712,884,632,514,735,610,579,620,539,383,315,509,424,472,503,460
"G42060000","2014","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",1560297,737581,56072,44167,48921,26688,23212,14189,10699,38080,75239,60867,48870,42498,44388,46066,44236,15933,20443,11369,16251,18119,13409,9809,8056,822716,54151,45933,44143,26272,23886,13104,13428,40811,81399,65654,53803,45280,48434,51428,51341,20384,24704,16366,19987,25774,19104,16007,21323,"Philadelphia city, Pennsylvania",0,341,234,2656,2656,45,105,2271,1549,2311,328,135,3204,3207,189,189,2355,1740,1903,1265,1900,1620,1275,1104,1007,341,309,3135,3108,170,4,2154,2309,2654,276,219,2496,2504,116,116,2201,2091,1920,1326,1620,1598,1827,1743,1915
"G42061000","2014","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",305434,149146,8034,6105,6726,3186,6565,3926,3511,11694,19060,14205,8053,7141,7966,8960,9727,2680,5064,2154,3229,3765,2586,2469,2340,156288,8062,4984,7040,3631,9595,3764,3046,10314,18038,11170,7903,7352,8278,9251,9684,4286,5288,2669,3624,4450,4294,3331,6234,"Pittsburgh city, Pennsylvania",86,3010,1177,1121,1261,589,1097,930,833,1493,1909,1384,1302,993,968,1109,1233,768,868,408,680,814,572,529,520,3007,1360,911,1534,695,1220,981,872,1559,1801,1255,1152,1283,1254,1162,1200,788,816,599,780,911,731,632,908
"G42063624","2014","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",87809,43002,3424,3850,3926,2273,1847,839,631,2200,3520,2438,2498,3116,2340,2303,1717,779,962,860,646,1054,673,503,603,44807,4149,3196,3519,1791,1488,1326,894,2432,3879,3184,2647,2502,3014,2570,1523,442,1325,737,1095,679,844,924,647,"Reading city, Pennsylvania",31,1545,721,931,947,510,413,391,371,575,816,587,882,748,539,566,480,361,343,446,325,544,374,340,285,1547,789,985,901,495,427,746,443,744,713,577,713,645,630,550,542,245,544,348,515,297,413,414,313
"G42069000","2014","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",75278,36422,1781,1749,2417,1544,2211,1091,866,1860,2118,2220,2310,2422,1880,2350,2481,440,1149,745,986,1246,951,774,831,38856,2639,2735,1334,1372,1600,1359,727,1588,1995,2296,2005,1626,2579,2298,2138,698,1603,708,1280,1757,1462,1196,1861,"Scranton city, Pennsylvania",25,1225,487,478,755,556,680,514,793,650,598,597,580,609,439,505,672,299,363,263,372,418,345,298,365,1227,717,607,535,468,487,669,345,552,688,612,537,495,411,578,584,289,562,285,414,475,448,466,449
"G44019180","2014","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",81029,38431,1479,1547,1901,1058,965,604,176,1957,3172,2231,2349,2673,3419,3095,2640,1089,2141,715,1480,1132,915,793,900,42598,2515,2326,2126,1489,866,235,566,1356,2151,3414,2232,2166,3629,2678,3075,973,2185,1178,1556,1244,1295,1229,2114,"Cranston city, Rhode Island",36,2098,643,576,738,598,534,488,143,551,1118,625,676,747,911,724,763,488,747,324,658,497,317,410,399,2098,837,678,689,625,484,183,423,650,748,998,854,641,844,563,971,493,699,534,591,471,466,489,724
"G44054640","2014","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",71490,34758,2900,2351,2812,1562,1113,441,213,1720,1718,3392,2971,2026,1968,2529,1994,827,621,641,567,1113,570,421,288,36732,2805,2312,2160,1756,1506,574,205,1608,3193,2505,2690,2277,2128,2725,2515,561,1165,525,781,668,642,532,899,"Pawtucket city, Rhode Island",44,1546,648,651,764,546,487,319,213,695,630,813,686,583,645,637,602,352,326,347,282,368,267,244,183,1547,839,634,719,589,664,429,167,549,774,614,643,604,587,737,660,243,502,281,327,241,275,309,340
"G44059000","2014","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",179142,85645,5428,5770,3989,3662,4718,2454,2223,6426,8774,6613,6013,5276,4771,4625,4678,1430,1899,856,968,1817,1604,763,888,93497,5634,5570,5215,3410,5447,4127,3122,6549,10058,6457,6178,4732,4627,5654,3932,1139,2110,611,1911,2041,1781,1215,1977,"Providence city, Rhode Island",49,2460,915,1231,888,792,750,868,737,1184,1208,1132,1190,1127,856,839,1029,629,809,409,456,703,542,286,366,2457,1004,1045,943,643,927,928,1056,1081,1270,1029,1065,943,901,967,1011,539,721,322,740,718,580,545,618
"G44074300","2014","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",81964,40731,2295,1664,2291,1529,774,627,353,1842,2523,2411,2783,2191,3523,2994,3400,1018,1491,947,1240,1597,1024,710,1504,41233,1967,1402,1638,1332,723,346,594,993,2276,3059,1593,2515,2616,4463,3804,1523,1618,1163,1817,1519,1081,1373,1818,"Warwick city, Rhode Island",19,1223,442,526,660,429,287,493,267,551,597,592,788,568,467,643,643,461,507,372,409,437,413,366,502,1221,525,460,549,324,403,391,343,385,584,501,460,770,577,633,769,463,544,474,546,459,457,517,471
"G45013330","2014","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",130750,63648,4389,4536,1932,2000,2528,1981,1460,4317,7359,5961,4508,4095,3530,2356,2986,1314,1962,1168,2227,1109,790,444,696,67102,3873,3388,2145,776,2976,1168,986,4872,7486,5348,4710,3792,3729,3292,3513,1307,3231,1978,2106,1974,1223,1255,1974,"Charleston city, South Carolina",2072,2277,1055,1134,639,598,696,632,676,907,1185,1002,895,1076,829,698,908,590,616,460,658,305,412,218,334,2462,879,907,733,516,900,567,577,918,1262,1015,1045,818,781,850,915,483,756,571,575,642,374,458,566
"G45016000","2014","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",131758,66710,2396,3685,2049,2010,6881,3237,2080,5956,6524,6046,4264,3492,3668,3507,2785,1181,1636,1024,1123,1587,569,672,338,65048,4014,1900,2969,2965,7580,1888,2300,4205,5958,4051,2888,4042,2820,3739,4156,1276,1511,1116,1039,1347,813,1134,1337,"Columbia city, South Carolina",209,2357,729,990,561,924,1142,874,671,1539,1158,1080,1026,1013,934,832,675,413,437,387,461,454,288,279,197,2363,1061,635,895,796,1533,656,795,963,1012,746,891,1107,698,1020,789,415,397,386,412,390,347,307,475
"G45048535","2014","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",77787,36393,2438,2188,2591,1021,1185,0,0,584,2345,2647,1923,2873,3260,3627,2237,1047,1434,1047,783,1275,694,551,643,41394,2286,2259,3312,2401,351,0,165,1043,2634,3161,2272,3685,2894,4049,1831,1435,1438,1144,827,880,1287,1512,528,"Mount Pleasant town, South Carolina",37,1314,821,1142,833,537,482,200,200,641,779,906,689,806,911,846,879,628,624,527,394,593,350,428,418,1311,762,908,1339,824,604,200,195,555,911,897,907,1153,623,809,735,730,539,481,498,516,558,805,336
"G45050875","2014","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",107972,54036,4346,3827,4341,1457,2076,1150,1468,2451,6118,4228,3134,3671,2748,3343,2722,1249,830,598,1274,1373,838,358,436,53936,4097,4423,3386,1497,1550,428,579,3041,4862,5195,3907,3138,3081,2665,3037,1652,1251,989,1009,1825,1010,400,914,"North Charleston city, South Carolina",2946,2639,960,1095,1021,516,567,582,673,746,1110,859,747,869,843,678,634,434,377,307,438,550,315,226,296,2242,952,964,856,532,570,284,426,868,883,934,861,827,793,815,813,573,484,367,443,617,436,274,408
"G45061405","2014","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",69967,33081,3117,2521,1556,1264,1334,494,793,2268,3022,2394,2282,1835,1771,1494,1633,519,559,698,544,1338,1012,450,183,36886,2204,1832,1625,2016,1950,619,1376,2308,3223,2520,2991,2032,1883,1702,1555,446,1282,542,981,1227,1328,602,642,"Rock Hill city, South Carolina",31,1390,882,879,588,460,870,352,702,836,1128,847,724,735,668,539,528,315,263,487,348,466,398,272,158,1399,753,619,591,679,791,372,1071,928,679,679,768,690,571,521,546,255,575,277,435,508,480,316,341
"G46052980","2014","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",72642,36009,3008,2705,2373,986,918,408,370,1798,3556,2537,1819,1568,1925,2547,2570,895,1302,729,630,1257,880,344,884,36633,2406,3118,2097,1289,417,269,583,1719,3267,2576,2373,1757,1898,2416,2571,521,1063,795,902,859,1468,1289,980,"Rapid City city, South Dakota",24,1116,636,621,556,287,334,319,376,484,571,517,547,573,505,532,760,388,654,269,422,441,417,233,349,1122,699,759,619,287,339,238,501,766,750,545,702,563,632,506,512,274,372,424,404,388,462,368,384
"G46059020","2014","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",168604,83296,6992,5046,6103,2685,2664,1564,1195,3662,6055,7493,5135,6298,4757,5516,6252,1332,2108,1763,1475,2075,1208,1133,785,85308,5504,5262,5734,3245,2256,1169,1213,3484,7051,6936,4895,5633,4397,5659,5841,1770,3040,1480,2551,2559,1779,1857,1993,"Sioux Falls city, South Dakota",64,1314,697,884,860,510,560,780,492,738,554,844,1056,956,561,629,777,582,555,514,556,502,398,384,294,1310,864,849,810,525,438,475,606,799,609,784,968,1049,519,444,885,640,645,455,746,626,511,612,530
"G47014000","2014","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",173778,82625,5243,5773,3717,2780,2807,1665,1645,2369,6405,6310,5363,5702,5310,5693,5731,2029,3223,1189,2199,3025,1971,1527,949,91153,5517,4665,3488,2496,3260,1754,1437,4315,8613,6038,5631,4628,4986,6553,5886,2537,4062,2720,2185,2764,2218,2843,2557,"Chattanooga city, Tennessee",33,1814,950,951,943,605,627,538,713,737,1035,1109,1201,1251,814,883,1097,569,795,545,590,575,545,569,471,1811,978,1210,905,521,698,726,575,867,789,1013,984,870,710,888,995,706,964,709,588,791,712,675,675
"G47015160","2014","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",146814,72887,6628,6144,4936,2444,1942,739,2403,5082,9014,6247,5000,3856,3917,4327,2297,1167,1448,1189,905,1295,1213,529,165,73927,6720,6173,4566,2400,1903,956,1350,5369,8005,6311,4416,4781,4099,3971,3347,1351,1629,975,1699,1235,1967,304,400,"Clarksville city, Tennessee",36,1091,722,1302,1253,422,644,509,958,893,667,760,927,931,642,540,727,492,537,473,455,494,350,230,179,1091,811,955,791,549,785,400,709,1243,775,755,864,825,645,462,604,481,478,486,625,426,465,232,191
"G47027740","2014","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",70613,33413,2321,2164,3336,1493,1125,709,192,1720,1765,2084,1322,2812,3135,2066,2267,551,1185,420,528,874,249,628,467,37200,2395,2622,2917,1823,989,298,344,1605,1827,2280,2416,2920,3623,2836,1959,788,1228,760,652,736,685,879,618,"Franklin city, Tennessee",27,1532,753,679,784,646,367,593,237,865,581,546,516,716,701,635,704,323,573,242,323,422,170,348,286,1533,602,783,700,608,390,274,376,781,564,718,906,790,846,624,667,504,360,324,405,414,316,405,340
"G47037640","2014","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",67308,32099,2255,1932,2178,1606,1117,412,627,1481,3474,1913,1906,2107,1870,1715,2942,309,993,302,1011,755,507,372,315,35209,2232,2259,1975,990,1419,578,555,2071,2594,1948,2617,2121,1996,2198,2332,1129,1154,881,774,839,843,577,1127,"Jackson city, Tennessee",40,1049,320,473,514,483,336,241,426,617,932,364,564,584,398,329,580,214,469,220,458,401,334,244,223,1054,438,483,486,453,523,318,335,535,489,348,618,515,420,440,551,413,443,452,315,295,345,318,515
"G47038320","2014","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",65820,30602,1597,2223,1765,1006,1132,1273,61,1063,3844,1191,2402,1533,1480,1970,1814,586,923,564,760,1365,740,601,709,35218,2410,1492,1602,957,2089,652,463,3144,3305,1879,1800,1864,1288,1889,1815,973,1282,1010,1061,1250,1505,934,554,"Johnson City city, Tennessee",961,1749,482,722,797,493,719,778,89,579,996,519,640,657,570,615,562,288,515,326,544,587,330,500,433,1617,676,837,587,456,570,447,322,699,674,585,701,752,451,624,563,459,481,437,529,420,503,324,301
"G47040000","2014","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",184292,88110,5842,5813,4662,3238,4326,2691,3298,7084,5859,6529,4396,6655,3946,5665,4283,1634,2329,2069,1764,2077,1769,1285,896,96182,4826,5719,4757,2219,4009,3001,1908,8152,8530,6786,5685,5726,4369,5147,5168,1929,2983,2019,2632,3471,2501,1760,2885,"Knoxville city, Tennessee",48,2022,876,1038,775,638,1095,1078,1028,1656,1234,1016,1052,1123,894,942,940,603,674,608,643,625,557,492,340,2017,909,1193,908,478,1278,1282,828,1529,820,980,1057,1058,851,943,1039,628,740,498,661,789,592,505,735
"G47048000","2014","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",656876,312021,25926,24224,21296,12926,8656,5883,5402,16216,25979,24119,21298,18842,17225,19308,19291,7005,9405,5033,6280,6882,4188,3651,2986,344855,25025,20913,20745,13468,9364,4655,6450,17427,28191,25423,20920,22182,19800,22499,22719,8571,11906,6201,6991,10924,6871,6389,7221,"Memphis city, Tennessee",69,2881,1521,2267,2154,1033,1148,1114,1238,1864,1447,1146,2082,1733,1216,1192,1699,1133,1412,902,945,1177,814,744,736,2895,1604,2041,2079,996,971,1268,1552,1803,1434,1159,1873,1755,1216,1066,1815,1276,1470,946,1256,1446,960,1048,1005
"G47051560","2014","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",120960,58576,3440,4054,3377,1194,2452,1434,1780,5172,6192,4779,3479,4594,4247,2780,2727,953,997,694,1103,1622,630,518,358,62384,4140,4112,2931,3726,3386,2414,1776,2957,4875,3596,4313,3681,4606,3675,2826,1412,1512,1318,603,1556,902,1369,698,"Murfreesboro city, Tennessee",37,2193,947,983,819,467,832,737,886,1847,1067,1067,1000,1289,743,760,792,607,407,317,498,515,344,288,280,2192,1022,1044,1040,907,907,1195,871,914,819,892,895,840,757,996,822,506,558,459,344,560,422,707,505
"G47052006","2014","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",644008,309656,22285,19719,17673,9368,9126,5657,5116,12458,31540,29184,23921,21475,19441,20149,18407,8466,7084,4981,5877,6939,4771,3162,2857,334352,23251,18626,17919,9683,8915,4965,5437,16183,34593,29993,23046,21190,19689,20879,20516,8578,9505,5876,6796,9787,6900,5923,6102,"Nashville-Davidson metropolitan government (balance), Tennessee",29,945,502,1794,1714,669,295,1142,1139,1487,284,310,2102,2170,470,428,1564,1682,1130,977,955,1001,676,646,569,946,542,1691,1751,696,624,964,1222,1563,467,334,2011,2008,429,673,1748,1495,1445,842,807,1036,957,943,952
"G48001000","2014","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",120176,61653,4592,4265,3117,2288,3574,1339,1388,3988,6208,5124,4158,2820,3019,3399,3483,1009,1522,747,976,1626,1346,848,817,58523,4401,3916,3102,1744,2301,655,1307,4319,4956,4260,3223,2375,2576,3748,3191,1455,1677,1185,1375,2097,1734,1041,1885,"Abilene city, Texas",3522,2563,526,859,709,600,790,655,708,1147,631,695,854,617,582,408,516,388,514,279,328,351,370,343,384,1628,389,755,766,285,538,348,555,756,567,421,827,545,381,512,552,492,439,460,477,413,485,400,497
"G48001924","2014","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",94170,48287,3797,4219,6371,2078,1392,329,513,1787,2924,2129,3751,4875,4633,3147,2425,565,690,472,841,599,540,0,210,45883,1788,3953,4714,1262,1216,629,1416,935,1205,3058,4007,6086,4119,2947,3320,1110,1161,481,464,698,697,148,469,"Allen city, Texas",38,2309,1108,1249,1690,795,664,287,572,928,1452,842,1337,1246,1200,874,734,311,391,339,614,387,350,211,201,2305,645,1118,1291,456,554,539,1119,594,685,877,1061,1411,1128,774,1065,736,750,328,283,414,467,175,340
