GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AQDCE001,AQDCE002,AQDCE003,AQDCE004,AQDCE005,AQDCE006,AQDCE007,AQDCE008,AQDCE009,AQDCE010,AQDCE011,AQDCE012,AQDCE013,AQDCE014,AQDCE015,AQDCE016,AQDCE017,AQDCE018,AQDCE019,AQDCE020,AQDCE021,AQDCE022,AQDCE023,AQDCE024,AQDCE025,AQDCE026,AQDCE027,NAME_M,AQDCM001,AQDCM002,AQDCM003,AQDCM004,AQDCM005,AQDCM006,AQDCM007,AQDCM008,AQDCM009,AQDCM010,AQDCM011,AQDCM012,AQDCM013,AQDCM014,AQDCM015,AQDCM016,AQDCM017,AQDCM018,AQDCM019,AQDCM020,AQDCM021,AQDCM022,AQDCM023,AQDCM024,AQDCM025,AQDCM026,AQDCM027
"G41064900","2022","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"1600000US4164900","4164900","Salem city, Oregon",31001,30109,0,123,258,320,82,0,236,300,293,611,218,452,244,397,894,2508,3749,7280,6918,4460,575,85,0,106,892,"Salem city, Oregon",3084,3023,214,193,357,329,103,214,244,224,283,686,212,495,221,286,627,948,1185,1463,1883,1306,425,100,214,127,591
"G42002000","2022","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"1600000US4202000","4202000","Allentown city, Pennsylvania",27429,26518,356,250,544,69,384,0,414,345,213,151,200,833,454,701,696,1779,5233,6285,4225,2974,230,92,0,90,911,"Allentown city, Pennsylvania",2476,2401,444,234,445,110,311,190,379,328,258,202,188,480,429,429,549,728,1442,1465,1445,1586,276,112,190,115,510
"G42006088","2022","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"1600000US4206088","4206088","Bethlehem city, Pennsylvania",15469,15323,474,163,346,122,592,127,40,157,934,85,19,155,275,558,634,1180,1249,3219,1682,2480,340,0,53,439,146,"Bethlehem city, Pennsylvania",1389,1426,359,267,333,188,632,172,63,222,719,75,32,259,222,412,666,655,741,1045,707,728,214,190,89,220,174
"G42024000","2022","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"1600000US4224000","4224000","Erie city, Pennsylvania",17863,17231,0,257,173,609,886,341,447,667,1274,1424,1788,1783,1443,683,829,811,1604,884,35,865,100,0,0,328,632,"Erie city, Pennsylvania",1907,1974,190,212,223,419,517,320,427,380,725,670,844,764,620,375,457,748,963,590,62,599,133,190,190,228,382
"G42060000","2022","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"1600000US4260000","4260000","Philadelphia city, Pennsylvania",341785,327287,6706,2939,2774,9418,2185,4459,2625,4043,3597,5494,3670,8126,10025,12279,10338,28288,27755,64829,43677,46047,16103,5155,2420,4335,14498,"Philadelphia city, Pennsylvania",8986,8880,2668,1276,1176,2290,966,1862,1061,1468,1485,1661,1715,2194,3010,2923,2685,4147,4652,6008,5149,6117,2760,1331,776,1219,2882
"G42061000","2022","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"1600000US4261000","4261000","Pittsburgh city, Pennsylvania",69139,67156,647,304,806,2177,1325,725,516,1453,1216,1964,1137,1659,1785,2411,3341,6138,7393,11741,7089,7228,4196,1305,323,277,1983,"Pittsburgh city, Pennsylvania",3185,3276,523,217,360,668,727,544,385,749,1153,1119,547,684,638,867,965,1448,1365,1999,1455,1119,1280,642,192,306,847
"G42063624","2022","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"1600000US4263624","4263624","Reading city, Pennsylvania",19518,19068,267,48,0,981,196,100,121,125,209,1184,672,1003,1098,1686,1122,3244,2605,3009,769,552,0,77,0,0,450,"Reading city, Pennsylvania",1907,1899,237,81,190,682,162,142,163,206,258,681,659,526,453,781,638,1012,911,1130,565,453,190,127,190,190,356
"G42069000","2022","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"1600000US4269000","4269000","Scranton city, Pennsylvania",16078,14759,0,0,70,1157,206,193,364,568,211,714,600,837,730,1476,1260,2277,967,1153,717,1164,47,48,0,0,1319,"Scranton city, Pennsylvania",1618,1593,190,190,111,546,149,154,411,442,196,347,437,434,459,673,595,788,604,498,434,629,81,76,190,190,631
"G44019180","2022","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"1600000US4419180","4419180","Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G44054640","2022","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"1600000US4454640","4454640","Pawtucket city, Rhode Island",16728,16400,0,261,0,609,506,431,537,57,375,382,414,543,717,897,724,1434,1452,3865,1691,806,551,0,0,148,328,"Pawtucket city, Rhode Island",1995,1947,242,332,242,501,377,459,413,97,603,379,412,466,698,668,575,638,724,1197,654,611,554,242,242,237,350
"G44059000","2022","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"1600000US4459000","4459000","Providence city, Rhode Island",42537,41523,97,665,804,3180,1567,1086,124,239,787,444,479,478,101,798,1361,2588,1239,6060,7372,7648,3239,849,0,318,1014,"Providence city, Rhode Island",3781,3670,155,677,607,1540,704,1103,208,244,499,478,534,538,181,663,902,1028,709,1857,2006,1633,1186,499,242,314,700
"G44074300","2022","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"1600000US4474300","4474300","Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45013330","2022","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"1600000US4513330","4513330","Charleston city, South Carolina",29627,29152,24,0,345,224,0,76,183,140,86,351,94,644,55,0,771,414,1393,4957,3922,9148,3752,839,265,1469,475,"Charleston city, South Carolina",2752,2731,42,222,358,260,222,95,166,158,147,336,117,496,97,222,594,370,745,1247,1247,1606,1366,463,220,618,416
"G45016000","2022","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"1600000US4516000","4516000","Columbia city, South Carolina",28968,28083,736,110,167,207,409,118,93,183,321,741,356,1548,1319,2324,1126,3110,1560,7597,1781,3272,946,32,27,0,885,"Columbia city, South Carolina",2653,2652,400,113,196,205,382,102,157,148,273,535,295,948,1183,1005,673,1011,603,2076,711,1286,642,60,45,222,565
"G45030850","2022","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"1600000US4530850","4530850","Greenville city, South Carolina",19179,18788,194,0,185,60,63,80,171,440,157,405,127,325,314,775,867,1706,3049,3440,1838,3847,346,54,288,57,391,"Greenville city, South Carolina",1738,1728,310,222,162,99,110,101,172,388,254,366,163,339,222,734,656,773,1395,1349,781,1093,269,90,385,93,295
"G45048535","2022","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"1600000US4548535","4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45050875","2022","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"1600000US4550875","4550875","North Charleston city, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Charleston city, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45061405","2022","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"1600000US4561405","4561405","Rock Hill city, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock Hill city, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G46052980","2022","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"1600000US4652980","4652980","Rapid City city, South Dakota",14284,13997,0,210,252,674,388,396,632,390,699,231,447,391,300,260,405,1355,1441,3498,590,1045,232,0,161,0,287,"Rapid City city, South Dakota",1705,1681,172,222,333,505,361,300,661,335,403,194,409,297,324,231,345,686,648,1188,392,737,235,172,121,172,265
"G46059020","2022","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"1600000US4659020","4659020","Sioux Falls city, South Dakota",32652,31863,344,248,225,324,186,24,367,181,137,783,780,1975,2335,2710,2212,4669,4812,5121,1881,1146,513,110,208,572,789,"Sioux Falls city, South Dakota",2706,2724,450,392,175,369,196,41,377,178,181,351,418,852,813,1487,780,1265,1275,1214,627,460,451,133,250,332,450
"G47014000","2022","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"1600000US4714000","4714000","Chattanooga city, Tennessee",32550,31215,347,33,346,180,655,856,444,127,494,561,1167,845,943,879,881,4049,2527,7297,3241,4432,867,0,44,0,1335,"Chattanooga city, Tennessee",3152,3178,322,57,420,213,393,662,360,128,361,423,667,600,479,603,456,1285,969,1788,1101,1292,482,225,74,225,675
"G47015160","2022","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"1600000US4715160","4715160","Clarksville city, Tennessee",27986,27163,0,0,93,0,73,171,162,243,71,1169,461,760,724,1253,850,2970,4322,5647,4682,3000,318,0,0,194,823,"Clarksville city, Tennessee",3055,2994,225,225,164,225,125,267,139,379,124,737,346,467,473,711,741,1381,1696,1511,1477,1144,357,225,225,247,367
"G47027740","2022","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"1600000US4727740","4727740","Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G47037640","2022","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"1600000US4737640","4737640","Jackson city, Tennessee",12345,11991,242,173,0,322,160,648,112,387,764,301,586,544,824,307,579,1270,1469,2639,206,361,0,0,0,97,354,"Jackson city, Tennessee",1349,1340,275,234,225,361,234,590,144,421,465,236,410,409,685,278,490,852,675,1027,211,291,225,225,225,158,340
"G47038320","2022","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"1600000US4738320","4738320","Johnson City city, Tennessee",14233,13903,61,0,433,188,0,290,190,495,480,848,734,1223,672,791,1001,1178,1709,1886,804,417,464,0,0,39,330,"Johnson City city, Tennessee",1936,1925,121,225,294,183,225,315,206,423,366,710,603,636,369,527,614,750,725,904,539,323,521,225,225,66,255
"G47040000","2022","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"1600000US4740000","4740000","Knoxville city, Tennessee",47080,45515,192,736,954,591,756,451,241,754,1254,1029,692,2234,1870,2387,2674,6708,4967,7016,3438,4859,1427,0,196,89,1565,"Knoxville city, Tennessee",3244,3132,167,631,570,274,474,349,284,440,818,692,419,950,807,777,1107,1604,1388,1629,1149,1457,668,225,258,105,931
"G47048000","2022","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"1600000US4748000","4748000","Memphis city, Tennessee",137322,132067,826,1217,1010,1344,1056,2074,2042,2550,2743,5896,5233,8081,7299,9871,11651,18221,11173,17912,9957,8809,1702,880,297,223,5255,"Memphis city, Tennessee",4970,5256,484,761,691,633,667,924,987,1063,1056,1332,1690,2102,1544,1805,2485,3157,2390,3472,2563,2298,1110,794,259,288,1518
"G47051560","2022","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"1600000US4751560","4751560","Murfreesboro city, Tennessee",29126,27938,290,47,205,238,913,655,620,0,172,97,102,490,608,1119,358,1037,2915,6649,3570,5954,1039,860,0,0,1188,"Murfreesboro city, Tennessee",2524,2366,485,83,205,229,855,827,944,225,220,166,180,440,471,817,419,630,1152,2242,1153,1887,946,876,225,225,731
"G47052006","2022","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"1600000US4752006","4752006","Nashville-Davidson metropolitan government (balance), Tennessee",151285,146881,755,846,347,2987,958,1534,671,593,292,1127,725,1197,1023,3027,2501,8142,11453,28959,24983,37985,9448,3258,1751,2319,4404,"Nashville-Davidson metropolitan government (balance), Tennessee",5342,4928,573,559,405,1321,689,858,454,463,241,841,611,574,688,1569,1260,2149,2342,3806,3718,4329,1798,1286,894,1029,1526
"G48001000","2022","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"1600000US4801000","4801000","Abilene city, Texas",20829,19534,0,0,221,177,0,76,0,433,289,101,1801,745,413,1574,1062,2780,2095,4083,1467,1455,658,0,0,104,1295,"Abilene city, Texas",2446,2289,237,237,295,253,237,102,237,374,254,106,1300,501,305,884,741,914,853,1236,684,929,661,237,237,171,621
"G48001924","2022","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"1600000US4801924","4801924","Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48003000","2022","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"1600000US4803000","4803000","Amarillo city, Texas",29680,28752,335,33,134,470,139,55,196,323,899,679,512,2013,2277,2402,2137,5413,2751,5013,1110,1328,299,35,0,199,928,"Amarillo city, Texas",2632,2616,344,55,189,300,156,66,227,253,486,415,280,814,961,887,922,1532,1010,1284,567,624,272,60,237,204,388
"G48004000","2022","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"1600000US4804000","4804000","Arlington city, Texas",64784,63362,273,0,238,45,0,369,271,85,0,309,419,545,460,1551,1016,5650,7296,20239,10762,9788,3517,310,219,0,1422,"Arlington city, Texas",3554,3592,294,237,273,76,237,409,348,101,237,219,294,334,408,547,731,1462,1864,2815,1952,1694,1401,282,280,237,681
"G48004462","2022","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"1600000US4804462","4804462","Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48005000","2022","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"1600000US4805000","4805000","Austin city, Texas",255809,252092,479,706,950,2180,683,341,164,622,142,227,1904,596,1657,2216,1733,6377,13818,52034,52293,66647,28765,9414,3517,4627,3717,"Austin city, Texas",6652,6800,454,490,752,1021,825,372,228,536,173,237,1024,483,1322,1263,1484,1959,2810,5520,4726,5610,4298,1822,1131,1277,1261
"G48006128","2022","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"1600000US4806128","4806128","Baytown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baytown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48007000","2022","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"1600000US4807000","4807000","Beaumont city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaumont city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48010768","2022","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"1600000US4810768","4810768","Brownsville city, Texas",23469,22017,103,178,480,805,374,965,412,834,754,1546,532,2565,1293,2347,1051,2611,2190,1344,891,454,231,0,0,57,1452,"Brownsville city, Texas",2111,2148,125,270,362,655,303,550,299,715,444,997,446,892,552,1128,583,986,877,617,608,324,382,237,237,98,670
"G48010912","2022","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"1600000US4810912","4810912","Bryan city, Texas",17600,17378,132,51,125,33,153,210,348,53,251,378,683,540,1318,1604,1024,2057,1821,3448,1639,966,330,169,0,45,222,"Bryan city, Texas",1717,1734,191,84,201,55,130,205,321,90,239,354,563,419,664,673,815,779,768,1092,728,598,281,144,237,78,189
"G48013024","2022","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"1600000US4813024","4813024","Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48013552","2022","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"1600000US4813552","4813552","Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48015976","2022","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"1600000US4815976","4815976","College Station city, Texas",30527,29969,138,572,16,183,242,249,229,283,344,512,854,2143,1437,1149,1572,4082,1710,2243,4962,3364,2725,483,133,344,558,"College Station city, Texas",2328,2350,225,759,33,219,188,222,261,249,264,403,487,1122,812,497,763,1189,880,950,1278,1089,1138,542,215,349,550
"G48016432","2022","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"1600000US4816432","4816432","Conroe city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conroe city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48017000","2022","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"1600000US4817000","4817000","Corpus Christi city, Texas",50160,48846,680,415,617,881,713,339,220,786,1400,1622,578,1500,1421,2179,2673,4150,6712,10353,7236,3325,920,0,126,0,1314,"Corpus Christi city, Texas",3515,3580,612,340,500,611,534,341,187,524,731,646,406,742,797,918,1135,1153,1810,2328,1966,1201,565,237,209,237,715
"G48019000","2022","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"1600000US4819000","4819000","Dallas city, Texas",315781,309083,2071,2422,2263,1732,2920,1330,744,1134,1830,2488,1840,2294,1696,5699,10767,24871,33208,66329,51647,58001,18807,6907,3663,4420,6698,"Dallas city, Texas",7262,7137,1118,1429,845,1018,1365,685,597,756,870,1102,1025,981,700,1503,2433,3749,4192,6237,5257,4417,3061,1639,1077,1437,1868
"G48019972","2022","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"1600000US4819972","4819972","Denton city, Texas",27257,25792,0,0,0,0,47,0,269,34,286,40,105,1179,784,640,731,2398,2826,6545,4042,2702,2264,672,182,46,1465,"Denton city, Texas",2296,2328,237,237,237,237,79,237,333,61,461,69,173,680,527,531,405,888,855,1483,1019,886,987,540,179,78,957
"G48022660","2022","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"1600000US4822660","4822660","Edinburg city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edinburg city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48024000","2022","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"1600000US4824000","4824000","El Paso city, Texas",100961,97149,842,538,1299,1688,1496,1342,2472,2241,2159,3612,2902,5859,4636,5763,8700,11807,12219,13658,8523,4947,197,0,181,68,3812,"El Paso city, Texas",4515,4559,707,443,507,666,704,632,1015,859,757,1131,972,1646,1465,1423,1904,2272,2491,2221,1954,1240,204,237,241,111,932
"G48026232","2022","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"1600000US4826232","4826232","Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48027000","2022","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"1600000US4827000","4827000","Fort Worth city, Texas",138803,133490,417,483,1088,337,948,386,291,1235,864,1810,1021,1982,1259,2915,4138,14319,11227,30187,20306,25148,10801,1360,467,501,5313,"Fort Worth city, Texas",6098,5884,400,423,634,209,625,346,198,695,654,665,781,734,762,1118,1091,2426,2362,3657,2599,3128,2566,689,318,368,1342
"G48027684","2022","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"1600000US4827684","4827684","Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48029000","2022","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"1600000US4829000","4829000","Garland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48029336","2022","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"1600000US4829336","4829336","Georgetown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Georgetown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48030464","2022","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"1600000US4830464","4830464","Grand Prairie city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand Prairie city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48032372","2022","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"1600000US4832372","4832372","Harlingen city, Texas",13197,12137,240,271,253,110,465,400,507,299,349,744,392,512,1297,482,715,1580,876,1061,192,798,0,36,0,558,1060,"Harlingen city, Texas",1662,1558,310,320,339,131,605,401,418,306,472,687,320,431,1028,383,460,820,631,600,196,675,237,59,237,604,668
"G48035000","2022","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"1600000US4835000","4835000","Houston city, Texas",561256,547320,1252,912,1832,3221,1189,2752,1625,3303,1857,6264,6808,12049,19529,26462,27761,56770,59546,113907,73807,85369,22059,9922,2576,6548,13936,"Houston city, Texas",10235,10600,670,636,794,1012,799,1073,769,1109,951,1816,1782,2253,3133,3248,3410,4797,6287,7144,5768,6613,2808,2097,1078,1394,2517
"G48037000","2022","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"1600000US4837000","4837000","Irving city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Irving city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48039148","2022","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"1600000US4839148","4839148","Killeen city, Texas",30644,29930,0,98,0,70,0,135,67,466,611,1381,991,1872,1471,2781,2461,4500,2163,4936,3374,2387,166,0,0,0,714,"Killeen city, Texas",2863,2763,237,168,237,114,237,220,115,398,379,900,634,1142,736,1097,1015,1587,1002,1330,1463,1003,223,237,237,237,413
"G48041464","2022","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"1600000US4841464","4841464","Laredo city, Texas",29434,27410,214,416,505,358,170,427,439,592,516,939,1109,1854,1899,2643,2101,4165,1897,3933,2373,473,81,306,0,0,2024,"Laredo city, Texas",2547,2375,242,358,392,352,176,360,308,435,499,601,718,739,803,928,756,1506,822,1200,960,335,136,460,237,237,699
"G48041980","2022","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"1600000US4841980","4841980","League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48042016","2022","TX",,,"Texas","48",,,"Leander city","42016",,,,,,,,,,,,,,,,"1600000US4842016","4842016","Leander city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leander city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48042508","2022","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"1600000US4842508","4842508","Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48043888","2022","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"1600000US4843888","4843888","Longview city, Texas",16170,15994,0,0,0,143,52,475,0,539,145,432,490,439,1159,346,1763,1864,1646,3317,1229,1630,259,0,0,66,176,"Longview city, Texas",1765,1751,237,237,237,185,97,495,237,415,143,332,275,407,612,268,845,811,791,1177,885,1157,270,237,237,110,149
"G48045000","2022","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"1600000US4845000","4845000","Lubbock city, Texas",55014,53103,289,194,0,53,320,27,450,1605,853,2546,1657,1605,4061,2519,3189,8754,4898,9555,4815,3515,1265,622,0,311,1911,"Lubbock city, Texas",2956,2825,302,242,237,91,276,45,358,746,476,1222,783,678,1354,962,1124,1954,1287,1988,1395,1104,694,499,237,323,638
"G48045384","2022","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"1600000US4845384","4845384","McAllen city, Texas",18986,18027,246,329,444,0,292,554,204,159,561,878,1007,945,1159,396,1431,3108,1271,3264,789,707,283,0,0,0,959,"McAllen city, Texas",2097,2023,192,340,353,237,344,402,173,142,337,439,590,470,710,315,738,1107,649,1199,605,537,261,237,237,237,455
"G48045744","2022","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"1600000US4845744","4845744","McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48046452","2022","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"1600000US4846452","4846452","Mansfield city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mansfield city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48047892","2022","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"1600000US4847892","4847892","Mesquite city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mesquite city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48048072","2022","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"1600000US4848072","4848072","Midland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48048768","2022","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"1600000US4848768","4848768","Mission city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mission city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48048804","2022","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"1600000US4848804","4848804","Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48050820","2022","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"1600000US4850820","4850820","New Braunfels city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Braunfels city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48052356","2022","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"1600000US4852356","4852356","North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
