GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALKVE001,ALKVE002,ALKVE003,ALKVE004,ALKVE005,ALKVE006,ALKVE007,ALKVE008,ALKVE009,ALKVE010,ALKVE011,ALKVE012,ALKVE013,ALKVE014,ALKVE015,ALKVE016,ALKVE017,ALKVE018,ALKVE019,ALKVE020,ALKVE021,ALKVE022,ALKVE023,ALKVE024,ALKVE025,ALKVE026,ALKVE027,NAME_M,ALKVM001,ALKVM002,ALKVM003,ALKVM004,ALKVM005,ALKVM006,ALKVM007,ALKVM008,ALKVM009,ALKVM010,ALKVM011,ALKVM012,ALKVM013,ALKVM014,ALKVM015,ALKVM016,ALKVM017,ALKVM018,ALKVM019,ALKVM020,ALKVM021,ALKVM022,ALKVM023,ALKVM024,ALKVM025,ALKVM026,ALKVM027
"G41005800","2019","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bend city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41023850","2019","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",38982,37840,0,218,511,610,252,360,505,1103,803,1323,1192,1059,946,2143,1961,3211,3450,6534,6582,3575,610,744,0,148,1142,"Eugene city, Oregon",2300,2314,211,301,398,509,195,479,406,632,671,699,530,466,525,661,867,923,1081,1421,1461,1025,306,765,211,143,626
"G41031250","2019","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gresham city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41034100","2019","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsboro city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41047000","2019","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",16201,15745,246,0,578,120,0,343,32,272,153,535,299,594,624,628,1030,2663,2394,2329,1622,916,111,178,0,78,456,"Medford city, Oregon",1999,1980,308,211,536,94,211,331,55,339,187,392,410,486,454,382,637,904,964,692,861,595,142,156,211,98,384
"G41059000","2019","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",129452,126297,529,774,1752,1538,1247,397,329,446,959,2220,1385,2863,1743,2723,3676,7439,10836,26052,21605,26289,7784,2156,1080,475,3155,"Portland city, Oregon",4683,4777,491,575,913,698,940,255,224,397,669,908,795,992,883,1002,1300,1893,1994,2902,2352,2501,1454,796,573,361,953
"G41064900","2019","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",26649,26534,0,35,297,397,0,407,204,254,307,1045,109,549,929,1392,2156,4920,3849,4129,3066,1973,372,0,144,0,115,"Salem city, Oregon",2263,2274,211,59,333,333,211,354,178,186,246,672,106,357,660,646,836,1239,1215,1129,911,739,313,211,165,211,147
"G42002000","2019","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",25170,24807,0,386,505,929,679,58,394,356,417,803,168,1055,296,958,2009,3309,4125,5022,2601,432,161,144,0,0,363,"Allentown city, Pennsylvania",2493,2487,182,414,375,464,586,102,390,361,291,533,179,648,252,684,883,1133,1216,1490,1178,302,126,171,182,182,288
"G42006088","2019","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",14484,14243,47,181,0,242,562,203,60,522,85,331,276,177,323,1144,593,2057,1619,3015,1699,918,39,150,0,0,241,"Bethlehem city, Pennsylvania",1715,1720,85,169,182,279,499,165,104,480,157,278,323,164,314,578,368,846,731,958,666,513,65,128,182,182,185
"G42024000","2019","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",20699,19641,257,93,468,1113,806,780,496,1325,2065,2954,2398,1086,1192,598,1086,1035,549,1138,90,69,43,0,0,0,1058,"Erie city, Pennsylvania",1478,1610,403,106,336,516,481,548,304,610,782,885,1023,454,548,354,601,563,320,820,107,116,70,182,182,182,720
"G42060000","2019","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",295783,287937,4212,2688,3837,8401,4740,3234,3654,5220,5078,7191,6715,12311,13622,14612,14241,32228,34202,45156,24597,23660,10505,3967,2652,1214,7846,"Philadelphia city, Pennsylvania",7361,7304,1575,1065,1213,1797,1539,1094,1213,1714,1738,1799,1762,2631,2617,2646,2812,4335,3915,4513,2555,2545,1928,1117,777,529,1829
"G42061000","2019","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",78607,76519,883,834,1962,2197,1075,1986,950,1702,2352,2242,2173,3252,3266,4135,4593,7432,5536,13003,6401,7353,2287,275,328,302,2088,"Pittsburgh city, Pennsylvania",3811,3793,496,533,1041,900,744,928,440,757,1216,725,771,1130,990,1022,1260,1399,1301,2074,1245,1466,751,260,267,368,840
"G42063624","2019","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",18203,17494,326,0,125,1032,519,184,268,102,471,1105,738,3269,1762,1024,1084,2469,895,2030,91,0,0,0,0,0,709,"Reading city, Pennsylvania",1907,1870,301,182,122,563,400,234,249,164,463,493,413,1169,691,522,619,880,475,800,110,182,182,182,182,182,464
"G42069000","2019","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",15988,15097,79,137,31,326,21,537,468,655,114,1215,1246,2098,1221,2075,1217,588,1401,1001,588,79,0,0,0,0,891,"Scranton city, Pennsylvania",1550,1608,99,178,51,170,36,282,356,322,112,593,527,869,613,756,566,395,643,466,485,97,182,182,182,182,438
"G44019180","2019","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G44054640","2019","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",15563,15361,140,209,0,825,92,97,324,224,0,603,332,664,633,1640,1023,3628,2310,1439,607,318,253,0,0,0,202,"Pawtucket city, Rhode Island",1738,1715,214,250,222,582,110,90,328,257,222,396,260,396,367,848,476,1077,808,576,275,222,323,222,222,222,174
"G44059000","2019","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",38475,36102,62,250,982,3138,621,1555,524,460,290,511,96,973,1572,1076,1601,4652,3976,5882,2440,3365,1480,486,38,72,2373,"Providence city, Rhode Island",3726,3669,101,232,588,1222,554,770,431,459,349,501,156,741,877,670,937,1391,1400,1465,828,933,710,453,62,115,947
"G44074300","2019","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45013330","2019","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",26766,25814,122,203,125,67,408,184,174,337,0,83,236,458,467,526,339,1316,2399,5820,4519,5443,1722,147,694,25,952,"Charleston city, South Carolina",2703,2702,108,373,179,122,244,208,189,217,218,97,221,623,534,340,192,541,966,1288,1264,1489,912,107,498,41,455
"G45016000","2019","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",24059,23324,279,695,314,549,315,300,455,747,746,976,1463,1064,2393,1269,1340,2825,2384,2251,1544,1260,123,0,32,0,735,"Columbia city, South Carolina",2238,2219,219,492,257,391,241,196,306,490,356,565,593,497,928,580,660,739,853,668,736,470,115,218,54,218,380
"G45030850","2019","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"16000US4530850","Greenville city, South Carolina",17132,15908,83,112,293,300,289,162,308,309,160,738,464,466,492,847,516,1376,1811,3543,1845,1042,669,0,0,83,1224,"Greenville city, South Carolina",1666,1677,108,186,248,268,284,142,274,189,127,538,310,343,354,542,303,520,616,1005,618,365,376,218,218,137,783
"G45048535","2019","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45050875","2019","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",24965,24543,372,396,34,0,196,98,249,373,442,500,433,1292,1342,980,1983,3758,2188,4686,3598,1064,559,0,0,0,422,"North Charleston city, South Carolina",2086,2087,400,314,56,218,243,116,243,335,293,317,389,764,548,555,955,1144,937,1145,1255,584,480,218,218,218,276
"G45061405","2019","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",16355,15991,190,0,79,0,0,631,558,192,0,266,884,592,1552,1153,504,3084,1858,3068,787,0,515,0,0,78,364,"Rock Hill city, South Carolina",1662,1620,217,218,98,218,218,479,458,203,218,259,570,308,822,736,447,1188,824,1242,521,218,505,218,218,127,304
"G46052980","2019","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",12804,12492,414,0,174,250,566,39,123,325,545,235,1007,1126,880,839,781,1980,684,1433,340,380,298,73,0,0,312,"Rapid City city, South Dakota",1644,1639,488,167,266,247,539,65,185,276,425,204,598,729,613,540,531,551,470,641,223,295,290,117,167,167,230
"G46059020","2019","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",31303,30636,148,52,194,256,125,347,417,580,860,902,2055,2301,3679,2683,1942,5193,2703,3956,1132,705,199,52,0,155,667,"Sioux Falls city, South Dakota",2333,2318,269,86,236,283,146,285,362,519,536,525,807,815,1343,942,774,1414,885,1392,476,568,119,95,167,128,369
"G47014000","2019","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",40481,38919,861,191,445,821,182,217,961,1042,298,1446,3407,3319,3719,2678,2545,4083,5200,4278,1774,695,466,151,140,0,1562,"Chattanooga city, Tennessee",3375,3297,606,243,411,487,165,191,694,616,404,732,1607,1176,1544,1204,1026,1158,1662,1310,789,388,330,211,211,216,849
"G47015160","2019","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",29118,28095,331,168,97,69,55,664,73,950,687,1768,2793,3377,1914,2127,1670,2411,1115,4404,1788,1316,318,0,0,0,1023,"Clarksville city, Tennessee",2438,2373,442,245,169,88,77,593,99,819,434,781,1125,1376,742,919,809,820,624,1049,842,695,235,216,216,216,597
"G47027740","2019","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G47037640","2019","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",12504,11815,791,130,470,529,426,247,273,605,640,654,324,981,815,1361,656,1191,767,764,116,47,28,0,0,0,689,"Jackson city, Tennessee",1116,1128,467,237,471,307,406,285,224,353,426,396,319,503,616,783,484,646,514,481,153,73,50,216,216,216,457
"G47038320","2019","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",16114,15582,0,170,785,56,276,974,215,1289,746,1352,1090,1303,1455,1041,212,1305,1587,948,395,383,0,0,0,0,532,"Johnson City city, Tennessee",1697,1676,216,167,610,97,199,608,132,837,470,749,461,622,966,730,236,629,847,572,382,400,216,216,216,216,346
"G47040000","2019","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",45588,43627,839,831,1180,1527,1699,1331,639,1318,1415,3472,1905,3071,2359,3085,2209,5651,4375,3906,1776,372,582,47,38,0,1961,"Knoxville city, Tennessee",2423,2428,687,464,830,712,731,714,449,647,783,1103,724,976,923,1094,937,1244,1342,1004,795,230,449,79,63,216,806
"G47048000","2019","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",136316,131263,1936,561,1710,2103,1683,2693,2579,3501,5028,10183,9081,11475,12420,11949,9403,16325,7873,12114,4935,2479,645,289,223,75,5053,"Memphis city, Tennessee",4609,4523,1063,389,904,938,715,956,857,1088,1470,2194,1843,1950,1974,2639,2047,2790,1962,2263,1329,980,525,234,276,132,1714
"G47051560","2019","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Murfreesboro city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G47052006","2019","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",130473,126993,807,622,1025,3247,1165,1464,622,1302,1509,2279,1268,4537,2439,4827,5047,15080,11986,26619,17722,16262,5624,1182,54,304,3480,"Nashville-Davidson metropolitan government (balance), Tennessee",4473,4533,546,516,772,1032,810,658,363,680,851,909,598,1597,1058,1695,1361,2511,2211,2947,2090,2069,1387,645,89,247,955
"G48001000","2019","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",20715,20100,109,176,404,377,79,509,278,886,838,1264,1398,1724,1742,928,998,2803,1113,2418,1060,617,0,0,379,0,615,"Abilene city, Texas",1798,1776,177,200,385,270,102,542,252,624,465,773,688,707,883,583,673,1014,535,924,663,427,234,234,309,234,348
"G48001924","2019","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48003000","2019","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",29871,28560,0,0,569,44,345,433,556,1855,1323,2218,1552,2120,3413,2216,1455,3157,3135,2408,684,695,111,238,33,0,1311,"Amarillo city, Texas",2442,2466,234,234,333,64,367,314,367,986,712,849,516,791,1019,804,685,1090,1048,808,391,534,127,245,59,234,612
"G48004000","2019","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",63669,62263,339,401,433,241,373,210,0,178,129,663,274,1721,1918,2856,4562,11153,7394,17180,4916,6511,527,50,234,0,1406,"Arlington city, Texas",3544,3668,547,327,410,295,394,344,234,188,165,560,252,781,768,1058,1437,2006,1688,2615,1357,1619,534,83,244,234,689
"G48004462","2019","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48005000","2019","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",227835,225062,1062,1285,967,2563,1169,1282,680,918,656,1412,1376,1912,1982,3317,4881,17461,26961,56390,38492,38606,11773,6039,1918,1960,2773,"Austin city, Texas",6710,6792,714,907,798,1160,672,870,508,673,442,842,895,842,1001,1021,1324,2676,3149,4715,3809,3784,2283,1675,949,957,1109
"G48006128","2019","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baytown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48007000","2019","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",21786,20326,537,115,511,240,582,949,257,798,207,905,983,1705,1411,1940,575,2469,1782,2633,963,764,0,0,0,0,1460,"Beaumont city, Texas",1826,1737,456,192,432,239,455,708,238,540,151,674,663,779,731,785,381,980,800,943,637,722,234,234,234,234,809
"G48010768","2019","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",22783,20533,383,514,692,929,476,993,338,446,1301,945,2457,1193,1785,1467,1245,1082,1455,1647,368,234,583,0,0,0,2250,"Brownsville city, Texas",2576,2643,320,300,567,683,363,531,221,279,614,594,917,567,756,677,570,528,927,1026,377,338,671,234,234,234,1129
"G48010912","2019","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",14208,13845,432,50,368,0,0,437,309,385,706,353,677,915,1432,1334,1089,619,1849,2002,422,220,0,246,0,0,363,"Bryan city, Texas",1915,1885,624,87,300,234,234,427,455,443,567,405,736,624,779,643,694,425,749,884,382,220,234,307,234,234,233
"G48013024","2019","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48013552","2019","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48015976","2019","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",25843,25254,420,320,60,76,53,262,0,1233,191,920,892,1520,2070,1675,1059,2498,1703,2717,4267,2832,344,142,0,0,589,"College Station city, Texas",2198,2263,441,238,109,89,88,220,234,806,255,505,617,770,930,698,527,959,730,920,1835,1214,327,172,234,234,501
"G48016432","2019","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conroe city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48017000","2019","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",49968,49110,340,46,1747,447,480,632,730,1036,363,1534,1495,2337,2437,3135,2647,7583,6601,7927,4231,2435,437,347,0,143,858,"Corpus Christi city, Texas",3516,3496,342,80,1039,323,395,424,506,817,430,731,700,925,963,1065,1097,1731,1766,1577,1441,1016,350,430,234,236,484
"G48019000","2019","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",308069,301211,1971,1312,2532,2988,1182,2265,2937,840,2432,3808,3774,6687,13562,14559,19781,43530,33288,60818,36422,29417,10022,3240,2012,1832,6858,"Dallas city, Texas",7148,6962,746,605,1104,1035,619,816,1339,508,957,1246,1165,1509,2307,2516,2648,4198,3547,4451,3531,2828,1835,910,667,643,1604
"G48019972","2019","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48022660","2019","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edinburg city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48024000","2019","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",94700,90974,1179,643,1413,1486,1599,2257,1931,3003,2944,4627,5330,6294,8605,8568,6539,9873,6984,11317,2731,3106,38,362,145,0,3726,"El Paso city, Texas",4729,4610,653,471,496,820,655,857,804,995,914,1367,1628,1563,1823,2032,1681,2165,1520,2137,1133,1037,60,499,232,234,1171
"G48026232","2019","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48027000","2019","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",129314,127087,822,1108,836,1390,711,1046,420,463,909,2669,2359,4411,4644,8943,9766,19696,14039,19406,15978,14306,1261,1707,147,50,2227,"Fort Worth city, Texas",6202,6159,597,745,532,647,538,542,263,290,587,1059,930,1336,1217,1954,1635,2669,2124,2976,3043,2577,574,1662,181,84,740
"G48027684","2019","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48029000","2019","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48029336","2019","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Georgetown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48030464","2019","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand Prairie city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48032372","2019","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harlingen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48035000","2019","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",522942,508700,1147,1957,3323,3492,1600,3246,2770,3124,5669,8241,11486,23501,22609,38498,34803,64880,52284,100023,57955,45948,10322,7173,3131,1518,14242,"Houston city, Texas",10462,10362,616,902,845,1110,636,1447,1014,1158,1685,1976,2176,3032,2680,4305,4497,5366,5536,7570,5523,4362,2150,1675,1097,597,2126
"G48037000","2019","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",53320,52815,0,0,0,38,43,60,19,0,232,224,104,166,1196,1009,2599,7560,7268,15566,7978,6902,1791,29,31,0,505,"Irving city, Texas",2959,2957,234,234,234,64,71,103,31,234,211,168,170,145,772,559,924,1616,1882,2445,1605,1648,840,47,50,234,355
"G48039148","2019","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",31393,30954,0,0,191,61,142,396,368,2204,1596,995,3773,2180,2698,2375,2059,4350,2177,3142,1426,513,308,0,0,0,439,"Killeen city, Texas",2751,2712,234,234,298,102,123,363,281,1012,621,464,1216,1040,1427,975,1145,1588,1083,1126,746,524,485,234,234,234,339
"G48041464","2019","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",29214,27379,112,691,209,501,469,468,669,531,1440,1919,1638,4132,1814,2298,1690,2932,1716,2576,1207,367,0,0,0,0,1835,"Laredo city, Texas",2331,2332,144,628,181,297,356,318,476,402,622,669,737,1271,565,758,933,990,799,1030,902,435,234,234,234,234,671
"G48041980","2019","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48042016","2019","TX",,,"Texas","48",,,"Leander city","42016",,,,,,,,,,,,,,,,"16000US4842016","Leander city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leander city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48042508","2019","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48043888","2019","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",12819,12356,0,90,120,122,37,66,232,184,42,1426,790,1894,1150,681,676,1546,467,1931,471,248,79,0,104,0,463,"Longview city, Texas",1519,1531,234,155,194,103,64,107,267,141,74,676,452,755,596,462,578,679,367,839,285,205,86,234,172,234,336
"G48045000","2019","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",48076,46248,70,55,280,765,208,196,915,1219,1588,2357,2565,2795,4878,2423,3786,6409,4748,6276,2509,1683,468,55,0,0,1828,"Lubbock city, Texas",2740,2829,123,86,317,524,173,214,633,537,568,975,1104,883,1423,881,1404,1559,1480,1463,1074,943,350,95,234,234,814
"G48045384","2019","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",18715,17443,0,665,375,133,372,874,523,1101,660,1896,787,575,1376,580,1419,1522,959,2313,820,493,0,0,0,0,1272,"McAllen city, Texas",2067,2120,234,584,311,219,448,654,505,767,472,787,535,546,791,484,814,669,757,1140,519,493,234,234,234,234,735
"G48045744","2019","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48046452","2019","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mansfield city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
