GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AKRSE001,AKRSE002,AKRSE003,AKRSE004,AKRSE005,AKRSE006,AKRSE007,AKRSE008,AKRSE009,AKRSE010,AKRSE011,AKRSE012,AKRSE013,AKRSE014,AKRSE015,AKRSE016,AKRSE017,AKRSE018,AKRSE019,AKRSE020,AKRSE021,AKRSE022,AKRSE023,AKRSE024,AKRSE025,AKRSE026,AKRSE027,AKRSE028,AKRSE029,AKRSE030,AKRSE031,AKRSE032,AKRSE033,AKRSE034,AKRSE035,AKRSE036,AKRSE037,AKRSE038,AKRSE039,AKRSE040,AKRSE041,AKRSE042,AKRSE043,AKRSE044,AKRSE045,AKRSE046,AKRSE047,AKRSE048,AKRSE049,NAME_M,AKRSM001,AKRSM002,AKRSM003,AKRSM004,AKRSM005,AKRSM006,AKRSM007,AKRSM008,AKRSM009,AKRSM010,AKRSM011,AKRSM012,AKRSM013,AKRSM014,AKRSM015,AKRSM016,AKRSM017,AKRSM018,AKRSM019,AKRSM020,AKRSM021,AKRSM022,AKRSM023,AKRSM024,AKRSM025,AKRSM026,AKRSM027,AKRSM028,AKRSM029,AKRSM030,AKRSM031,AKRSM032,AKRSM033,AKRSM034,AKRSM035,AKRSM036,AKRSM037,AKRSM038,AKRSM039,AKRSM040,AKRSM041,AKRSM042,AKRSM043,AKRSM044,AKRSM045,AKRSM046,AKRSM047,AKRSM048,AKRSM049
"G5101610","2019","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",94186,45692,2695,1771,3489,1947,2117,656,417,775,2498,2377,2956,2518,3315,2904,2846,1624,1588,1481,1326,3017,1773,484,1118,48494,1813,2439,2858,1506,1912,251,489,1056,2591,3210,2920,2947,3159,3000,3818,1188,1717,1214,1929,3207,2200,1691,1379,"Roanoke County, Virginia",0,599,475,772,649,263,743,444,272,396,282,179,608,615,445,286,615,489,552,570,456,709,461,246,415,599,227,589,688,136,494,228,378,768,296,417,739,603,361,263,674,449,446,520,534,705,521,537,526
"G5101650","2019","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",81948,40521,2295,2758,2675,1671,974,539,1054,971,2161,2490,1705,2949,2982,2347,2831,836,1882,763,1302,2145,1019,1104,1068,41427,2151,2349,2364,1564,910,261,1215,1322,2332,2458,3216,1909,2612,2546,2716,1212,1665,700,1674,2191,1259,788,2013,"Rockingham County, Virginia",0,430,232,664,710,122,126,335,566,478,114,301,559,603,433,94,764,388,684,348,334,411,357,353,448,430,216,416,412,139,492,249,581,570,179,282,791,638,270,153,599,462,576,291,445,492,482,390,484
"G5101770","2019","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",136215,67815,4724,4839,5092,3291,2004,1076,374,2676,3911,3672,5755,4036,4181,4363,4684,1619,2715,822,1833,2784,1486,890,988,68400,3607,4018,5686,2635,1797,373,1219,2058,3825,4205,4569,4613,4541,5180,4988,1665,2324,1480,1827,3430,2064,1319,977,"Spotsylvania County, Virginia",0,687,476,786,783,372,628,485,242,841,460,559,960,811,339,178,756,681,698,387,507,532,498,428,388,687,475,863,881,357,741,260,698,637,527,700,882,812,625,511,820,521,635,466,550,659,446,437,361
"G5101790","2019","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",152882,76940,5186,5426,6164,3278,2288,1000,1529,3565,4759,4733,5896,5819,5458,5169,6143,1197,1887,930,1527,2354,1388,858,386,75942,4721,6110,4970,3923,1727,677,383,3466,5216,4138,5494,6405,5155,5575,5860,1084,2166,1191,1569,2770,1921,782,639,"Stafford County, Virginia",0,929,788,1049,1055,479,655,372,645,1036,600,867,1203,1105,314,279,726,456,557,374,440,485,431,429,267,929,739,760,827,493,681,470,375,1071,877,668,1090,1170,314,282,841,381,738,421,465,593,477,411,306
"G5101990","2019","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",68280,32755,2277,2442,2034,985,1115,567,96,1504,2049,1347,1941,2633,2269,1881,2732,902,1153,374,734,1783,780,737,420,35525,1954,1538,3442,1378,809,465,0,1098,1955,2149,1838,2673,2331,2426,2855,1207,1177,647,1670,1156,1056,706,995,"York County, Virginia",0,764,518,821,567,208,586,351,136,621,597,103,654,809,759,325,532,390,433,194,331,451,382,362,284,764,403,668,756,276,406,431,208,470,572,509,491,898,757,562,575,362,456,389,420,385,399,311,364
"G5105100","2019","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",159428,76932,5792,4201,3044,1778,1323,734,206,1868,7249,8887,9332,5637,5381,4721,4979,1718,2558,1042,1568,2259,1161,625,869,82496,5220,3426,3692,1539,819,519,706,2025,7640,11135,8810,6564,6029,4116,4173,2407,2882,2319,1731,2686,1387,1042,1629,"Alexandria city, Virginia",0,844,474,728,712,619,617,544,235,595,665,795,1228,1041,672,1118,910,518,956,452,486,590,331,282,458,844,474,836,736,428,478,374,495,745,1157,1195,1083,1204,798,681,905,853,869,649,521,598,523,565,457
"G5105500","2019","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",244835,119412,8167,8297,8776,4938,2989,1413,1770,4779,7634,6762,8852,9386,8259,7769,8387,2779,4250,2293,3208,3732,2697,1606,669,125423,7310,7983,8488,5212,3249,1281,624,4814,7997,9049,11289,6113,7900,8106,6281,4459,5959,3166,3820,4545,3206,2280,2292,"Chesapeake city, Virginia",0,781,787,1511,1587,291,899,791,1096,1336,1296,855,1769,1452,648,631,964,582,960,622,574,726,624,632,414,781,427,1511,1527,230,989,826,375,1104,584,670,1277,1322,562,498,912,972,998,745,906,1017,711,654,692
"G5106500","2019","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",134510,65047,4094,2924,5387,2402,2260,1564,1297,3006,6569,4604,4950,2367,2845,3325,4433,1311,2850,1322,1799,2405,1684,808,841,69463,3862,3824,3673,2080,2573,846,700,2977,5266,5462,5037,3419,3620,3944,4736,2269,2750,1438,1669,3797,2182,1744,1595,"Hampton city, Virginia",0,828,505,600,983,650,1044,1044,608,1032,769,326,1127,959,93,198,646,439,628,478,463,532,508,367,424,828,325,869,1166,374,789,537,498,925,499,555,872,860,227,162,754,564,679,519,468,611,535,487,571
"G5106800","2019","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",82168,39029,2881,1600,2504,1350,1991,1878,2046,3562,3957,2649,1599,1635,1391,1591,2003,320,1231,1164,513,1237,1110,418,399,43139,2397,1953,2477,788,3339,2407,1349,3001,4197,2263,2466,1747,1728,1812,1999,921,1381,890,705,1907,1670,593,1149,"Lynchburg city, Virginia",0,956,501,588,545,575,623,599,845,940,846,914,568,485,331,346,495,217,480,478,370,433,279,211,199,956,416,905,553,152,908,939,640,846,662,120,487,482,339,348,546,400,426,458,373,548,545,306,389
"G5107000","2019","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",179225,86438,6594,5470,6028,3377,3236,1342,1716,4128,8509,7060,7021,3911,4043,4372,5002,1837,3016,1498,1566,2969,1848,1123,772,92787,6796,6104,4774,2610,3207,1488,1143,4001,8189,7765,5599,5220,4978,5198,5076,2602,3581,1590,1699,5042,1878,2016,2231,"Newport News city, Virginia",0,848,570,1099,1156,576,690,583,793,978,647,582,1217,1124,277,323,797,580,837,609,636,648,580,503,354,848,552,994,832,495,330,745,690,1001,442,517,1091,1143,383,336,792,692,833,550,571,605,436,418,532
"G5107100","2019","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",242742,126801,7903,6547,6346,3037,6359,4516,4725,11841,14139,11136,8588,6166,5254,5782,5407,3138,3847,2278,2219,3364,1922,1072,1215,115941,7451,6521,6042,3011,5009,3100,3313,4856,11712,8960,7044,6328,5610,6553,7450,2706,4091,2428,3073,3884,2726,1783,2290,"Norfolk city, Virginia",0,761,495,969,1010,264,937,1076,1264,1238,678,107,1411,1186,355,433,733,680,783,632,561,605,462,459,456,761,469,1003,1038,311,880,757,943,1007,300,467,1003,1132,355,474,936,684,788,713,614,643,595,540,551
"G5107400","2019","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",94398,44338,2471,3649,2280,1495,1402,887,630,2394,4071,3630,2795,2745,2298,2420,2694,813,1829,803,1773,1070,989,598,602,50060,4073,2869,3151,1484,1853,554,462,1120,4324,2644,2665,4494,2549,2833,3281,1616,1635,1189,1713,1834,1895,624,1198,"Portsmouth city, Virginia",0,920,755,970,908,534,714,588,354,906,336,377,752,714,180,109,575,440,562,270,369,289,338,259,348,920,762,822,855,534,638,580,371,522,470,557,777,810,160,139,602,490,681,397,518,467,456,328,425
"G5107600","2019","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",230436,110012,7009,6552,3900,3168,3960,1152,1805,5730,13235,11542,9606,4650,5625,6056,5408,2908,4664,2448,2031,4045,2208,855,1455,120424,6376,5519,4510,2197,4654,2224,1617,6675,14116,12077,7601,6893,5865,6449,7875,2373,4789,2906,2877,4853,3421,2038,2519,"Richmond city, Virginia",0,939,605,1064,1076,690,798,615,701,1229,382,612,1093,952,321,388,1176,809,1066,729,561,734,596,320,488,939,530,984,882,639,963,871,674,1309,227,495,1293,1310,388,231,1386,764,1162,835,779,897,841,767,765
"G5107700","2019","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",99143,47316,2885,2901,3452,1772,1714,87,770,2295,2916,3625,3464,2820,3274,2368,3958,1066,1259,1191,1603,1366,1002,776,752,51827,3427,2614,2989,1654,853,273,845,1867,4302,3847,4186,1847,2671,3719,3691,1207,1868,1257,1259,3401,1433,660,1957,"Roanoke city, Virginia",0,1031,219,868,732,760,613,104,883,984,609,782,1076,1106,994,394,801,545,517,535,624,378,311,429,413,1031,671,697,670,520,554,309,592,767,936,389,847,654,545,862,753,441,686,585,386,847,647,324,528
"G5108000","2019","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",92108,45126,3329,3565,2927,1860,2013,499,538,818,2787,2792,4184,2097,2860,2791,3330,1235,1450,1220,987,1734,1144,520,446,46982,2745,2212,3594,1807,1025,1071,471,742,3351,3302,3466,2543,3094,3378,3937,1015,1462,1173,1556,1679,1362,949,1048,"Suffolk city, Virginia",0,385,190,719,723,185,457,377,385,495,174,849,990,820,170,135,654,411,457,428,325,432,274,217,278,385,118,582,542,152,556,552,346,361,390,236,624,684,154,162,527,346,438,520,477,414,313,310,336
"G5108100","2019","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",449974,221144,14252,15364,12863,8343,6574,2959,3172,9029,19365,17591,18492,12507,13266,12678,12681,4862,8834,3336,5411,8328,5712,2951,2574,228830,13653,13104,13689,7780,4892,2577,2152,9140,17947,17780,15417,14793,13688,14291,15662,6728,7590,5577,7765,8780,7338,4243,4244,"Virginia Beach city, Virginia",0,570,110,1503,1494,467,570,938,1057,1520,108,708,1781,1648,425,412,1425,891,1313,823,1128,1078,1011,772,644,570,129,1393,1398,438,1057,939,797,1362,72,215,1458,1453,3,2,1214,1060,1071,1000,1127,1291,1046,887,1041
"G5300050","2019","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",204390,102048,6660,8116,7716,5329,2267,1307,560,4802,6858,7213,6530,6877,5213,5838,6760,2609,3177,2332,3449,3384,2386,1677,988,102342,7116,7170,7415,4171,2507,508,1065,3891,6777,6753,7646,7165,5273,5267,6602,2496,3713,3921,2462,3328,3210,1589,2297,"Benton County, Washington",0,1137,142,980,978,523,656,713,454,865,257,618,1213,1325,543,785,1260,829,754,669,762,733,585,543,418,1137,565,1013,950,1328,632,360,689,754,340,410,1226,1619,565,552,1036,749,824,798,710,709,845,601,735
"G5300070","2019","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",77200,38858,1983,2382,3260,1709,1515,121,693,814,2603,2487,2616,1999,2123,2067,2480,1001,1949,849,1696,1489,770,1658,594,38342,2501,2582,2514,1373,1316,107,608,772,2272,1994,2820,2408,1901,1909,3084,1027,1567,946,1781,1526,1115,992,1227,"Chelan County, Washington",0,615,446,611,695,424,702,147,714,585,783,730,722,646,525,383,731,424,724,498,616,517,357,729,263,615,446,646,735,331,719,134,461,548,512,397,722,783,349,391,677,461,757,414,570,597,452,475,450
"G5300090","2019","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",77331,38316,1776,2102,1789,979,747,198,85,1699,1887,2212,1984,2184,1683,2063,1658,2127,2175,1642,1702,3084,2217,1182,1141,39015,1340,1871,1927,1133,606,87,0,720,2283,2087,1864,2164,1665,1957,2464,2419,1797,1334,2234,3861,2261,1904,1037,"Clallam County, Washington",0,797,206,786,843,474,384,152,79,384,176,329,591,601,158,474,573,630,808,419,487,560,586,415,397,797,192,502,515,535,454,126,210,405,513,402,618,743,167,180,583,664,499,433,469,599,525,492,475
"G5300110","2019","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",488241,241610,15371,14986,18255,9995,6279,2144,4080,8099,16672,16935,16130,15073,16763,14868,16324,5665,8107,5785,7027,10399,6229,3950,2474,246631,13829,15778,16062,10409,5193,2227,3216,8639,15946,16438,17514,15405,15838,15908,17404,6370,7945,5301,8290,12583,6755,4749,4832,"Clark County, Washington",0,443,471,1590,1582,280,894,762,1040,1188,804,683,1648,1569,572,382,1338,1057,1396,1110,1201,1183,759,788,614,443,385,1527,1522,307,726,809,1043,1273,475,499,1491,1406,285,671,1309,857,1256,870,1120,1392,1079,913,1092
"G5300150","2019","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",110593,54770,3146,3669,3705,2470,647,1183,975,1192,3346,4086,3611,3028,3246,3099,4143,1251,2112,1767,1433,2812,1741,1193,915,55823,3198,3747,3249,2014,949,734,800,1441,3522,3661,3103,3546,3611,3152,4350,1885,1710,1232,1959,3367,1820,1250,1523,"Cowlitz County, Washington",0,839,351,716,850,709,438,387,514,611,284,902,928,681,398,235,854,618,648,624,434,617,482,429,395,839,387,818,720,460,219,459,500,491,275,771,904,768,572,215,883,632,534,510,601,743,504,437,456
"G5300210","2019","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",95222,48763,4431,4688,3890,2191,823,641,794,2420,3600,3987,3160,3816,3284,2457,2013,1296,1012,864,1137,1122,455,259,423,46459,4213,4374,4578,2825,1299,641,202,2242,3090,3034,3427,2914,2186,2748,2335,759,1032,926,618,1339,676,342,659,"Franklin County, Washington",0,815,387,816,809,328,524,435,610,777,105,713,1159,1320,917,179,651,592,437,454,608,460,236,181,280,815,344,1055,986,398,695,459,234,765,2,837,883,1006,567,622,617,321,521,412,374,576,611,200,266
"G5300250","2019","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",97733,48784,3815,4954,3315,1334,1926,1189,209,1243,3670,3406,3696,2308,3319,2031,2597,981,2140,949,746,2063,1620,670,603,48949,3632,4276,4069,3422,1242,772,147,2023,3513,2870,3014,2770,2600,2542,2612,1076,1592,628,1258,2096,960,599,1236,"Grant County, Washington",0,943,243,1085,1072,621,760,584,187,548,116,302,782,905,510,348,646,508,776,447,320,756,433,373,370,943,183,923,996,783,729,565,197,886,286,4,853,863,210,313,812,820,644,352,544,491,453,386,500
"G5300270","2019","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",75061,37879,1619,1749,2900,1006,278,659,402,1075,2213,2554,1767,2351,2576,2837,3118,983,1840,1030,1433,2606,1488,779,616,37182,2233,1511,2105,2151,1393,123,143,782,1849,1975,1609,2441,2291,2025,2712,1035,1896,1255,1241,3037,1462,1138,775,"Grays Harbor County, Washington",0,839,266,667,770,139,230,460,249,446,346,607,555,644,494,614,616,394,623,629,591,592,370,399,313,839,634,604,660,402,509,122,173,406,295,349,560,611,385,151,763,402,533,479,464,656,366,433,376
"G5300290","2019","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",85141,43650,2914,2488,1500,1650,1352,697,1110,1933,2910,2605,3228,1984,1795,2166,2773,845,2180,1750,1306,2779,2220,799,666,41491,2463,1561,2139,470,946,102,240,1759,3356,2543,2510,1697,1802,2513,2811,1324,2195,1155,2212,3248,2370,1030,1045,"Island County, Washington",0,874,546,565,585,472,622,404,739,692,392,365,671,677,246,373,690,334,534,504,426,498,359,310,276,874,403,446,452,326,472,132,262,527,701,483,612,523,251,554,611,558,630,412,516,538,461,340,412
"G5300330","2019","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",2252782,1130491,64464,62337,66125,36143,24187,15533,11571,41867,107685,109340,96147,80906,76744,71446,65628,29598,35780,20370,28348,36237,22697,13056,14282,1122291,62935,58099,66149,35364,23841,11002,12346,40379,100330,99300,90894,74785,74527,70066,69996,25912,37298,22766,30117,45024,27860,18234,25067,"King County, Washington",0,810,551,3098,3098,358,357,2611,2284,2495,362,802,4160,4200,646,206,3439,2657,3047,1909,2093,2231,1954,1568,1563,810,552,3033,3026,377,141,1863,2034,2550,768,457,3508,3557,327,621,3909,2505,3210,2110,2612,2438,1794,1533,1964
"G5300350","2019","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",271473,138370,8338,6925,8612,4213,3263,2193,2896,6937,11544,10422,9856,7197,7898,7370,8853,4180,4876,3968,4359,6415,5360,1372,1323,133103,7387,8228,6449,4786,2911,1024,1187,5307,9353,8547,8826,8195,7370,7682,10118,2673,5950,3045,5585,7799,5584,2515,2582,"Kitsap County, Washington",0,724,640,1118,1113,362,601,705,989,1096,467,552,1274,1202,776,264,979,903,948,888,641,774,551,392,458,724,590,1058,1006,708,535,507,578,919,713,654,1349,1339,540,383,1011,752,1036,835,1051,939,940,771,730
"G5300410","2019","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",80707,41102,2538,2882,2290,1680,812,398,438,1371,2561,2713,3079,1714,2177,2263,3432,1227,1362,1404,1538,2265,1521,1034,403,39605,2024,1848,2544,1400,957,171,138,1633,2506,2263,2400,2023,2499,2280,3027,1115,1635,1013,2185,1996,1543,1128,1277,"Lewis County, Washington",0,562,317,533,576,422,256,260,417,383,279,299,577,563,222,225,677,513,464,524,457,435,418,414,282,562,230,592,647,253,590,137,140,562,430,320,551,519,338,212,568,417,513,382,504,545,468,476,479
"G5300450","2019","WA",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,"05000US53045","Mason County, Washington",66768,34442,1576,2674,1824,637,1112,291,754,687,2084,2134,2257,2151,1838,1730,2118,1201,1823,1401,1939,1561,1514,635,501,32326,1390,1892,1662,1376,390,151,573,622,1779,2028,2234,1124,1613,1912,1628,1089,2541,1791,1255,2336,1479,500,961,"Mason County, Washington",0,509,312,586,496,377,643,326,411,474,340,285,599,560,237,61,734,622,682,595,572,568,410,321,313,509,337,612,535,439,335,199,443,345,304,263,522,513,166,272,552,508,577,551,546,641,450,286,442
"G5300530","2019","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",904980,451511,29830,30642,29957,17111,11020,6118,5263,22239,37854,34641,30966,29359,27830,26989,27555,11381,15499,8511,11049,17100,10408,5610,4579,453469,29484,29812,27712,15907,9789,5664,4923,16946,34547,34167,31426,29850,27820,27244,27813,11317,18054,10705,11805,19632,10815,8872,9165,"Pierce County, Washington",0,1026,524,2593,2457,599,524,1471,1130,1819,345,405,2363,2298,703,493,1953,1592,1573,1326,1158,1556,1220,1061,973,1026,866,1930,1856,263,511,1540,1061,1884,558,640,1908,1863,419,385,2086,1790,1566,1776,1637,1905,1513,1272,1369
"G5300570","2019","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",129205,62963,3792,3825,3960,1861,1606,735,467,2064,4364,3988,4581,3404,3123,3843,3555,2102,2742,1686,2297,3760,2389,1864,955,66242,3682,3592,4476,2590,1408,952,307,1916,4227,3979,3965,3587,3412,3921,4506,1693,3063,1685,2270,4926,2667,2053,1365,"Skagit County, Washington",0,680,149,651,671,317,445,375,319,502,227,219,1118,973,246,616,788,619,599,449,572,562,482,543,376,680,208,646,601,349,426,551,177,597,167,553,834,795,402,670,730,539,728,475,543,812,529,505,415
"G5300610","2019","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",822083,412292,26495,24911,28231,14840,9178,4160,4701,14686,30084,32871,32765,28346,27578,27526,28741,10459,15470,8235,10294,14623,8311,5139,4648,409791,25567,25368,23884,14955,7097,4210,5412,12904,28735,31632,28870,29253,26678,26308,31104,9055,15442,9176,14007,14837,11185,6340,7772,"Snohomish County, Washington",0,716,379,2136,2164,528,814,1101,1084,1325,811,494,2407,2345,631,547,2147,1810,1697,1243,1350,1451,1117,888,857,716,473,1946,1963,509,533,1064,1055,1452,336,345,2490,2430,912,386,2084,1506,1683,1244,1324,1370,1535,1105,1127
"G5300630","2019","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",522798,259173,16195,16746,16310,10179,6724,3620,4279,9857,21078,19541,17252,16054,15081,14865,15061,6811,10319,5986,5727,13235,5936,4673,3644,263625,15182,12367,18977,8894,7962,2928,4319,9391,18832,18656,17092,15199,16205,14913,16609,7432,11348,6090,7919,13429,8840,5518,5523,"Spokane County, Washington",0,1126,841,1729,1572,695,544,1307,1475,1132,655,626,1721,1633,658,539,1688,1253,1425,1226,921,1147,1049,966,791,1126,658,1724,1673,574,848,709,1055,1122,459,735,1645,1533,863,550,1548,1276,1511,1290,1208,1382,1245,1036,933
"G5300670","2019","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",290536,141818,9007,9144,7458,5655,3991,1193,1762,5120,10492,10386,11357,7670,9557,8204,7625,4094,6055,3792,4796,5870,4498,2658,1434,148718,8113,9352,7880,5098,3270,991,2039,5348,9928,9023,10697,9874,9404,9268,9402,4246,6582,4144,4940,7990,5738,2700,2691,"Thurston County, Washington",0,1280,1041,1281,1233,911,963,579,657,970,1064,832,1509,1465,1092,624,1121,904,956,890,958,917,867,797,562,1280,1180,1386,1600,566,775,633,927,944,699,574,1476,1613,790,624,1083,851,941,762,894,996,849,686,655
"G5300730","2019","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",229247,112924,6235,6127,6917,3338,3887,1649,4061,5537,8707,6399,6537,8070,7061,6269,5222,3129,4409,2694,4316,5196,3690,1435,2039,116323,5493,7573,4714,3673,4540,2464,3137,6972,7463,6756,5354,8404,6246,6576,5630,4583,4219,3505,4304,5853,3452,2879,2533,"Whatcom County, Washington",0,1470,629,1253,1710,413,935,788,1223,1330,807,465,1365,1514,911,728,800,769,880,804,955,896,668,574,633,1470,444,1513,1462,358,847,1085,936,1048,644,606,1144,1274,793,594,1052,884,855,844,798,836,762,677,781
"G5300770","2019","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",250873,125765,10461,9882,11244,6249,3562,2184,2012,4364,9362,8698,6956,8050,6604,6456,6343,2535,4383,2775,4098,3277,2764,1720,1786,125108,8971,10238,10722,5922,3330,1119,2075,4737,9122,7953,5583,8864,7088,6911,7115,1969,4414,3229,3569,3882,2817,2182,3296,"Yakima County, Washington",0,768,410,1201,1158,377,211,668,648,799,433,555,1293,1412,215,194,835,703,867,683,913,726,416,406,495,768,156,1516,1522,385,232,502,820,902,430,291,989,1098,442,390,964,652,868,849,856,826,737,636,817
"G5400030","2019","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",119171,58953,3480,4271,4020,2234,843,340,725,2230,4132,4095,4727,2864,4208,4896,3516,1364,2520,945,1841,2907,1440,922,433,60218,3413,4170,3451,2397,1499,542,186,2627,4021,4184,4867,3800,4027,3683,3671,2078,2294,1033,2374,2594,1008,1065,1234,"Berkeley County, West Virginia",0,601,380,782,790,208,519,333,514,658,543,469,916,855,605,874,851,573,809,486,616,756,479,449,331,601,468,787,976,473,527,406,222,905,495,649,976,1028,502,144,807,771,723,604,848,743,407,425,572
"G5400110","2019","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",91945,45485,2761,2760,2624,1529,1480,781,318,3025,3359,2437,3217,2376,2753,2616,3122,703,1995,1088,1309,2282,1280,995,675,46460,2230,2483,2137,1565,2027,334,987,2750,2994,2630,2091,3152,2491,2780,2687,1373,1901,1211,1798,2238,2122,1656,823,"Cabell County, West Virginia",0,465,403,844,856,159,182,449,254,528,353,111,628,628,276,212,816,370,635,352,464,525,348,355,390,465,212,677,711,273,780,309,578,754,234,263,681,603,207,370,598,644,615,544,599,506,672,596,415
"G5400330","2019","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",67256,32669,1857,1944,2215,1176,759,255,228,1124,2039,1929,3205,1244,2031,2137,2676,773,1253,1347,950,1313,1193,248,773,34587,1683,1719,2526,1224,683,712,117,883,1911,1860,2316,2037,2078,2270,2543,1199,1498,972,1522,1393,1571,733,1137,"Harrison County, West Virginia",0,431,185,613,659,207,153,253,335,383,150,159,475,452,207,161,495,317,458,498,464,431,333,172,303,431,98,577,547,181,467,468,121,390,207,207,632,595,207,249,626,487,572,524,498,419,474,298,486
"G5400390","2019","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",178124,85715,4965,4110,5742,2882,1703,428,981,3030,6311,5026,5241,5617,5386,5170,5752,2426,4302,2164,3269,5092,2541,1984,1593,92409,4493,4833,5170,3175,1507,468,466,3351,6182,5679,5322,5492,5416,5709,7393,2254,4385,2238,3431,5872,3906,2039,3628,"Kanawha County, West Virginia",0,719,488,1124,1147,254,229,315,622,783,492,454,1047,946,332,324,1019,766,879,633,704,758,633,607,475,719,547,1141,994,385,99,330,383,576,682,659,983,982,274,192,931,625,876,647,684,827,890,630,861
