GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,APJME001,APJME002,APJME003,APJME004,APJME005,APJME006,APJME007,APJME008,APJME009,APJME010,APJME011,APJME012,APJME013,APJME014,APJME015,APJME016,APJME017,APJME018,APJME019,APJME020,APJME021,APJME022,APJME023,APJME024,APJME025,APJME026,APJME027,APJME028,APJME029,APJME030,APJME031,APJME032,APJME033,APJME034,APJME035,APJME036,APJME037,APJME038,APJME039,APJME040,APJME041,APJME042,APJME043,APJME044,APJME045,APJME046,APJME047,APJME048,APJME049,NAME_M,APJMM001,APJMM002,APJMM003,APJMM004,APJMM005,APJMM006,APJMM007,APJMM008,APJMM009,APJMM010,APJMM011,APJMM012,APJMM013,APJMM014,APJMM015,APJMM016,APJMM017,APJMM018,APJMM019,APJMM020,APJMM021,APJMM022,APJMM023,APJMM024,APJMM025,APJMM026,APJMM027,APJMM028,APJMM029,APJMM030,APJMM031,APJMM032,APJMM033,APJMM034,APJMM035,APJMM036,APJMM037,APJMM038,APJMM039,APJMM040,APJMM041,APJMM042,APJMM043,APJMM044,APJMM045,APJMM046,APJMM047,APJMM048,APJMM049
"G4701870","2022","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"0500000US47187","47187","Williamson County, Tennessee",260815,129043,6570,10781,9970,6548,4450,2259,611,4209,5312,5524,8244,9566,10255,10342,9138,2394,5283,2674,3879,4565,2985,1779,1705,131772,6110,8623,11078,6789,2918,1697,2240,3195,5082,6703,9054,11430,9440,9533,10320,2890,4052,2826,3978,5284,3888,2657,1985,"Williamson County, Tennessee",,854,702,1755,1373,288,990,776,481,1002,843,613,1375,1471,1069,637,1195,743,1084,652,849,786,489,495,467,854,828,1192,1390,593,439,1009,964,830,607,578,1565,1304,710,601,1148,701,800,776,903,865,750,826,638
"G4701890","2022","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"0500000US47189","47189","Wilson County, Tennessee",158555,78441,4264,3983,6937,3268,1665,275,233,4303,4276,5301,5124,6634,5279,5220,5689,1433,3149,1568,2081,3252,2500,1188,819,80114,4920,4485,5607,3096,784,477,1047,3453,4261,5420,6229,5646,4782,5389,5142,2979,2716,1768,2281,3706,2684,1628,1614,"Wilson County, Tennessee",,640,459,764,816,221,371,271,316,735,430,575,873,1058,563,330,796,488,818,578,581,702,627,406,384,640,543,927,928,516,459,478,642,822,725,641,1042,975,372,387,866,808,792,708,629,754,679,589,636
"G4800050","2022","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"0500000US48005","48005","Angelina County, Texas",87101,43242,2614,2668,3899,2442,360,905,312,1088,3289,2012,3459,2443,2207,3516,2583,1424,1543,829,1672,1525,1186,498,768,43859,1807,3746,2771,1846,1387,530,103,1998,2318,2270,2506,2743,3208,2945,2523,1710,1558,1393,1129,2022,1257,932,1157,"Angelina County, Texas",,937,629,953,1022,874,247,800,253,705,439,399,869,818,596,562,644,688,533,394,435,425,410,298,307,937,605,925,1230,693,747,396,188,668,584,489,956,878,910,775,749,713,701,474,374,523,393,347,417
"G4800210","2022","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"0500000US48021","48021","Bastrop County, Texas",106188,53414,3604,4126,3227,2004,2477,494,678,1784,3414,3442,4381,3055,3263,2488,2706,2493,1468,1139,2353,2195,1179,465,979,52774,3260,2768,4715,3134,1015,490,1153,1171,3866,3196,3936,2926,2741,2901,2458,2417,1972,1282,2055,2421,1242,769,886,"Bastrop County, Texas",,1052,369,954,919,840,762,395,474,743,343,212,929,867,827,606,827,911,572,541,732,720,448,291,559,1052,448,1109,1136,965,593,481,852,713,861,237,943,909,585,639,847,899,775,553,663,771,446,382,429
"G4800270","2022","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"0500000US48027","48027","Bell County, Texas",388386,193812,15176,15444,14608,8646,6054,3415,3906,10275,16679,15094,13714,12697,9858,10191,8356,3620,5793,3368,3549,5913,3823,2380,1253,194574,14348,13916,15781,8098,5811,3541,1713,8893,14772,14810,14338,12491,10870,10274,9609,4036,5908,4493,4557,5906,5769,2396,2244,"Bell County, Texas",,479,269,2080,2079,204,320,1272,1108,1329,456,380,1517,1627,241,662,1260,926,1149,806,693,866,664,648,487,479,319,1668,1714,204,933,1130,868,1228,292,334,1734,1704,541,479,1285,1010,1095,921,916,986,694,456,579
"G4800290","2022","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"0500000US48029","48029","Bexar County, Texas",2059530,1024634,66933,70097,76489,44630,31289,15042,19148,45745,81288,83757,80704,70490,61396,59567,51127,24338,28563,18103,20891,32861,20412,12129,9635,1034896,64248,67538,73130,43127,29076,13850,17194,44494,76884,78579,74387,71280,62309,60711,50781,25960,33419,20172,27273,38438,28058,16539,17449,"Bexar County, Texas",,696,346,4660,4721,229,567,2301,3318,3260,435,537,4291,4216,196,259,3518,2813,3376,2278,2101,2729,1648,1524,1454,696,289,4283,4291,3,612,2431,3007,3789,345,543,4242,4179,237,459,3528,3061,3008,2541,3013,3089,2329,1889,1912
"G4800370","2022","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"0500000US48037","48037","Bowie County, Texas",92035,45528,2272,3240,3021,1911,1374,426,761,1491,3446,2777,2748,2892,3469,3180,2098,1792,976,774,1569,2440,1597,776,498,46507,2960,2277,3994,1867,1089,540,707,1593,2554,2673,2968,2616,2601,2994,2851,1044,1539,682,2497,2451,1430,1676,904,"Bowie County, Texas",,907,514,768,845,280,501,354,424,585,687,951,906,595,929,787,671,639,422,398,571,665,403,337,320,907,454,651,764,495,508,455,661,565,688,597,832,868,492,616,534,435,542,350,618,614,509,504,429
"G4800390","2022","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"0500000US48039","48039","Brazoria County, Texas",388181,196431,11818,13990,15273,9936,5568,3006,1426,8399,11507,14132,15438,15012,13424,12786,12131,4226,5775,3998,5802,5491,3299,2451,1543,191750,12371,13147,14666,7710,4308,2952,2809,5952,11584,13787,13471,15532,12671,12175,10818,5692,5144,3745,6337,5960,5378,3493,2048,"Brazoria County, Texas",,714,295,1873,1871,669,801,1209,513,1403,947,49,2112,2110,52,50,1376,899,1238,898,1043,965,838,742,629,714,300,2015,2022,667,433,985,1001,1172,3,74,1899,1891,2,181,1103,977,962,856,1251,1104,933,921,568
"G4800410","2022","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"0500000US48041","48041","Brazos County, Texas",242014,121469,5978,5905,7679,3945,9648,6351,6463,12114,9446,8323,7377,6855,5518,5076,4685,1530,3071,2405,2317,2559,1898,1707,619,120545,7080,8128,5374,4031,9454,6039,6226,9835,8480,7959,7241,7123,4759,5255,4224,2596,2884,2215,2127,3760,2285,1840,1630,"Brazos County, Texas",,822,690,1217,1217,331,509,1589,1669,2005,392,,1157,998,545,404,749,807,802,704,635,627,455,433,237,822,691,1171,1124,352,505,1727,1383,1991,441,,1196,1007,472,504,880,698,707,687,642,790,573,591,483
"G4800610","2022","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"0500000US48061","48061","Cameron County, Texas",425208,210080,15311,17781,17661,11351,6916,4976,3849,9028,15471,13363,11224,13690,12827,11202,8722,4046,6158,2847,4692,7708,4891,2764,3602,215128,14766,16999,17150,10535,6690,3100,4353,9454,13384,12977,10786,13592,12871,12640,11194,5437,5446,4258,6318,8238,6343,5234,3363,"Cameron County, Texas",,948,502,2020,2024,366,83,1580,1308,1580,391,173,1856,1923,279,102,1177,911,1275,721,978,1041,964,750,833,948,551,2036,1982,345,356,1103,1114,1434,411,281,1341,1328,39,196,1247,1064,1011,954,1158,1148,1162,1026,808
"G4800850","2022","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"0500000US48085","48085","Collin County, Texas",1158696,577666,33343,39883,44040,27126,17258,6977,6486,23006,36130,39009,43499,48001,44279,42848,36012,12432,17078,9998,12179,15491,10647,7154,4790,581030,32565,39556,41038,26150,14806,6035,5756,23764,35544,39582,46413,46436,43406,40750,32913,13310,17793,9946,12790,21496,13550,9784,7647,"Collin County, Texas",,214,91,2647,2700,44,109,1574,1837,2161,159,158,3134,3078,95,220,2523,1524,2311,1419,1576,1473,1204,1152,1053,214,207,2845,2823,131,4,1847,1383,2000,123,108,2932,2928,137,,2506,1680,2270,1612,1816,1898,1361,1229,1294
"G4800910","2022","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"0500000US48091","48091","Comal County, Texas",184642,91954,4809,6712,5170,3840,2310,1589,146,4225,4800,4516,6838,6475,6137,5564,5454,2912,4320,2056,3123,5200,3125,2101,532,92688,4585,5969,5853,3523,2061,1028,689,3215,4891,5314,6408,6258,6241,5362,5253,3409,4694,1896,3663,5451,3447,1525,1953,"Comal County, Texas",,434,212,1252,1243,338,718,832,177,879,944,754,1265,1396,841,688,945,807,898,627,704,940,619,767,341,434,249,1080,1081,73,836,822,547,1122,135,397,1057,1263,488,637,1008,920,880,655,805,834,668,600,556
"G4800990","2022","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"0500000US48099","48099","Coryell County, Texas",85057,42978,2427,2331,2942,1218,2034,1002,1528,3026,4531,4045,3321,2729,2460,1885,1275,1128,831,518,776,1413,687,423,448,42079,2790,2483,2875,1342,503,727,504,2176,3982,3747,3570,3006,2939,2199,2147,510,915,1060,741,1506,1047,674,636,"Coryell County, Texas",,555,468,679,693,264,761,547,676,875,692,579,812,806,631,292,400,466,357,382,459,582,295,218,253,555,479,562,589,244,328,695,357,675,729,707,926,832,589,468,694,322,461,548,336,481,391,358,380
"G4801130","2022","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"0500000US48113","48113","Dallas County, Texas",2600840,1293425,89859,86930,97327,57568,34797,16977,17251,61935,111202,106136,99061,82322,77728,78031,71550,29329,40538,21748,29264,36961,24510,12920,9481,1307415,85498,91517,84465,55237,32938,19040,17266,59969,109155,103238,92807,83075,80547,78294,70525,28466,43444,25703,31094,45149,33472,17490,19026,"Dallas County, Texas",,378,227,4792,4794,179,300,2462,2423,3377,265,222,4651,4699,242,145,4066,3372,3596,2453,2415,2332,1770,1603,1451,378,144,4623,4594,288,198,2476,2239,3251,240,353,4665,4664,453,3,3300,2837,3147,1963,2223,2182,2002,1842,1962
"G4801210","2022","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"0500000US48121","48121","Denton County, Texas",977281,484286,28356,32710,33178,21362,12547,6915,5807,19902,33837,36643,34486,41312,35287,35306,29182,10229,16894,8916,10020,13615,9708,5336,2738,492995,26970,30758,32595,20524,13892,5809,6470,19343,33780,37452,36416,40314,35241,34387,28955,11058,16487,9045,11572,17032,10746,7523,6626,"Denton County, Texas",,301,123,2740,2782,148,151,1837,1473,2011,161,157,2645,2649,285,171,2285,1659,2463,1510,1505,1574,1125,894,805,301,122,2574,2572,148,904,1799,1679,1918,239,156,2584,2606,159,185,2445,1885,2265,1620,1520,1501,947,1128,1181
"G4801350","2022","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"0500000US48135","48135","Ector County, Texas",160869,81812,6561,6190,7084,3880,1869,1426,875,4117,7473,7154,6497,5537,4335,4235,3724,1144,2519,1176,1203,2431,1627,418,337,79057,6354,7648,5944,3610,2175,493,279,4245,6574,7011,6126,4020,4162,4180,4378,969,2165,1323,1403,2406,1939,693,960,"Ector County, Texas",,1091,153,1374,1313,448,89,958,814,1536,1244,392,1387,1401,93,306,933,531,958,628,570,710,402,338,222,1091,364,1743,1324,423,481,436,346,979,1309,971,1059,1231,100,413,909,541,812,537,484,570,719,359,459
"G4801390","2022","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"0500000US48139","48139","Ellis County, Texas",212182,105284,5973,8075,8731,5379,3307,935,1501,5888,4755,6464,7912,7840,7083,6402,5102,2876,4456,3028,2036,3193,2410,1304,634,106898,6688,6851,9045,4675,2655,547,943,5321,6196,7518,8150,7268,6701,6589,6627,1768,4198,2560,2260,3904,2793,2078,1563,"Ellis County, Texas",,1078,612,1441,1571,758,959,685,908,1442,865,442,1431,1303,767,561,855,820,1026,818,674,736,524,649,347,1078,788,1471,1738,543,389,395,632,933,589,993,1565,1263,626,62,930,549,823,803,700,759,656,582,616
"G4801410","2022","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"0500000US48141","48141","El Paso County, Texas",868763,432804,28508,31228,34125,20197,13332,8069,7712,23250,36216,33649,30357,26941,25270,23410,23659,7656,10669,8942,10034,11631,7970,5256,4723,435959,28348,28296,34714,19341,11521,7022,6283,20788,32316,29917,27682,27350,25497,24656,21320,10156,15760,8593,12861,15000,11534,8398,8606,"El Paso County, Texas",,972,698,2881,2927,360,317,2215,2199,2946,570,330,2651,2555,920,635,1947,1328,1596,1437,1343,1239,1198,1125,970,972,725,2611,2546,355,420,2068,1556,2350,462,688,2092,2128,540,262,2220,1423,1796,1355,1493,1686,1380,1218,1155
"G4801570","2022","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"0500000US48157","48157","Fort Bend County, Texas",889146,439315,26978,31568,39668,22314,11812,4753,4640,18139,23545,25942,34431,33030,32456,30421,27728,8025,12528,9557,11316,13709,8804,4299,3652,449831,25874,32558,35529,21048,10875,3976,3642,19134,24013,28818,35940,35444,33155,29857,24352,10483,15145,10028,12105,16160,10579,6488,4628,"Fort Bend County, Texas",,288,3,3120,3128,177,142,1508,1754,1924,3,88,3344,3366,213,46,2366,1895,1952,1564,1724,1621,1273,1022,907,288,84,3894,3913,5,46,1377,1373,1932,175,54,3062,3051,176,110,2508,1756,2212,1787,1596,1575,1401,1418,1007
"G4801670","2022","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"0500000US48167","48167","Galveston County, Texas",357117,177515,11074,11989,12527,8060,4606,1174,1888,8068,11052,11843,12121,11864,11300,11505,10459,4968,6831,3399,5633,8599,4321,2791,1443,179602,9080,12048,11509,7372,4122,1645,1432,7774,10403,12146,12504,12645,11307,11609,11292,4862,7543,4024,6017,8224,5056,4063,2925,"Galveston County, Texas",,840,623,1700,1697,648,418,595,1072,1471,1214,1095,1638,1423,1240,775,1615,1329,1149,982,1172,1201,680,688,528,840,593,1513,1531,650,559,728,607,1027,151,960,1832,1965,1010,327,1428,1335,1398,788,886,946,742,840,683
"G4801810","2022","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"0500000US48181","48181","Grayson County, Texas",143131,70224,4389,4503,5381,3011,2507,1156,733,2583,3663,5219,3962,3676,4116,4593,4439,1933,2435,2354,2127,2952,2104,1414,974,72907,4342,5633,3685,2936,1408,893,871,1789,4796,4407,5415,4235,4355,3998,5399,1983,2423,1633,2269,4519,2659,1902,1357,"Grayson County, Texas",,1326,883,982,1080,320,598,677,427,781,558,742,869,786,520,656,1000,764,915,656,592,657,505,540,493,1326,785,1270,925,592,316,698,466,721,572,689,1103,713,849,278,1028,671,771,597,637,819,569,668,544
"G4801830","2022","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"0500000US48183","48183","Gregg County, Texas",125443,61375,4403,4381,4849,2791,2541,1116,847,2006,4027,4469,4336,2541,3860,3306,2813,1099,2944,1758,1595,2495,1585,669,944,64068,3593,4735,4665,2654,2970,648,782,1855,3671,4838,4095,3498,3818,3348,2746,1518,3023,1750,2543,2119,2227,1685,1287,"Gregg County, Texas",,1049,576,1089,1092,714,816,417,470,610,798,677,1112,1023,705,474,777,613,797,678,524,714,556,393,343,1049,577,1083,974,673,1006,450,484,757,735,971,1037,1095,328,211,716,518,750,634,1038,880,581,765,457
"G4801870","2022","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"0500000US48187","48187","Guadalupe County, Texas",182760,91889,5708,6723,5975,4581,2799,581,2435,3198,5155,6552,7299,5969,6068,5972,4410,2308,3751,1693,2398,3840,2252,1287,935,90871,4704,4906,7245,3562,2692,1991,1643,2037,4911,6640,7222,5916,5934,5658,4486,2861,3490,1276,2390,4853,3051,1503,1900,"Guadalupe County, Texas",,753,516,1126,1073,365,1020,491,1236,967,191,519,1253,1333,566,589,858,887,838,637,661,763,570,378,475,753,358,922,923,254,1063,844,941,830,242,612,1522,1415,463,183,904,747,833,481,732,880,719,544,654
"G4802010","2022","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"0500000US48201","48201","Harris County, Texas",4780913,2381745,163994,184334,169329,108966,64759,29971,30603,110107,179905,187546,179393,174064,152072,146240,130742,50197,68861,41073,55691,67634,44131,22952,19181,2399168,158001,170964,170464,104195,59938,29194,30343,109840,178215,186075,172051,169499,149862,145593,130336,51623,73214,45662,60231,80139,57995,37362,28372,"Harris County, Texas",,454,242,8386,8382,153,58,3663,3711,4462,432,251,6725,6778,316,4,5431,3921,4726,3811,4051,4581,2665,2073,2531,454,259,8110,8120,133,225,3356,4153,4947,377,115,8262,8259,170,309,4496,4091,3718,3530,3672,3650,3503,2742,2553
"G4802030","2022","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"0500000US48203","48203","Harrison County, Texas",69955,33192,1501,3446,1510,887,1043,567,344,893,1515,2633,2330,3029,1201,2299,2275,800,1461,558,1574,1298,1219,432,377,36763,1909,2797,3102,1439,1405,642,156,236,2757,2450,1935,3006,1318,2184,2257,1295,1206,886,1454,1453,1368,828,680,"Harrison County, Texas",,1056,721,791,797,596,524,575,348,372,444,723,963,1092,622,524,694,472,557,381,580,515,430,310,285,1056,398,821,848,582,578,483,162,258,699,751,936,891,151,151,616,541,578,474,514,504,491,456,437
"G4802090","2022","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"0500000US48209","48209","Hays County, Texas",269225,133562,7660,7371,9527,5214,5213,2283,2822,10163,9459,9925,10205,10942,8114,7227,6256,2224,4012,2178,3613,4063,3074,1434,583,135663,7869,8845,8396,5037,5179,4970,3536,8308,8456,8664,11824,8565,7607,7216,5161,3399,5068,2347,3640,5257,3664,1121,1534,"Hays County, Texas",,740,396,1316,1268,243,391,948,1174,1384,525,599,1854,1820,323,216,1223,815,1090,793,795,814,635,547,380,740,455,1407,1161,303,1095,1399,1232,1721,288,231,1322,1310,313,367,1020,1080,1114,562,825,902,708,518,624
"G4802130","2022","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"0500000US48213","48213","Henderson County, Texas",84511,42275,2451,2503,3285,1610,1088,144,932,1168,1932,2429,2403,2465,2218,2890,2243,851,2421,1189,1843,2246,1624,955,1385,42236,2258,2266,2355,1174,836,655,183,1405,2501,2533,1946,2337,2566,2795,3752,779,1639,1925,1644,2118,1534,1699,1336,"Henderson County, Texas",,600,614,830,738,306,502,182,495,466,313,624,782,554,480,462,538,376,540,541,623,533,420,346,558,600,378,479,558,166,402,374,168,368,553,413,530,531,508,383,607,343,496,621,487,565,595,628,650
"G4802150","2022","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"0500000US48215","48215","Hidalgo County, Texas",888367,439292,35154,37598,43104,23732,15038,8501,8256,20336,32465,30494,22887,31521,25935,23129,17998,7808,9857,6207,7500,12989,9420,5033,4330,449075,33153,33239,44666,23499,14553,8079,7514,20868,31293,28120,27610,26582,27300,25009,22261,6238,12129,5910,11016,13981,10788,7766,7501,"Hidalgo County, Texas",,1020,270,2982,3019,458,534,1799,1674,1990,287,677,2513,2580,227,251,1702,1329,1467,1236,1294,1314,1226,1012,921,1020,669,2287,2355,431,271,1594,1741,2002,180,175,2224,2248,347,246,1768,1201,1556,1098,1546,1618,1396,1297,1508
"G4802210","2022","TX",,,"Texas","48","Hood County","221",,,,,,,,,,,,,,,,,,"0500000US48221","48221","Hood County, Texas",66373,32324,1440,2305,1996,1137,843,115,392,745,1604,1698,1850,2119,1659,1989,1798,1170,1414,1048,1608,2042,1714,963,675,34049,1494,1366,2230,1506,1185,0,248,723,1326,2076,1479,2250,1504,1899,1820,1229,2041,1382,1282,3040,1889,1036,1044,"Hood County, Texas",,751,244,607,707,556,355,139,286,434,350,449,591,751,244,452,555,522,579,436,504,635,510,418,381,751,357,671,689,581,566,237,253,488,89,409,552,560,186,212,771,532,817,681,487,619,475,443,361
"G4802310","2022","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"0500000US48231","48231","Hunt County, Texas",108282,53346,2968,4852,3113,2431,1362,612,1151,2277,3574,3164,2296,3833,3689,3265,3685,1838,1621,1088,1785,1959,1578,458,747,54936,2886,3705,3870,2020,2476,1005,524,1827,3118,4131,3946,2721,3517,3187,3387,1708,1698,1088,1254,3094,1311,376,2087,"Hunt County, Texas",,1021,237,1239,803,836,395,424,758,733,790,116,922,837,912,562,661,618,524,499,554,639,479,318,411,1021,312,972,1180,509,824,567,409,838,571,725,1039,895,829,510,853,696,577,495,626,751,566,266,609
"G4802450","2022","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"0500000US48245","48245","Jefferson County, Texas",250830,129722,8120,9619,8135,5657,2707,1266,3037,4548,9959,9787,9147,9270,8045,7751,7015,2799,5516,3042,2802,4900,4218,1166,1216,121108,8034,10239,6688,4435,1909,1074,769,6607,7769,7915,8031,7559,6506,6859,6977,3346,4929,2473,3246,6521,4339,2489,2394,"Jefferson County, Texas",,1187,161,1564,1609,1190,750,616,1370,1056,364,306,1247,1259,334,288,1119,901,947,900,780,985,752,383,493,1187,289,1723,1743,1298,971,780,552,1126,363,279,1299,1228,126,350,1142,1061,1002,636,747,927,770,655,680
"G4802510","2022","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"0500000US48251","48251","Johnson County, Texas",195506,98495,6529,7148,7108,5152,2604,907,1262,4303,6156,7362,4767,9041,5869,6683,5946,1931,3657,2453,1898,2933,1585,1819,1382,97011,6085,6753,6619,4299,2377,354,1601,3425,6420,6959,5870,7293,6865,5134,6247,2427,2833,1779,2690,4386,2511,2334,1750,"Johnson County, Texas",,784,495,1284,1247,611,748,574,699,1233,296,705,1219,1346,870,1001,688,560,744,700,535,687,474,538,602,784,381,1028,1083,354,279,393,930,1009,777,501,1033,1147,623,500,1063,890,783,686,721,1025,656,650,534
"G4802570","2022","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"0500000US48257","48257","Kaufman County, Texas",172366,85705,6270,6676,7665,4802,3080,1316,879,2228,5538,7395,7596,5573,4718,4998,3500,2503,2678,1398,2007,2158,1204,943,580,86661,5955,6976,6818,3718,884,633,2663,3185,6273,6828,7280,5810,5652,5193,4569,1986,2246,1856,1754,2367,2503,773,739,"Kaufman County, Texas",,1289,902,1232,1248,417,740,683,413,978,692,1084,1702,1396,1220,585,907,1027,1065,493,600,591,560,397,422,1289,979,1162,1161,432,511,495,1006,1173,797,2,1381,1428,1058,259,1019,1010,728,578,499,653,606,415,332
"G4802910","2022","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"0500000US48291","48291","Liberty County, Texas",101992,50650,4395,3998,5094,1887,1189,585,394,2580,2946,2524,3443,3532,2947,3939,2548,742,2241,1018,1178,1045,1165,605,655,51342,3095,4413,4108,2996,1281,439,205,1967,3801,3090,2757,4744,2619,3627,2550,1405,1301,743,1521,1554,1731,855,540,"Liberty County, Texas",,1606,926,1400,1340,1099,715,413,360,688,38,505,1298,1304,910,917,940,444,878,716,559,511,563,396,495,1606,611,1189,1161,1088,620,514,153,781,1102,701,730,1205,626,874,793,905,596,491,491,634,548,519,388
"G4803030","2022","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"0500000US48303","48303","Lubbock County, Texas",317561,156912,9697,10101,11459,6516,6774,3944,6374,10279,12329,10429,10800,9936,7576,7542,6681,3484,4708,2516,4318,5034,3316,1667,1432,160649,9692,10369,10132,6328,6704,3455,4369,11881,11716,10511,9543,10494,8087,8022,7210,3454,5151,3174,3888,6690,3385,2706,3688,"Lubbock County, Texas",,717,448,1072,1112,357,502,973,1648,1586,307,477,1301,1351,354,227,1157,770,1038,617,883,782,531,437,438,717,521,1361,1392,414,540,1092,1453,1851,746,501,1345,1536,385,469,977,942,996,666,792,905,634,803,778
"G4803090","2022","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"0500000US48309","48309","McLennan County, Texas",266836,131783,8577,11230,7680,5894,5102,4836,2974,7176,9208,7603,9702,6638,6958,6519,6812,2646,4263,1477,4319,5741,3438,1773,1217,135053,7520,9009,8473,5034,5385,3051,3134,8388,8831,7663,10003,7206,6718,6933,7531,2307,4789,3305,4187,5690,4967,1924,3005,"McLennan County, Texas",,1029,1156,1862,1671,503,346,1933,1429,1766,360,670,1546,1393,757,507,1074,876,1042,484,878,1092,772,613,581,1029,1089,1305,1301,528,906,1202,964,1681,1135,529,1532,1531,549,722,1109,669,1059,948,773,1083,992,644,901
"G4803290","2022","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"0500000US48329","48329","Midland County, Texas",171999,88167,7610,7663,6382,4781,1664,1330,2030,3036,6516,7500,9019,5472,4589,4758,3521,2341,2139,1051,2124,1791,1288,733,829,83832,6373,6754,7048,3418,859,1382,1359,3138,5935,8640,5808,5992,4828,4117,3410,2118,2113,1168,2670,2284,1836,1966,616,"Midland County, Texas",,1360,528,1292,1302,1166,878,742,1278,1059,426,410,1776,1560,315,656,947,889,758,425,661,751,455,607,381,1360,190,1325,1410,1222,760,706,929,1270,336,1054,1272,1240,666,423,726,693,707,469,828,630,617,533,297
"G4803390","2022","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"0500000US48339","48339","Montgomery County, Texas",678490,337701,21490,24946,25934,15664,8590,4856,5793,11066,20486,22552,22885,25609,21832,22560,20477,8845,10667,6916,9278,12174,8765,3572,2744,340789,20800,25520,23606,15733,8057,4129,2822,13169,20965,22946,22699,25508,21996,21883,18498,9773,11827,6236,9430,14771,9326,5514,5581,"Montgomery County, Texas",,788,414,2870,2852,543,834,1597,1755,1911,887,1365,2824,2818,830,1202,2075,1732,1566,1226,1479,1520,1116,731,873,788,431,2888,2895,551,998,1359,1031,1623,1308,1043,2734,2604,145,74,1759,1659,1787,1343,1194,1592,1255,1449,1228
"G4803550","2022","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"0500000US48355","48355","Nueces County, Texas",351674,176510,11941,14111,10523,7861,4880,2438,3229,7903,12142,12518,11498,12431,10312,10312,10189,3251,6214,2924,5042,7405,4578,2650,2158,175164,9806,8853,13611,7058,4459,2781,876,9389,11727,11946,11961,11018,10641,10101,10358,4145,5890,4054,5815,7455,6690,3011,3519,"Nueces County, Texas",,553,809,1884,1955,335,249,1089,1014,1431,390,574,1547,1738,384,460,1168,868,1216,735,888,1053,883,812,642,553,120,1589,1519,316,357,1099,535,1200,507,489,1528,1472,446,335,1504,1028,1407,885,1040,905,1270,910,804
